,회사명,거래소코드,회계년도,총자본증가율(IFRS연결),유형자산증가율(IFRS연결),비유동생물자산증가율(IFRS연결),투자부동산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),총포괄이익증가율(IFRS연결),종업원1인당 부가가치증가율(IFRS연결),종업원수증가율(IFRS연결),종업원1인당 매출액증가율(IFRS연결),종업원1인당 인건비증가율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),경영자본정상영업이익률(IFRS연결),경영자본순이익률(IFRS연결),자본금정상영업이익률(IFRS연결),자본금순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업비용 대 영업수익비율(IFRS연결),기타손익비률(IFRS연결),금융손익비율(IFRS연결),금융비용부담률(IFRS연결),외환이익 대 매출액비율(IFRS연결),광고선전비 대 매출액비율(IFRS연결),세금과공과 대 세금과공과 차감전순이익률(IFRS연결),기업순이익률(IFRS연결),수지비율(관계기업투자손익 제외)(IFRS연결),인건비 대 총비용비율(IFRS연결),R & D 투자효율(IFRS연결),세금과공과 대 총비용비율(IFRS연결),금융비용 대 총비용비율(IFRS연결),감가상각비 대 총비용비율(IFRS연결),감가상각률(IFRS연결),누적감가상각률(IFRS연결),이자부담률(IFRS연결),지급이자율(IFRS연결),차입금평균이자율(IFRS연결),유보율(IFRS연결),사내유보율(IFRS연결),사내유보 대 자기자본비율(IFRS연결),적립금비율(재정비율)(IFRS연결),평균배당률(IFRS연결),자기자본배당률(IFRS연결),배당성향(IFRS연결),1주당매출액(IFRS연결)(원),1주당순이익(IFRS연결)(원),1주당 CASH FLOW(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),유동자산구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS연결),유동자산 대 비유동자산비율(IFRS연결),당좌자산구성비율(IFRS연결),비유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),타인자본구성비율(IFRS연결),자기자본배율(IFRS연결),비유동비율(IFRS연결),비유동장기적합률(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),매출채권비율(IFRS연결),재고자산 대 순운전자본비율(IFRS연결),매출채권 대 매입채무비율(IFRS연결),매출채권 대 상,제품비율(IFRS연결),매입채무 대 재고자산비율(IFRS연결),부채비율(IFRS연결),유동부채비율(IFRS연결),단기차입금 대 총차입금비율(IFRS연결),비유동부채비율(IFRS연결),비유동부채 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS연결),차입금의존도(IFRS연결),차입금비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),유보액대비율(IFRS연결),유보액 대 납입자본배율(IFRS연결),유동자산집중도(IFRS연결),비유동자산집중도(IFRS연결),투자집중도(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),정상영업이익대비이자보상배율(IFRS연결),총자본회전률(IFRS연결),경영자본회전률(IFRS연결),자기자본회전률(IFRS연결),자본금회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),재고자산회전기간(IFRS연결),상품,제품회전률(IFRS연결),원,부재료회전률(IFRS연결),재공품회전률(IFRS연결),매출채권회전률(IFRS연결),매출채권회전기간(IFRS연결),비유동자산회전률(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결),운전자본회전률(IFRS연결),1회전기간(IFRS연결),부가가치(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),노동장비율(IFRS연결),기계장비율(IFRS연결),자본집약도(IFRS연결),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자본분배율(IFRS연결),이윤분배율(IFRS연결),부가가치(IFRS연결)(백만원).1,법인세비용차감전(계속사업)손익(IFRS연결)(백만원),인건비(IFRS연결)(백만원),금융비용(IFRS연결)(백만원),임차료(IFRS연결)(백만원),세금과공과(IFRS연결)(백만원),감가상각비(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원).1,총자본투자효율(IFRS연결).1,기계투자효율(IFRS연결).1,부가가치율(IFRS연결).1,종업원수(IFRS연결)
11863,대원미디어(주),048910,2011,-2.58,-4.31,0.0,-0.19,3.19,-8.52,-23.2,-2.48,-36.24,0.0,0.0,-207.2,,,,,18.36,-0.16,-0.1,0.31,-0.16,-0.1,-0.23,-2.2,-0.22,-0.14,-3.53,-27.33,81.64,101.27,0.36,0.57,-0.43,0.14,3.23,149.27,-0.52,98.07,9.28,0.0,0.0,-0.43,6.91,32.31,0.0,-1.31,16.93,33.86,1176.21,,,67.96,,,,11116.67,-142.0,842.36,,-17.77,46.27,22.06,86.12,36.07,53.73,68.29,31.71,1226.14,78.67,69.52,203.65,158.74,46.41,153.05,43.33,132.19,155.19,115.78,46.42,33.27,0.0,13.16,38.15,23.55,0.3,0.45,-3.09,66.05,14.66,48.68,53.17,72.13,21.56,2247.18,6.84,6.87,0.0,0.98,1.37,1.45,22.09,3.06,7.11,51.34,2.05,2.71,8.47,43.1,8.6,757.17,1860.21,6.44,56.68,1.88,11.35,1.39,0.13,0.02,16082.04,,,,,,,,,15.96,186.24,12165.48,16.05,58.11,41.89,-0.62,16082.04,203.93,9345.75,-429.52,0.0,0.0,6961.88,,15.96,12165.48,16.05,,,,
11864,대원미디어(주),048910,2012,-1.58,81.67,0.0,-52.86,-2.49,-0.53,-15.41,-5.84,-25.13,0.0,0.0,0.0,,,,,24.4,0.4,-2.24,0.96,0.3,-1.68,0.45,-3.59,0.39,-2.2,6.65,-42.76,75.6,99.6,0.16,0.57,-0.58,0.16,3.4,499.26,-2.12,99.45,13.32,0.0,0.0,-0.58,7.69,25.04,25.1,-1.33,2.83,5.45,1104.55,,,68.6,,,,8322.53,-222.0,249.17,,33.45,46.77,18.76,87.85,37.99,53.23,65.71,34.29,1154.48,81.02,67.24,224.54,182.43,25.3,150.39,33.82,205.07,155.37,73.34,52.19,31.7,39.63,20.49,51.91,25.94,7.86,11.97,1.36,63.42,13.86,61.97,71.25,107.53,14.47,63.11,4.96,6.56,0.0,0.75,0.98,1.12,16.54,2.28,8.21,44.47,1.61,2.03,7.91,46.16,8.09,489.66,1317.8,5.21,70.09,1.4,6.17,1.1,0.2,0.01,15940.8,,,,,,,,,16.08,101.61,15006.92,21.25,63.47,36.53,-10.53,15940.8,420.54,10116.98,-438.38,0.0,0.0,5841.66,,16.08,15006.92,21.25,,,,
11865,대원미디어(주),048910,2013,-10.5,-0.09,0.0,-0.22,-18.4,-1.5,-33.89,-26.13,2.59,0.0,0.0,0.0,,,,,19.7,-6.68,-17.65,-4.87,-5.47,-14.46,-8.85,-32.07,-6.72,-17.75,-113.32,-321.84,80.3,106.68,-10.2,0.53,-0.07,0.15,4.23,0.0,-14.52,112.4,15.42,0.0,0.0,-0.06,7.83,33.43,35.23,-0.15,3.84,4.84,803.36,,,59.25,,,,8538.49,-1669.0,883.32,,-570.35,51.47,12.59,106.04,44.99,48.53,57.57,42.43,852.81,84.31,60.61,258.35,225.83,64.28,168.15,20.54,108.4,175.38,155.12,73.71,34.6,2.04,39.1,71.36,31.55,14.9,25.88,-10.12,55.04,10.76,59.79,62.26,94.04,13.56,38.61,5.75,6.63,0.0,0.82,1.01,1.32,16.96,2.15,10.06,36.27,1.67,1.98,10.66,34.25,11.05,372.82,1498.19,6.77,53.93,1.61,4.91,1.18,0.14,0.02,7491.14,,,,,,,,,8.44,47.8,1898.12,9.73,181.85,-81.85,-181.39,7491.14,-12991.18,13622.63,-54.35,0.0,0.0,6914.05,,8.44,1898.12,9.73,,,,
11866,대원미디어(주),048910,2014,1.41,-1.43,0.0,-0.22,-11.68,13.74,-19.88,6.37,4.21,0.0,0.0,0.0,,,,,23.39,2.15,0.85,2.85,1.93,0.76,3.25,-2.86,2.31,0.91,36.62,-24.32,76.61,97.85,-0.35,2.76,0.44,0.06,3.44,52.76,1.15,98.3,15.08,0.0,0.0,0.42,7.03,37.66,48.19,0.96,8.3,8.59,794.0,,,60.65,,,,8302.96,-130.0,265.82,,178.12,57.73,8.87,136.56,52.61,42.27,60.93,39.07,846.81,69.37,52.16,304.61,277.6,95.09,236.26,13.2,221.4,251.98,106.71,64.11,31.1,20.9,33.01,51.87,38.78,15.77,25.87,1.46,58.08,10.75,60.85,50.56,95.63,14.98,37.11,5.85,6.56,4.92,0.9,1.08,1.51,17.07,2.2,11.6,31.47,1.64,1.84,15.49,23.56,16.32,385.6,1480.78,7.81,46.75,1.98,5.16,1.21,0.09,0.03,20191.94,,,,,,,,,22.44,130.7,6209.89,25.17,62.18,37.82,3.36,20191.94,1438.14,12554.73,349.93,0.0,0.0,5849.14,,22.44,6209.89,25.17,,,,
11867,대원미디어(주),048910,2015,4.24,3.24,0.0,-0.22,3.99,4.42,3.49,24.5,13.95,149.83,0.0,0.0,,,,,25.05,4.7,5.46,5.44,4.68,5.43,7.1,7.07,5.47,6.35,82.52,62.73,74.95,95.3,1.9,0.93,0.15,0.1,2.4,17.35,5.57,92.63,16.71,0.0,0.0,0.15,5.36,36.35,52.28,0.43,12.87,8.1,863.1,,,67.0,,,,8266.16,316.0,916.22,,388.79,57.83,8.79,137.12,52.75,42.17,70.64,29.36,921.83,59.71,50.74,342.39,312.3,96.2,242.74,12.41,230.21,256.71,105.44,41.57,23.91,1.08,17.66,30.47,40.94,6.94,9.82,5.13,67.15,11.33,58.09,42.45,87.92,23.05,97.58,6.77,6.95,32.08,0.99,1.16,1.51,17.55,2.92,18.39,19.85,1.72,1.89,19.5,18.71,20.71,344.92,10962.14,8.14,44.83,2.36,5.82,1.31,0.11,0.02,25745.38,,,,,,,,,27.44,161.42,3088.06,28.16,57.55,42.45,19.38,25745.38,6037.15,14816.97,134.04,0.0,0.0,4757.22,,27.44,3088.06,28.16,,,,
11868,대원미디어(주),048910,2016,4.21,5.27,0.0,-0.22,5.03,3.62,5.33,13.29,3.92,-44.65,-132.06,-170.82,,,,,24.9,2.51,0.51,3.22,2.48,0.5,3.39,-1.92,2.89,0.58,40.07,-17.64,75.1,97.49,0.44,1.16,-0.63,0.14,3.02,82.8,-0.12,97.09,16.75,0.0,0.0,-0.63,8.12,50.51,39.81,-2.34,0.0,3.39,847.22,,,70.01,,,,7551.75,-89.0,492.55,,189.19,57.5,8.93,135.28,52.36,42.5,76.04,23.96,918.73,55.89,51.74,322.13,293.35,62.89,252.99,12.96,200.47,257.67,126.2,31.5,23.47,0.0,8.03,15.4,39.65,0.0,0.0,21.55,71.42,11.05,58.14,42.69,88.92,34.86,0.0,8.35,8.59,0.0,0.99,1.15,1.35,15.99,3.73,16.72,21.83,1.72,1.89,19.41,18.81,20.13,541.89,0.0,7.83,46.64,2.34,5.8,1.32,0.1,0.02,25754.68,,,,,,,,,26.34,153.39,1622.84,27.11,61.6,38.4,1.87,25754.68,2793.54,15865.95,-595.3,0.0,0.0,7690.49,,26.34,1622.84,27.11,,,,
11869,대원미디어(주),048910,2017,6.74,13.87,0.0,-0.22,18.83,-2.2,45.53,9.68,27.1,193.6,0.0,0.0,,,,,24.02,5.79,6.46,7.67,6.91,7.72,9.0,10.25,8.26,9.21,110.56,98.69,75.98,94.21,2.43,3.2,-0.63,0.24,2.75,21.44,6.96,91.53,14.56,0.0,0.0,-0.66,6.57,39.42,36.82,-3.25,0.0,0.0,936.2,,,74.36,,,,9598.19,507.0,612.6,,555.46,52.68,13.29,111.33,45.68,47.32,77.58,22.42,1007.7,61.0,57.23,304.32,263.86,67.07,184.94,19.8,183.63,186.34,100.71,28.91,22.31,0.0,6.59,14.45,35.37,0.0,0.0,933.83,73.25,12.09,46.04,37.66,70.22,29.71,0.0,6.66,5.76,0.0,1.19,1.43,1.55,19.11,5.16,17.63,20.7,2.17,2.44,19.58,18.64,19.82,1649.06,0.0,9.21,39.63,2.66,6.72,1.65,0.09,0.03,33406.44,,,,,,,,,32.01,198.48,2231.23,27.67,50.0,50.0,23.34,33406.44,9925.15,16701.79,-760.25,0.0,0.0,7539.74,,32.01,2231.23,27.67,,,,
11870,대원미디어(주),048910,2018,20.34,8.03,0.0,21.41,22.14,18.72,95.97,26.41,35.32,-8.22,-66.63,-47.77,,,,,18.25,3.93,2.54,7.4,5.58,3.61,7.03,2.89,6.8,4.41,101.48,32.93,81.75,96.07,0.22,1.28,-1.25,0.05,1.89,38.7,1.84,95.76,10.59,0.0,0.0,-1.28,5.01,31.79,18.33,-8.62,0.0,0.0,1202.38,,,78.29,,,,12987.94,169.0,142.12,,509.82,51.97,21.94,108.21,40.57,48.03,80.87,19.13,1273.88,59.39,56.4,349.96,273.16,80.28,98.43,30.72,323.25,98.83,30.45,23.66,18.36,0.0,5.3,11.54,37.12,0.0,0.0,124.45,77.27,15.35,36.8,33.57,63.5,19.76,0.0,3.78,2.91,0.0,1.42,1.73,1.79,25.85,6.89,27.88,13.09,2.72,3.31,15.11,24.16,15.19,2904.77,0.0,11.83,30.84,2.98,8.21,2.08,0.0,0.02,29614.95,,,,,,,,,23.58,143.38,582.92,18.13,57.02,42.98,14.03,29614.95,6775.49,16887.21,-2043.59,0.0,0.0,7995.84,,23.58,582.92,18.13,,,,
11871,대원미디어(주),048910,2019,8.41,23.98,0.0,-0.63,14.04,3.22,7.96,-2.44,17.24,-42.86,-47.14,-66.13,,,,,15.36,1.91,1.66,3.93,2.8,2.43,3.61,1.38,3.34,2.9,57.98,17.41,84.64,98.09,0.12,0.63,-0.54,0.05,1.37,18.42,1.64,97.99,9.76,0.0,0.0,-0.54,5.36,28.72,21.13,-3.51,3.69,7.38,1201.91,,,80.3,,,,15227.49,90.0,182.66,,291.29,49.48,22.95,97.95,38.12,50.52,74.33,25.67,1242.85,67.96,63.64,239.98,184.9,36.92,105.64,39.35,261.52,105.82,40.39,34.53,27.74,69.77,6.79,17.49,28.86,8.84,11.89,8.26,72.43,15.6,34.62,33.7,60.35,5.85,16.98,1.5,1.07,0.0,1.46,1.75,1.89,30.31,6.5,36.12,10.11,2.89,3.73,12.86,28.38,12.9,4576.8,0.0,12.59,28.99,2.97,8.28,2.14,0.0,0.02,31636.4,,,,,,,,,23.24,123.54,717.07,16.52,58.71,41.29,10.06,31636.4,3899.51,18572.45,-1034.59,0.0,0.0,10199.03,,23.24,717.07,16.52,,,,
11899,대원화성(주),024890,2011,-3.29,7.08,0.0,0.0,6.81,-14.36,6.33,-15.07,12.29,0.0,0.0,0.0,,,,,10.14,-3.16,-5.33,-3.38,-3.44,-5.81,-9.08,-15.32,-3.7,-6.25,-24.4,-41.19,89.86,106.38,-2.43,-2.42,2.7,-1.15,0.02,0.0,-2.87,105.38,7.93,0.0,0.0,2.47,1.78,12.59,241.14,4.74,7.19,7.54,169.58,,,67.54,,,,3860.98,-217.0,-8.36,,-121.99,42.25,37.85,73.17,26.26,57.75,35.44,64.56,246.91,162.93,122.43,79.98,49.71,2.35,140.5,0.0,147.27,292.8,95.4,182.14,149.06,83.64,33.08,0.0,-10.58,42.53,120.0,-1.14,24.34,1.7,41.31,50.44,82.72,-3.24,-4.92,-2.09,-1.89,-1.17,1.09,1.17,2.87,7.72,1.76,7.24,50.38,2.42,3.66,7.14,51.09,15.39,27.38,33.07,4.32,84.57,1.98,2.17,1.12,0.24,0.01,9264.91,,,,,,,,,8.54,18.37,124.98,7.71,112.33,-12.33,-69.19,9264.91,-6720.77,10407.56,3246.76,0.0,0.0,2331.35,,8.54,124.98,7.71,,,,
11900,대원화성(주),024890,2012,1.08,-8.28,0.0,0.0,-6.12,10.91,15.62,-7.32,0.3,0.0,0.0,0.0,,,,,11.66,0.76,-4.13,0.88,0.84,-4.57,2.47,-13.45,0.88,-4.81,5.86,-32.0,88.34,99.24,-5.02,-3.28,3.28,-0.73,0.02,0.0,-0.94,103.47,8.28,0.0,0.0,3.09,2.54,15.26,204.67,5.49,7.96,8.3,151.51,,,60.53,,,,3872.4,-169.0,-162.54,,29.32,46.36,39.45,86.43,28.07,53.64,32.5,67.5,228.84,165.04,109.5,90.88,55.02,3.7,128.89,0.0,167.5,241.96,76.95,207.7,156.97,74.76,50.73,0.0,-4.65,45.86,141.12,0.23,21.52,1.52,40.08,50.36,89.32,-3.6,-5.29,-2.43,-2.21,0.23,1.11,1.16,3.26,7.74,1.67,7.54,48.4,2.5,4.07,6.45,56.6,12.69,26.65,32.74,4.8,76.0,1.99,2.19,1.15,0.27,0.01,12624.3,,,,,,,,,11.52,24.02,124.5,10.47,83.77,16.23,-39.46,12624.3,-5140.75,10574.92,3951.55,0.0,0.0,3238.58,,11.52,124.5,10.47,,,,
11901,대원화성(주),024890,2013,-0.34,-4.69,0.0,0.0,-5.93,6.13,1.12,1.05,-10.26,472.38,0.0,0.0,,,,,16.0,4.83,-1.21,4.81,4.77,-1.2,14.59,-3.66,4.85,-1.22,33.01,-8.28,84.0,95.17,-5.56,-3.15,3.15,-0.35,0.04,0.0,1.91,100.17,10.49,0.0,0.0,3.06,2.93,14.63,245.61,4.62,7.2,7.02,145.65,,,60.88,,,,3362.02,-44.0,-77.81,,162.36,49.37,37.59,97.52,30.81,50.63,32.95,67.05,223.72,153.64,115.19,88.09,54.97,1.65,148.33,0.0,199.35,307.97,74.41,203.47,170.09,88.08,33.38,0.0,-6.68,43.74,132.73,1.52,21.45,1.46,48.41,52.73,99.44,-5.16,-7.92,-3.46,-3.5,1.54,0.99,1.01,3.02,6.84,1.47,7.09,51.47,2.07,3.36,5.37,68.02,10.58,21.12,27.58,3.87,94.32,1.9,2.1,0.98,0.47,0.01,17517.77,,,,,,,,,16.04,35.15,198.2,16.19,66.5,33.5,-7.48,17517.77,-786.1,11649.0,3403.13,0.0,0.0,3251.75,,16.04,198.2,16.19,,,,
11902,대원화성(주),024890,2014,7.72,-2.52,0.0,0.0,-5.2,20.96,3.35,25.57,21.62,169.21,0.0,0.0,,,,,20.4,10.69,4.43,12.44,12.4,5.14,34.64,14.35,12.54,5.2,82.36,34.12,79.6,89.31,-5.16,-2.14,2.14,0.05,0.03,19.99,7.62,93.32,10.32,0.0,0.0,2.24,2.65,16.93,283.39,3.86,6.32,6.15,169.75,,,64.87,,,,3641.79,182.0,80.37,,389.29,55.44,32.12,124.41,37.63,44.56,38.41,61.59,250.21,116.0,99.49,100.42,68.16,1.49,188.31,7720.85,262.48,415.65,71.74,160.32,143.72,97.96,16.6,2764.63,0.23,38.49,100.19,4.91,26.06,1.7,45.28,40.94,88.69,0.28,0.44,0.17,0.15,5.0,1.16,1.17,3.24,7.7,1.81,8.74,41.77,2.21,3.38,6.38,57.18,13.67,23.09,29.55,3.79,96.43,2.44,2.66,1.07,0.7,0.01,26369.09,,,,,,,,,22.41,54.64,360.02,20.04,49.1,50.9,22.09,26369.09,7280.61,12946.41,2813.73,0.0,0.0,3328.34,,22.41,360.02,20.04,,,,
11903,대원화성(주),024890,2015,7.81,0.33,0.0,0.0,-1.34,15.16,-9.21,42.01,9.94,31.05,97.07,115.48,,,,,23.1,12.74,7.94,15.13,15.08,9.39,33.7,20.99,15.25,9.5,95.28,59.35,76.9,87.26,-3.74,-1.2,1.2,0.23,0.01,11.81,10.81,91.28,10.38,0.0,0.0,1.28,2.5,18.57,307.58,2.58,4.67,4.3,212.66,,,67.18,,,,3506.46,301.0,153.34,,446.81,59.22,25.32,145.22,44.22,40.78,50.6,49.4,311.2,80.59,66.17,154.34,115.26,10.34,248.08,71.92,383.5,574.5,64.69,97.62,75.83,81.84,21.79,52.89,20.85,30.48,60.24,10.2,34.58,2.13,48.51,36.0,86.42,7.36,11.93,3.64,3.19,10.59,1.18,1.2,2.64,7.48,2.14,10.58,34.49,2.06,2.88,7.24,50.43,16.34,26.6,29.92,3.34,109.32,2.78,2.95,1.14,0.0,0.01,32330.59,,,,,,,,,25.49,67.73,565.66,22.35,43.73,56.27,35.51,32330.59,13018.4,14139.57,1740.71,0.0,0.0,3408.45,,25.49,565.66,22.35,,,,
11904,대원화성(주),024890,2016,6.37,-0.6,0.0,0.0,-1.64,11.89,13.35,10.82,-14.02,-32.52,-37.05,-40.32,,,,,23.15,10.0,5.81,9.56,9.5,5.52,18.38,10.68,9.64,5.6,60.3,35.04,76.85,90.0,-2.48,-0.81,0.95,-0.09,0.05,22.77,6.43,92.71,12.7,0.0,0.0,0.99,2.5,17.14,342.27,1.87,3.27,3.27,246.34,,,69.13,,,,3014.88,176.0,216.03,,301.52,62.29,25.65,165.19,46.31,37.71,52.72,47.28,344.89,71.52,62.43,157.31,116.95,25.05,219.76,70.42,356.49,375.8,61.65,89.68,75.11,91.15,14.57,33.85,22.69,28.59,54.23,9.85,37.66,2.46,63.99,41.25,107.04,11.94,19.75,5.65,6.13,10.51,0.95,0.96,1.84,6.03,1.97,9.72,37.56,1.56,2.1,6.13,59.55,11.95,26.18,28.61,2.63,138.78,2.42,2.54,0.95,0.0,0.01,28649.24,,,,,,,,,21.23,60.19,487.09,23.04,52.8,47.2,25.23,28649.24,9358.13,15128.0,1183.31,0.0,0.0,2979.8,,21.23,487.09,23.04,,,,
11905,대원화성(주),024890,2017,-8.49,-2.84,0.0,0.0,-2.97,-11.84,-7.09,1.78,-4.81,-19.43,-78.06,-82.48,,,,,22.77,8.47,1.34,7.83,7.76,1.23,13.96,2.21,7.86,1.24,48.59,7.69,77.23,91.53,-4.94,-0.94,0.94,-0.48,0.02,62.03,2.09,96.56,13.24,0.0,0.0,0.96,2.04,15.02,390.24,1.95,3.86,3.47,252.48,,,70.33,,,,2869.85,39.0,117.16,,242.93,60.02,27.04,150.1,43.79,39.98,58.64,41.36,351.02,68.19,61.88,169.63,123.77,24.0,207.4,65.86,495.67,417.41,41.84,70.54,60.34,97.58,10.2,24.28,24.64,25.59,43.64,8.22,42.18,2.52,66.8,42.34,103.06,13.46,21.75,5.57,5.8,8.96,0.92,0.93,1.65,5.74,2.06,10.92,33.41,1.5,2.03,5.69,64.12,10.49,23.52,30.2,2.66,137.09,2.36,2.46,0.93,0.0,0.01,23183.66,,,,,,,,,18.78,50.11,450.1,19.58,66.88,33.12,6.84,23183.66,4176.68,15504.24,1118.18,0.0,0.0,2384.55,,18.78,450.1,19.58,,,,
11906,대원화성(주),024890,2018,1.1,0.56,0.0,0.0,1.38,0.91,0.82,1.19,-3.17,-63.95,-31.68,-21.94,,,,,17.59,3.15,0.94,2.98,2.91,0.87,4.96,1.49,2.93,0.88,17.52,5.25,82.41,96.85,-1.53,-0.89,0.91,-0.02,0.02,41.67,1.71,98.41,13.44,0.0,0.0,0.91,1.98,15.18,403.46,2.04,3.67,3.64,256.65,,,70.99,,,,2778.89,26.0,166.53,,87.58,59.9,27.01,149.41,43.72,40.1,58.69,41.31,355.19,68.31,62.32,167.98,122.61,31.08,191.54,66.74,396.7,430.38,48.28,70.38,60.76,98.31,9.62,23.29,24.24,24.85,42.35,3.17,42.41,2.57,64.94,43.36,108.42,11.35,18.86,4.69,5.1,3.45,0.92,0.93,1.57,5.56,2.23,12.64,28.87,1.54,2.11,5.7,64.05,12.1,22.87,25.27,2.86,127.74,2.31,2.41,0.97,0.0,0.01,20667.18,,,,,,,,,16.56,43.58,383.98,18.03,74.92,25.08,5.24,20667.18,1856.16,15484.72,1046.09,0.0,0.0,2280.21,,16.56,383.98,18.03,,,,
11907,대원화성(주),024890,2019,4.55,2.87,0.0,-6.28,37.71,-17.65,-1.92,8.4,16.07,128.86,441.5,547.89,,,,,19.88,6.21,4.4,6.58,6.48,4.59,10.83,7.69,6.54,4.63,40.09,28.45,80.12,93.79,-1.14,-0.81,0.84,0.1,0.03,13.24,5.47,95.05,12.54,0.0,0.0,0.86,1.96,16.8,413.23,2.18,4.18,4.11,286.49,,,72.68,,,,3225.59,143.0,256.54,,200.43,47.19,32.17,89.35,32.01,52.81,60.87,39.13,385.04,86.77,76.04,154.49,104.8,44.25,108.27,91.2,203.8,260.99,53.13,64.3,50.18,84.96,14.11,51.62,16.64,22.95,37.7,6.6,45.29,2.87,51.24,44.71,96.69,17.09,29.14,6.69,6.56,7.4,1.04,1.05,1.74,6.45,2.59,13.12,27.81,1.95,2.76,6.65,54.87,15.47,27.66,27.0,4.43,82.48,2.24,2.75,1.21,0.0,0.01,26661.86,,,,,,,,,20.43,55.42,445.67,20.04,60.97,39.03,21.98,26661.86,6754.06,16256.33,1117.04,0.0,0.0,2534.44,,20.43,445.67,20.04,,,,
11917,대주산업(주),003310,2011,13.28,10.42,0.0,-0.86,8.4,24.59,67.68,9.0,2.2,-19.38,-24.17,990.71,,,,,12.53,1.0,0.34,1.3,1.14,0.38,2.07,0.69,1.26,0.43,4.74,1.58,87.47,100.39,-0.66,-0.66,0.66,-0.02,0.06,1.56,1.13,99.66,4.46,0.37,0.0,0.65,0.96,9.12,178.51,1.65,3.16,3.48,138.9,,,50.46,,,,2494.93,8.0,-90.86,,25.04,33.14,46.79,49.57,17.64,66.86,53.89,46.11,238.9,124.07,100.62,98.77,52.56,4.92,81.44,0.0,271.71,993.69,29.97,85.58,62.27,95.14,23.31,0.0,-0.41,27.21,50.5,1.24,31.34,1.39,28.05,60.35,84.99,-2.7,-4.58,-1.25,-1.17,1.52,1.13,1.26,2.06,4.72,2.51,24.9,14.66,3.57,6.09,8.6,42.42,91.27,31.43,0.0,8.26,44.17,1.66,2.03,1.78,0.0,0.01,5728.82,,,,,,,,,6.91,12.54,177.9,6.49,69.52,30.48,5.21,5728.82,303.07,3982.7,583.0,0.0,0.0,860.05,,6.91,177.9,6.49,,,,
11918,대주산업(주),003310,2012,0.14,-0.94,0.0,-0.87,-3.52,7.52,-15.54,-0.31,1.81,-27.64,0.0,-103.75,,,,,12.78,0.71,-0.11,0.92,0.77,-0.12,1.44,-0.24,0.85,-0.14,3.43,-0.57,87.22,99.29,-0.82,-1.03,1.03,0.77,0.03,0.0,0.99,100.11,4.46,0.38,0.0,1.02,0.94,9.4,195.03,2.41,4.61,4.62,138.16,,,50.31,,,,2540.01,0.0,-57.87,,18.12,35.58,36.75,55.24,22.51,64.42,53.65,46.35,238.16,120.07,94.93,110.71,70.02,0.88,142.66,380.05,353.97,1360.0,40.3,86.4,59.92,88.55,26.49,412.93,3.44,27.31,50.91,0.61,31.13,1.38,31.72,60.58,85.29,-6.84,-11.61,-3.17,-2.93,0.69,1.08,1.19,2.02,4.81,2.34,21.85,16.71,3.15,5.4,7.58,48.14,82.0,33.57,0.0,6.93,52.7,1.65,1.98,1.61,0.0,0.01,5755.45,,,,,,,,,6.93,12.71,194.96,6.4,70.68,29.32,-1.79,5755.45,-99.14,4068.02,925.98,0.0,0.0,860.59,,6.93,194.96,6.4,,,,
