,회사명,거래소코드,회계년도,회생여부,이자보상배율(이자비용),부가가치(백만원),금융비용(백만원),매출액총이익률,매출액순이익률,총자본사업이익률,총자본순이익률,자기자본순이익률,경영자본순이익률,자본금순이익률,매출원가대매출액비율,영업비용대영업수익비율,금융손익비율,금융비용부담률,기업순이익률,인건비대총비용비율,금융비용대총비용비율,이자부담률,지급이자율,차입금평균이자율,유보율,유동자산구성비율,재고자산대유동자산비율,유동자산대비유동자산비율,자기자본구성비율,타인자본구성비율,자기자본배율,유동비율,현금비율,매출채권비율,매입채무대재고자산비율,순운전자본비율,차입금의존도,차입금비율,총자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,당좌자산회전률,재고자산회전률,매출채권회전률,비유동자산회전률,유형자산회전율,순운전자본회전률,사내유보대자기자본비율,자기자본배당률,배당성향,이익잉여금(결손금)(요약)(백만원),비유동금융부채(요약)(백만원),비유동자산증가율,유동금융부채(요약)(백만원),외국인_주식분포비율,장기금융부채(백만원),자산대비자본비율,차입,총자본증가율,유형자산증가율,비유동자산(백만원),자기자본증가율,매출액증가율,순이익증가율,직원증감률,자산대비_장기금융부채비율,자산대비_장기금융부채비율_증가율,투자축소_여부,직원증감률_여부,종업원수증가율,투자활동현금흐름증감률,매출원가축소_여부,자산매각_여부,배당금축소_여부,자본증가율_여부,차입_여부,사내유보금보유_여부,운용적범주전략(OPS)변수,재무적범주전략(FIN)변수,배당금지급_여부,LEV지수,순자산가치(백만원),KZ지수,산업매출성장률,WW지수,CL지수,NCAV지수,기업생명주기,순매수거래량_기관,순매수거래대금 비중_기관,순매수거래량_외국인,순매수거래대금 비중_외국인
265,광전자(주),017900,2012.0,0,-3.78,61849.69,376.36,6.86,-4.22,-1.5,-4.25,-5.08,-4.77,-38.21,93.14,101.86,-0.04,0.12,-4.13,10.98,0.11,0.38,13.34,3.96,838.45,41.87,30.37,72.03,74.1,25.9,725.1,223.73,9.89,176.19,99.89,23.16,4.16,5.62,1.01,1.46,11.0,3.25,11.63,4.21,6.32,5.69,1.67,2.1,1.6,0.44,0.0,0.0,5232.0,0.0,-5.538969518122883,0.0,19.75,7865.0,74.09535339804451,2.784208774948139,-19.342717642691944,-28.14007676215637,164212.0,-7.966512331429426,-18.286708084730893,-69.48351473562225,-42.07848837209303,0.02784208774948139,0,1,1,-42.07848837209303,-60.8126686694842,0.0,0,0,1,0,0,1,1,0,0.03580842615467237,209309.0,-45058512691.41011,5.164150771386816,-13611524111.594944,253899020995.1906,0.4264597888043075,2,-3591.0,-1.3433743883692609e-05,-110171.0,-0.0002317847708679
266,(주)이원,017940,2015.0,0,0.68,214386.37,36488.39,11.0,0.0,1.44,0.0,0.87,0.0,29.08,89.0,99.24,-0.51,0.78,1.02,1.87,0.72,1.56,3.18,3.14,3325.81,37.05,22.7,58.85,35.22,64.78,3353.97,125.86,13.87,185.25,61.65,7.61,47.0,133.47,1.31,3.78,81.89,2.0,19.3,4.83,12.78,8.05,2.09,4.55,1.85,84.04,1.26,19.35,1097684.0,0.0,-15.003896816304927,42750.0,5.42,1128869.0,35.216299443495345,32.16367254322513,-4.056706026108718,-4.987308793537167,2209523.0,-0.8629512467435803,-21.631173090859807,-99.74559686888455,3.4090909090909087,0.3216367254322513,0,1,0,3.4090909090909087,-68.37972343881844,1.0,1,1,0,1,0,1,1,1,0.08046207753067858,1236009.0,-190268375533.13058,-11.916158662000132,-2952156753.9763737,93148725464.25662,-2.3112648502863222,2,14975.0,0.000626016247139,-43665.0,-0.000803561547604
267,유니슨(주),018000,2012.0,0,-0.13,6248.32,10168.41,13.38,-19.99,-0.29,-6.86,-20.22,-10.42,-113.26,86.62,101.22,-10.17,8.93,-3.8,6.99,7.49,4.68,8.25,8.09,485.01,57.67,23.62,136.22,40.16,59.84,585.01,174.15,18.97,25.34,6.13,24.55,38.63,96.18,0.34,1.0,5.79,0.52,42.98,0.77,2.61,7.75,0.82,0.93,0.35,2.13,0.0,0.0,2833.0,0.0,-33.69118534157744,146.0,39.3,78172.0,40.158138919143354,23.519854618101732,0.4597318986232224,5.8885995297211196,140702.0,39.99286778125066,71.11364899995492,-75.98885852649792,8.144796380090497,0.23519854618101732,0,1,0,8.144796380090497,-169.07901848448816,1.0,1,0,1,1,0,1,1,0,0.16098057696954027,133471.0,-64931626333.74153,5.164150771386816,10352361555.683771,889571925311.3485,-0.025221049955113907,0,-414238.0,-0.0015349239483224,223738.0,0.0003458279307804
268,(주)브이티지엠피,018290,2012.0,0,-1.25,13867.11,3637.35,12.34,-1.8,-5.41,-1.16,-4.38,-1.16,-3.17,87.66,108.53,1.61,6.74,3.17,13.52,5.49,5.87,8.51,7.77,-21.75,56.34,70.88,129.04,27.78,72.22,71.37,445.91,0.54,33.92,13.23,43.71,54.89,197.58,0.64,2.43,1.76,0.87,10.08,3.63,1.61,4.83,1.51,1.64,0.66,-28.02,0.0,0.0,-6140.0,0.0,-38.42659656276267,0.0,6.9,40697.0,27.78249787595582,35.95842956120092,-11.841119719175861,-3.939285501282281,34430.0,-2.825334870930542,-8.691165025547322,-86.81571815718158,-10.822510822510822,0.3595842956120092,1,1,0,-10.822510822510822,-80.30592734225621,1.0,1,0,1,1,0,1,1,0,0.27419930990618363,21910.0,-5209691872.379707,5.164150771386816,8410847208.034934,534238114048.6458,-0.5034986619971461,2,0.0,0.0,-1186808.0,-0.0033131463892543
269,조일알미늄(주),018470,2014.0,0,-2.41,24968.63,493.29,2.2,-0.64,-1.06,-0.73,-1.16,-0.82,-5.7,97.8,101.32,-0.41,0.16,-0.55,7.04,0.16,0.49,2.23,2.61,389.37,55.64,39.56,125.44,59.79,40.21,489.37,169.78,43.12,84.46,34.99,22.87,26.65,44.57,1.14,1.8,8.88,3.08,17.99,3.11,5.26,5.28,2.72,2.97,1.28,47.04,0.0,0.0,82709.0,0.0,-24.452855912743974,43.0,5.53,9929.0,59.79327149267252,3.486085851315577,10.072887762121551,27.50814011931557,126339.0,-1.3748291598137552,-5.25329883253213,-178.4724970320538,6.104651162790697,0.03486085851315577,1,0,0,6.104651162790697,162.339871897518,0.0,1,1,0,0,0,0,1,0,0.0521909435261708,170302.0,-189306978949.58258,-2.3968510558758984,-3254941753.2578597,116971069602.76907,0.6162461452200729,1,126033.0,0.000370974902457,50864.0,1.654008753724989e-05
270,우진비앤지(주),018620,2015.0,0,0.0,5923.32,208.65,27.92,1.5,0.09,0.99,1.66,1.13,7.3,72.08,100.0,0.22,0.89,1.57,19.71,0.87,1.45,1.42,2.25,349.27,41.48,43.94,70.88,51.85,48.15,449.27,249.04,44.54,59.53,13.23,24.82,40.64,78.38,0.66,1.1,4.87,1.64,22.22,3.24,3.14,5.71,1.12,1.18,1.13,37.36,2.23,0.0,12970.0,0.0,86.19313046098223,0.0,3.38,11850.0,51.85483298217372,28.053313131791384,45.34787695272177,52.55289497022678,24719.0,5.959752321981425,6.429121202517319,-57.003654080389765,9.375,0.28053313131791385,1,0,0,9.375,343.852065321806,0.0,0,1,0,1,1,0,1,0,0.17151273362639577,21904.0,-98786935421.2841,-0.947472877343674,9271300395.010216,228258415595.6088,-0.057738757453735155,0,-101041.0,-0.0010656442568983,-75074.0,-0.0025530233282073
271,(주)서울제약,018680,2015.0,0,0.64,17552.6,943.76,48.97,-1.75,0.97,-0.97,-2.42,-1.33,-22.41,51.03,98.49,-2.11,2.11,0.2,30.09,2.06,1.95,2.78,2.86,842.08,36.31,19.97,57.02,40.55,59.45,942.08,125.73,39.27,241.53,53.16,7.43,45.68,112.65,0.55,1.38,12.8,0.92,14.39,2.03,8.3,2.94,0.84,0.94,0.89,41.88,0.53,0.0,15337.0,0.0,69.22063313514381,0.0,0.67,19689.0,40.553976413667975,23.81493801028122,4.679724990187265,-0.7124352331606217,52653.0,7.807073954983923,2.0882782545188974,12.5,-4.017857142857143,0.23814938010281222,0,1,0,-4.017857142857143,-61.689008042895445,0.0,0,1,0,1,1,1,1,1,0.10390207113614243,33528.0,-236875563141.56665,-0.947472877343674,2577379557.8997803,233751948935.79572,-0.17676668658481393,1,0.0,0.0,38051.0,0.0007023134768879
272,베뉴지(주),019010,2012.0,0,-0.21,-4443.3,8286.97,45.57,-25.1,0.32,-5.44,-12.28,-6.43,-102.67,54.43,102.48,-9.54,8.07,-3.69,8.38,5.95,3.13,10.41,7.51,700.93,35.03,20.81,53.93,48.26,51.74,768.82,84.74,10.85,5.27,55.51,-6.31,29.75,61.65,0.22,0.49,4.26,0.39,4.34,1.18,2.79,22.58,0.29,0.42,0.3,78.62,0.0,0.0,161364.0,1301.0,51.993581982532646,941.0,0.0,15316.0,48.25508076468963,3.8475644987062574,-27.5532972012827,-48.618053358641774,258611.0,-14.832270707894759,-24.89316239316239,1142.138364779874,-49.333333333333336,0.038475644987062574,0,1,1,-49.333333333333336,-828.7584291947641,0.0,0,0,1,0,0,1,1,0,0.01432776721285852,192089.0,-38812951938.34155,8.167756805621416,12647584595.068624,882542339412.8352,-2.7329197650055463,4,0.0,0.0,0.0,0.0
273,신풍제약(주),019170,2015.0,1,0.65,84509.18,6496.07,44.24,0.75,1.04,0.36,0.77,0.43,6.33,55.76,97.84,-3.37,3.32,1.94,30.95,3.25,3.0,4.19,4.18,769.9,53.28,20.76,114.06,47.44,52.56,820.6,118.79,6.88,339.04,37.85,8.43,38.0,80.1,0.48,1.01,8.41,0.9,10.69,1.15,4.38,1.26,1.01,1.26,0.49,73.79,0.0,0.0,162243.0,379.0,-23.051966280869767,0.0,1.93,5248.0,47.44260219608989,1.2777250261729116,0.3506028659035659,-4.8449115611381695,191873.0,1.7476529131029583,-11.049879251175712,-55.963029218843175,1.4492753623188406,0.012777250261729116,0,1,0,1.4492753623188406,-99.14406908044235,0.0,1,1,0,0,0,1,1,0,0.009914786585853045,194861.0,-54518644916.662025,-0.947472877343674,-1982046601.0082939,32126419285.35635,0.01515593570961633,2,-4285.0,-1.0127723938326806e-05,231770.0,0.0015686793571699
274,(주)티에이치엔,019180,2012.0,0,-4.36,18695.55,2510.58,2.32,-6.19,-7.76,-6.51,-19.09,-9.89,-93.49,97.68,107.58,-1.54,1.54,-4.89,11.19,1.4,2.3,4.0,5.33,395.49,38.4,45.8,62.33,23.26,76.74,423.42,58.13,1.72,88.83,140.27,-27.66,41.48,178.34,1.05,3.57,18.1,1.49,4.28,4.79,7.52,6.67,1.64,3.4,1.08,61.43,1.12,10.8,22628.0,0.0,10.430284653075784,36.0,0.33,8518.0,23.259312153208626,4.985601573291504,22.971727989865837,19.59566323606941,105250.0,-22.704815996265463,11.525245057773397,-233.41266693111197,17.6056338028169,0.04985601573291504,0,0,0,17.6056338028169,13.231805311089003,0.0,0,1,0,0,0,0,1,1,0.048816289889180714,39739.0,-138042270168.6652,5.164150771386816,13621058310.750471,259353174742.78687,-1.9410666666666667,0,-23.0,-1.865819827712075e-07,-3410.0,-0.0003031226861816
275,(주)하이트론씨스템즈,019490,2012.0,0,-22.7,16408.11,-37.33,7.5,0.2,-2.2,0.26,0.41,0.27,1.69,92.5,101.86,-0.25,-0.03,0.22,11.71,-0.03,-0.11,12.4,2.61,424.25,65.0,27.84,185.73,65.58,34.42,415.96,229.49,35.37,170.28,135.75,36.68,0.86,1.32,1.28,2.03,8.46,3.49,5.43,2.75,6.69,3.75,3.76,4.34,1.33,0.64,0.0,0.0,26335.0,0.0,-54.27826605094592,0.0,0.81,23.0,65.57924743443557,0.026225769669327253,-6.987103342949262,-1.5759628838647912,30693.0,0.06437469552508873,-5.095091601256524,-122.63056092843327,-11.864406779661017,0.0002622576966932725,0,1,0,-11.864406779661017,-139.80477223427332,0.0,1,0,1,0,0,1,1,0,0.0,57514.0,-133822310900.90265,5.164150771386816,-8506476625.009848,97546383460.28638,0.8598308278919004,3,787.0,2.780154983932404e-05,-250.0,-4.985921256273997e-06
276,(주)일지테크,019540,2017.0,0,0.15,91611.19,5807.54,7.49,3.13,0.33,2.09,6.48,2.38,120.89,92.51,99.65,-2.17,2.22,3.58,16.28,2.13,2.2,5.06,4.53,1826.75,34.86,14.41,53.51,35.07,64.93,1889.77,54.5,8.65,418.31,327.98,-29.1,33.44,95.37,0.67,2.07,38.65,0.99,4.03,2.2,12.24,3.34,1.04,1.1,0.65,15.03,0.71,8.23,120135.0,3559.0,43.325256651177966,0.0,2.88,0.0,35.066418769172465,0.0,-12.53269853928509,-10.900058212323469,237199.0,2.53513209668353,-23.925919236002063,-56.85155837295298,6.051873198847262,0.0,0,0,0,6.051873198847262,-13.17988382567639,0.0,0,1,1,0,1,0,1,1,0.0,127688.0,-216959791390.11328,7.191380572470883,-13611524111.594944,-81935465974.68723,-1.6354837747370543,2,-177001.0,-0.0024810537783898,-207248.0,-0.0025671662678275
277,글로본(주),019660,2018.0,0,0.93,4342.95,1476.06,26.4,5.8,4.77,4.54,6.66,5.13,12.35,73.6,96.48,0.0,4.95,8.41,2.13,4.93,12.15,10.76,18.02,100.06,53.86,3.0,116.74,58.9,41.1,200.06,133.78,92.27,913.58,256.36,13.6,33.28,56.51,0.78,1.15,2.13,2.45,25.81,1.9,36.55,6.0,1.38,28.8,1.11,-204.87,0.0,0.0,-57382.0,0.0,-19.969362074625234,283.0,0.0,400.0,58.89687946841619,0.8411136344520145,65.71767083667282,-38.203125,21942.0,16.947807933194152,79.36796180154674,-120.0556457222351,-11.11111111111111,0.008411136344520145,0,1,0,-11.11111111111111,-28.030303030303028,0.0,1,0,0,0,0,1,1,0,0.0,28009.0,-490763332512.2241,6.84355402561683,-195180407.473549,-46617459837.46218,0.056571924151607916,3,-46.0,-3.4222915857399985e-07,-40925.0,-0.0002500334180772
278,(주)키다리스튜디오,020120,2012.0,1,-15.24,-214.04,188.96,21.5,-33.02,-17.96,-16.17,-30.18,-20.01,-49.67,78.5,137.04,-3.09,2.05,-15.17,16.45,1.38,2.16,3.44,4.71,120.99,64.34,8.29,180.42,53.81,46.19,187.35,214.33,40.6,275.55,65.3,34.32,23.63,43.9,0.49,0.91,1.5,1.06,10.75,0.82,5.51,2.48,1.55,10.84,0.48,20.14,0.0,0.0,2987.0,0.0,-39.46412072682477,0.0,0.0,3010.0,53.81154529951744,10.92122927324843,61.828430509071694,13.5678391959799,9828.0,102.28829877748421,79.36796180154674,74.48512585812357,45.28301886792453,0.10921229273248431,1,1,0,45.28301886792453,-123.22529329886657,1.0,1,0,0,1,0,1,1,0,0.06153966206681266,14831.0,-157604722620.31085,8.79447693097584,1800478941.4002106,1284544114974.2712,0.1388987256013469,2,-12.0,-8.4972153191304e-08,0.0,0.0
279,일진머티리얼즈(주),020150,2012.0,0,-3.26,-10516.57,371.74,3.77,-14.55,-1.12,-12.55,-19.13,-15.65,-291.89,96.23,101.74,-0.5,0.09,-12.46,7.71,0.08,0.24,3.16,3.37,1283.22,33.26,50.86,49.84,57.7,42.3,1383.22,91.07,13.0,44.93,15.72,-3.26,14.13,24.49,0.86,1.31,20.06,2.51,43.28,6.46,4.77,11.3,1.26,1.69,1.45,19.34,0.0,0.0,58231.0,594.0,58.17338976125742,197.0,2.06,11505.0,57.69951922565322,2.448565232289137,6.26556269972838,-8.75711310451139,313574.0,-17.097521894417536,19.313964954866115,-522.4946458902592,-12.716763005780345,0.02448565232289137,0,1,0,-12.716763005780345,-55.71979200756336,0.0,0,1,0,0,0,1,1,0,0.020822908281298725,271111.0,-32588912710.935177,5.164150771386816,-11419784746.970705,542807909126.8341,-0.12035997732426304,1,-613867.0,-0.0022021540358869,72672.0,-0.0004198393291259
280,대동금속(주),020400,2012.0,1,0.84,12003.33,968.62,7.9,0.37,1.58,0.43,1.29,0.43,9.36,92.1,98.64,-1.61,1.61,2.28,13.83,1.58,2.76,5.21,5.27,625.7,33.68,34.91,50.79,33.37,66.63,725.7,73.03,1.23,153.28,79.74,-12.44,35.88,107.53,1.15,3.47,25.14,1.72,10.29,4.96,10.53,5.76,1.75,1.8,1.47,71.62,0.83,64.09,15017.0,0.0,79.53944297494944,0.0,0.0,5768.0,33.36590038314176,11.049808429118773,-0.9544048725878983,0.7150978397462749,34617.0,0.37459658828953435,-9.655244713352902,-82.83752860411899,1.7241379310344827,0.11049808429118774,0,1,0,1.7241379310344827,-79.96714340935446,0.0,0,1,0,1,0,1,1,1,0.1015164716104271,17417.0,-118663554830.78174,5.164150771386816,-3019598498.3734465,74056145926.81061,-1.4383455810079089,2,0.0,0.0,0.0,0.0
281,아시아나항공(주),020560,2013.0,0,-0.08,527761.46,93973.48,9.85,-2.0,0.18,-1.75,-12.17,-2.05,-11.86,90.15,100.2,-2.21,2.21,0.18,11.94,2.02,2.26,3.96,4.24,-7.75,20.92,12.19,26.45,12.88,87.12,92.25,71.59,24.35,214.55,93.52,-8.3,53.81,413.77,0.87,6.0,5.87,1.02,26.36,5.22,33.67,14.16,1.08,1.57,1.73,-21.4,0.0,0.0,-65906.0,39486.0,45.79369273441916,4159.0,4.48,1507738.0,12.882344115979333,21.502228748170282,15.208526867117007,21.629464011929148,4874403.0,-10.108469583735532,-2.791619316517187,-283.5432907015831,-1.4131551901336075,0.21502228748170282,0,0,0,-1.4131551901336075,8.302846475498788,0.0,0,0,0,1,0,0,1,0,0.09513637623154572,1988891.0,-198671489235.21008,-2.0691983720823433,124859810.90888153,157280077626.98798,-3.693759641946294,1,2569769.0,0.0018005357401665,2003450.0,0.0018258855562079
282,(주)시공테크,020710,2016.0,1,-24.34,10194.91,-1209.52,-3.84,-8.35,-6.71,-6.17,-8.26,-8.6,-67.33,103.84,110.59,1.7,-1.5,-7.27,17.97,-1.34,-4.36,0.06,0.12,695.43,51.01,0.11,104.13,71.34,28.66,784.63,189.79,58.24,6563.25,2841.53,24.13,0.59,0.82,0.74,0.99,8.06,2.92,7.35,1.49,333.45,12.57,1.47,3.53,1.01,52.84,0.0,0.0,39868.0,0.0,-36.830717410119064,104.0,1.19,387.0,71.33683437185383,0.3510108568474327,1.468842320329109,-2.4184841286979055,54011.0,-7.282886748635491,11.908422321020485,-727.8139534883721,34.35114503816794,0.003510108568474327,0,1,0,34.35114503816794,-226.71378091872793,0.0,1,0,0,0,0,1,1,0,0.0,78651.0,-199868154996.21954,19.768262029135204,1384152816.4946666,366996000526.8792,0.19664833895900682,3,-37998.0,-0.0005211720073697,141158.0,0.0009133135154219
283,일진디스플레이(주),020760,2015.0,0,-17.71,30659.04,427.49,2.92,-7.55,-5.39,-9.92,-16.32,-11.37,-166.51,97.08,104.2,-2.25,0.14,-9.74,10.59,0.12,0.46,1.33,1.43,823.5,28.43,32.66,39.71,59.03,40.97,922.93,80.07,29.47,76.38,64.43,-7.07,25.15,42.61,1.31,2.16,22.05,3.35,20.06,6.68,13.29,15.49,1.86,2.12,2.05,84.04,0.0,0.0,124358.0,0.0,54.369092857838844,0.0,4.96,10.0,59.03012450982163,0.004517772918662016,-12.879127799425355,-5.0680137348124665,158429.0,-17.462904356724593,-31.266910448648378,-268.897327505911,-27.22222222222222,4.517772918662016e-05,0,1,1,-27.22222222222222,-70.23395373108366,0.0,0,1,0,0,0,1,1,0,0.0,130661.0,-133252153783.88226,-0.947472877343674,-8702942879.011726,287444425110.23,-0.179615570207791,1,-1766889.0,-0.0075148840648173,1118872.0,0.0052818525652968
284,(주)대호특수강,021040,2012.0,0,-0.45,3714.01,5192.06,1.7,-5.11,-1.26,-6.49,-33.39,-6.61,-51.88,98.3,101.12,-2.93,2.36,-3.5,5.36,2.18,3.71,3.8,5.05,71.39,62.11,31.13,163.91,19.76,80.24,166.21,80.82,1.95,209.52,60.03,-14.74,63.03,318.88,1.27,6.53,10.15,1.58,9.3,2.82,6.03,3.15,3.74,6.6,0.88,-14.13,0.0,0.0,-5306.0,0.0,-16.71154881895822,0.0,0.09,4782.0,19.76512695308227,2.09233030991166,92.57745683735118,254.01618717268585,86600.0,102.28829877748421,3.0612817539002584,546.5015479876162,48.61878453038674,0.0209233030991166,1,0,0,48.61878453038674,154.60693153000847,0.0,1,1,1,0,0,0,1,0,0.020198849291839172,45173.0,-10787747343.604347,5.164150771386816,5553010514.247652,203068163924.80893,-0.7762202744122987,3,-2906696.0,-0.0103928725710763,-92916.0,-0.0002943430185204
285,(주)서원,021050,2012.0,0,0.58,38937.25,12455.73,2.83,1.13,1.86,2.11,8.39,2.59,68.7,97.17,99.06,0.24,1.58,5.06,1.2,1.56,4.47,4.74,5.36,740.19,58.66,44.78,141.87,32.02,67.98,840.19,107.14,2.54,106.68,14.19,3.91,59.54,185.94,1.87,5.49,56.42,2.83,45.05,5.93,6.96,6.97,4.47,6.77,1.67,75.25,1.28,15.2,91160.0,0.0,-32.82711652119457,0.0,1.04,47319.0,32.01943040358823,10.363246927315574,17.44111277437409,16.51060275625261,188782.0,3.404083768892913,11.344900029488162,-288.57926957990287,7.954545454545454,0.10363246927315574,0,0,0,7.954545454545454,-11.453167870717648,0.0,1,0,0,1,0,0,1,1,0.1170250366475272,146202.0,-150606027098.86887,5.164150771386816,8222424492.750843,69058680267.21863,-0.4633472107944918,0,-431248.0,-0.0030860745277231,-127970.0,-0.0004849359532782
286,(주)케이씨씨건설,021320,2012.0,0,0.65,112090.46,4832.43,6.82,0.66,1.61,0.77,1.95,0.92,28.31,93.18,99.31,-0.4,0.38,1.21,6.8,0.37,0.71,4.74,4.76,1354.88,77.8,19.89,350.5,39.12,60.88,1454.88,175.22,24.84,132.37,100.55,33.4,26.7,68.26,1.16,3.03,43.96,1.87,6.93,1.79,8.17,5.64,5.44,36.49,0.94,1.92,0.69,42.99,385431.0,5745.0,-77.90576254003363,22640.0,2.83,157685.0,39.11906159661173,14.600976701032073,-3.7925766234460396,-13.743001866169022,239728.0,0.7067836932010508,7.650839411158203,-74.52625879805089,2.1139705882352944,0.14600976701032073,0,1,0,2.1139705882352944,-42.5767105012388,1.0,1,1,0,1,0,1,1,1,0.014050448093700974,422471.0,-266521557589.79724,5.213873330720277,5056818510.839628,109807422301.3955,1.0262765347102696,3,-784.0,0.0007639577409472,14012.0,0.0001805103740027
287,티케이지애강(주),022220,2012.0,0,-0.46,14385.01,3717.83,6.63,6.43,-1.01,5.69,12.51,6.38,50.99,93.37,101.73,-2.38,3.21,8.52,4.83,2.64,4.17,8.45,6.25,235.38,45.21,45.32,82.51,39.59,60.41,320.6,86.42,3.05,73.69,41.32,-7.1,43.93,110.98,0.88,2.76,7.93,1.3,14.01,3.54,4.37,6.43,1.61,2.05,0.85,6.87,0.0,0.0,4182.0,0.0,-16.779574031306133,0.0,3.15,2853.0,39.58641313070731,2.410055837606332,-17.667719185989903,-27.95935724917226,64862.0,26.76368751352521,-36.449479606496965,-302.8579205225912,-9.659090909090908,0.02410055837606332,0,1,0,-9.659090909090908,-320.8087091757387,0.0,1,0,1,0,0,1,1,0,0.016562344838781846,46861.0,-30269520244.49537,5.164150771386816,1832977131.5054998,-169140198899.73712,-0.34209418272272535,4,-109125.0,-0.0007686281353289,-429176.0,-0.0028629827555977
288,(주)MH에탄올,023150,2013.0,1,0.87,13050.09,3152.83,12.67,11.23,2.5,5.32,12.51,5.73,126.54,87.33,96.48,-5.64,5.07,7.71,8.29,5.0,3.53,4.61,4.56,939.04,33.29,28.92,49.91,35.38,64.62,1039.04,57.37,0.54,85.63,0.03,-24.74,57.67,163.01,0.47,1.45,14.11,0.7,111.17,2.07,3.76,5.98,0.73,0.87,0.5,82.42,0.0,0.0,45231.0,27.0,38.33461243284727,110.0,0.02,8376.0,35.3791114743481,6.458079538620487,-3.4884586192014044,-1.9918710503605133,86520.0,15.64594989666818,-22.53547048587873,1142.138364779874,-1.9230769230769231,0.06458079538620487,0,1,0,-1.9230769230769231,-350.9417040358744,0.0,0,0,1,1,0,1,1,0,0.07797254205571785,45886.0,-12923518822.753181,8.405309314463894,-2620803713.69094,-169140198899.73712,-1.9414237935977066,2,1158.0,3.8554052969502405e-05,13580.0,0.0003918922169951
289,(주)한국종합기술,023350,2017.0,0,-4.35,91522.03,1391.1,7.31,-3.92,-2.95,-3.3,-6.6,-4.53,-142.75,92.69,103.63,-0.71,0.7,-2.72,44.81,0.66,1.18,3.77,4.14,1989.19,40.72,0.0,68.69,49.56,50.44,2089.19,123.53,10.07,0.0,0.0,7.76,19.17,38.69,0.84,1.69,36.46,1.69,14.88,2.01,0.0,9.37,1.45,2.8,1.15,16.78,0.96,0.0,98405.0,0.0,-19.860714934193958,0.0,3.3,22045.0,49.55957348168753,9.551601176781528,-4.8031710415601125,-1.4055636896046853,136821.0,-6.552890428417372,0.11736912590095852,-355.17466536075744,7.436570428696412,0.09551601176781528,0,1,0,7.436570428696412,-79.48250728862973,0.0,1,0,0,1,1,1,1,1,0.11725603506679251,114384.0,-224673500123.26648,19.768262029135204,6147609202.2376995,238193454162.9142,-0.39864612760513835,0,-1968.0,-2.672119280588948e-05,-78379.0,-0.0032182498331935
290,아이이(주),023430,2012.0,1,-13.11,-17838.41,121.1,13.7,-175.52,-3.93,-29.42,-90.38,-29.53,-61.63,86.3,143.85,-10.21,1.76,-29.26,7.04,0.41,0.24,1.18,1.18,-31.81,54.28,4.28,118.72,33.34,66.66,68.19,137.35,10.97,1150.63,1529.93,14.76,26.46,79.36,0.09,0.28,0.55,0.14,0.26,0.18,4.0,1.26,0.2,7.27,0.1,-93.34,0.0,0.0,-22742.0,0.0,76.34643377001456,0.0,65.79,19627.0,33.33557978730573,26.454691269830573,94.39844988550291,-30.729927007299267,33922.0,44.00838476767206,12.326982576127667,684.0876436781609,-17.741935483870968,0.2645469126983057,1,1,0,-17.741935483870968,-828.7584291947641,0.0,0,0,0,1,0,1,1,0,0.0,24732.0,-35677899044.479645,8.167756805621416,10460136675.030802,5433948986942.487,-0.1996940018623215,0,0.0,0.0,1106880.0,0.002051104146135
291,제이스코홀딩스(주),023440,2012.0,0,-3.73,490.31,379.24,-14.99,-10.24,-2.5,-0.86,-1.87,-1.15,-17.12,114.99,134.32,7.33,4.54,-0.48,11.13,2.88,0.71,1.43,1.89,852.68,23.38,52.07,30.52,40.76,59.24,908.86,152.9,35.0,20.64,15.39,8.09,48.09,117.99,0.08,0.18,1.67,0.16,7.24,0.53,1.09,4.04,0.11,0.42,0.19,81.61,0.0,0.0,41860.0,0.0,140.84745284880606,0.0,0.0,42467.0,40.75532277447938,35.95842956120092,28.26347029862421,38.23477973611084,85431.0,-1.797947055645597,6.741573033707865,86.49237472766885,16.666666666666664,0.3595842956120092,0,1,0,16.666666666666664,-72.47349142085983,0.0,0,0,0,1,0,1,1,0,0.27419930990618363,45443.0,-70696614916.67175,5.164150771386816,18160311026.062534,627335988968.6276,-1.4080281690140846,0,0.0,0.0,-1830.0,-3.9858607954545454e-05
292,(주)플레이위드,023770,2012.0,0,-1.55,4611.27,2106.35,59.85,-60.04,-3.99,-12.38,-72.9,-46.75,-217.8,7.01,120.72,-17.68,11.97,-9.91,36.74,7.36,3.04,18.71,8.08,98.5,90.69,0.01,521.68,12.3,87.7,196.72,110.6,2.91,6563.25,2841.53,8.69,4.37,35.56,0.21,1.1,3.87,0.25,46.36,0.36,333.45,4.39,0.48,0.62,0.16,-294.47,0.0,0.0,-21413.0,0.0,-67.10734642178593,0.0,0.0,3070.0,12.296864142738663,3.440701140923049,9.573867125138156,-57.26800465551991,8310.0,-47.537534665774125,-3.7199124726477026,32.24030037546934,-19.230769230769234,0.03440701140923049,0,1,0,-19.230769230769234,-828.7584291947641,0.0,1,0,0,0,0,1,1,0,0.0,10972.0,-22380833775.18225,8.79447693097584,2647613924.4577866,2076908114558.7847,0.16077807329751326,4,0.0,0.0,0.0,6.604928974691334e-06
