,회사명,거래소코드,회계년도,회생여부,이자보상배율(이자비용),부가가치(백만원),금융비용(백만원),매출액총이익률,매출액순이익률,총자본사업이익률,총자본순이익률,자기자본순이익률,경영자본순이익률,자본금순이익률,매출원가대매출액비율,영업비용대영업수익비율,금융손익비율,금융비용부담률,기업순이익률,인건비대총비용비율,금융비용대총비용비율,이자부담률,지급이자율,차입금평균이자율,유보율,유동자산구성비율,재고자산대유동자산비율,유동자산대비유동자산비율,자기자본구성비율,타인자본구성비율,자기자본배율,유동비율,현금비율,매출채권비율,매입채무대재고자산비율,순운전자본비율,차입금의존도,차입금비율,총자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,당좌자산회전률,재고자산회전률,매출채권회전률,비유동자산회전률,유형자산회전율,순운전자본회전률,사내유보대자기자본비율,자기자본배당률,배당성향,이익잉여금(결손금)(요약)(백만원),비유동금융부채(요약)(백만원),비유동자산증가율,유동금융부채(요약)(백만원),외국인_주식분포비율,장기금융부채(백만원),자산대비자본비율,차입,총자본증가율,유형자산증가율,비유동자산(백만원),자기자본증가율,매출액증가율,순이익증가율,직원증감률,자산대비_장기금융부채비율,자산대비_장기금융부채비율_증가율,투자축소_여부,직원증감률_여부,종업원수증가율,투자활동현금흐름증감률,매출원가축소_여부,자산매각_여부,배당금축소_여부,자본증가율_여부,차입_여부,사내유보금보유_여부,운용적범주전략(OPS)변수,재무적범주전략(FIN)변수,배당금지급_여부,LEV지수,순자산가치(백만원),KZ지수,산업매출성장률,WW지수,CL지수,NCAV지수,기업생명주기,순매수거래량_기관,순매수거래대금 비중_기관,순매수거래량_외국인,순매수거래대금 비중_외국인
629,(주)오리엔트정공,065500,2012.0,0,0.77,5388.24,1327.44,11.66,0.75,5.29,0.68,3.56,0.95,4.07,88.34,96.48,-4.47,4.37,4.67,6.69,4.27,4.93,9.48,8.48,47.3,58.14,4.64,138.91,21.09,78.91,127.45,79.94,1.33,614.16,557.45,-14.59,54.35,257.68,0.91,4.73,5.41,1.13,9.22,1.39,43.05,7.79,2.84,3.09,0.63,-357.46,0.0,0.0,-31144.0,21.0,-46.40998567011087,18.0,0.02,1836.0,21.094486333647502,5.407634307257305,3.6828925670310877,116.04046242774567,14211.0,9.930928626247121,32.187106029648305,-100.57703988661673,-5.0,0.054076343072573044,0,1,0,-5.0,-193.88954171562867,1.0,1,0,1,1,0,1,1,0,0.0008851770933774898,7162.0,-14469775863.310604,5.164150771386816,2868696985.1716332,6855232494.40568,-0.5078593249655684,4,0.0,0.0,-33854.0,-0.0003182913274472
630,(주)녹원씨엔아이,065560,2012.0,0,-4.75,6345.68,153.62,28.75,-17.02,-7.22,-23.5,-60.97,-25.4,-101.38,71.25,105.92,-0.55,0.55,-22.74,28.14,0.48,1.39,6.27,6.83,50.53,61.86,2.51,162.19,43.84,56.16,134.66,111.86,49.82,785.92,496.21,6.56,28.47,64.93,1.38,3.08,5.35,2.5,15.0,2.31,59.05,22.58,3.65,6.29,1.28,-74.4,0.0,0.0,-2202.0,0.0,-55.11657636817435,0.0,1.96,38.0,43.83859286083808,0.19658561821003623,-7.116428811686128,0.9352189781021899,7373.0,-10.743627554244787,-10.899208850582106,-644.6882217090069,-14.457831325301203,0.0019658561821003623,0,1,0,-14.457831325301203,-125.48725637181408,0.0,1,0,0,0,0,1,1,0,0.0,8475.0,-358396440907.27264,5.164150771386816,22264169591.926605,623732281291.5479,0.04507482392856018,0,0.0,0.0,-375790.0,-0.0046621364964684
631,(주)제낙스,065620,2012.0,0,-1.32,1624.12,2232.38,-0.99,-23.28,-6.54,-10.52,-34.79,-10.88,-52.42,100.99,114.76,-10.55,10.9,-5.59,7.17,8.46,7.06,8.56,8.25,65.01,46.92,46.59,88.4,31.21,68.79,150.39,81.82,4.23,76.04,10.24,-10.43,60.18,192.82,0.45,1.49,2.25,0.65,16.22,1.87,2.14,2.79,0.83,0.93,0.43,-22.85,0.0,0.0,-14143.0,0.0,4.603659887456246,0.0,0.62,3833.0,31.20798579104746,8.617549854987747,-3.604091716873998,-13.931192465956816,23608.0,2.7537197423939594,-25.524717180168054,3.1378489504436264,3.4482758620689653,0.08617549854987747,0,1,0,3.4482758620689653,-141.75,0.0,0,0,1,1,0,1,1,0,0.0,13881.0,-29354924449.513012,5.164150771386816,6035432450.431595,813537932321.8257,-0.05296290014129894,3,4256.0,2.2450135065596308e-05,140622.0,0.001081592860402
632,(주)메디프론디비티,065650,2015.0,0,0.81,-641.45,140.4,16.84,-20.79,1.48,-5.96,-7.01,-6.39,-13.84,83.16,96.92,-1.71,1.71,-5.47,7.73,1.38,3.27,5.41,10.82,92.9,23.4,24.63,30.55,77.17,22.83,192.9,1073.55,351.48,46.73,22.16,22.04,18.64,24.16,0.29,0.34,0.67,1.91,22.2,1.83,4.89,10.57,0.37,94.78,1.25,-62.46,0.0,0.0,-14865.0,0.0,-9.808338423946243,0.0,0.54,5749.0,77.16852038003826,18.64197931191024,16.452684842534552,17.24137931034483,23623.0,-4.5828154444489,51.932679859441464,-79.91060926840743,-16.666666666666664,0.18641979311910242,1,0,0,-16.666666666666664,1645.985401459854,1.0,0,0,0,1,0,1,1,0,0.0,23798.0,-62804560544.959114,-11.916158662000132,501637536.6055191,914068377162.8993,0.002038041537374418,0,-80778.0,-0.0003768145690482,-67522.0,-0.0004940479070743
633,(주)안트로젠,065660,2018.0,0,-1.53,1927.85,870.26,46.77,-26.66,-2.12,-1.19,-1.83,-1.61,-23.47,53.23,167.73,7.33,24.13,-0.11,18.95,10.52,3.06,4.02,6.51,1228.78,58.66,1.4,141.9,55.28,44.72,1328.78,178.04,50.39,173.88,48.52,25.71,39.26,71.02,0.04,0.07,0.88,0.13,7.69,0.08,5.21,1.97,0.11,0.42,0.05,-14.32,0.0,0.0,-8029.0,10330.0,-17.505655552276973,3053.0,5.26,0.0,55.27646612316519,0.0,74.48912893903949,42.555814272017535,41936.0,20.31283525726301,-27.422064588389023,-315.21252796420583,10.526315789473683,0.0,0,0,0,10.526315789473683,148.45388013450253,0.0,1,0,0,0,0,0,1,0,0.0,56073.0,-217940000959.50754,6.84355402561683,1350095128.4194667,913449506153.1101,0.02369235386035559,0,166474.0,0.0040205206117003,126924.0,0.0032319354500514
634,(주)우주일렉트로닉스,065680,2018.0,1,0.82,58872.9,-465.52,16.05,0.25,0.89,0.2,0.37,0.21,13.35,83.95,99.61,-0.16,-0.25,0.0,23.11,-0.25,-0.88,2.7,2.97,3988.0,62.55,13.27,167.04,77.57,22.43,3632.36,278.86,62.69,129.54,14.93,40.12,14.24,18.35,0.8,1.03,37.57,3.53,52.43,1.48,9.05,7.47,2.15,2.5,0.93,84.04,0.7,59.43,165380.0,0.0,-45.55705654996435,0.0,13.03,0.0,77.56871045035511,0.0,-1.1229216379343347,-1.2073344236573724,87051.0,-0.6359142783144415,-10.113485289300785,-95.5144618302513,-10.73943661971831,0.0,0,1,0,-10.73943661971831,-79.66763439783762,0.0,1,1,0,0,1,1,1,1,0.0,180316.0,-417303057207.0741,2.3404237334034605,-754967130.8435583,113599187769.40543,1.0262765347102696,1,-138073.0,-0.0023894293079557,-189718.0,-0.0033104584243237
635,(주)파커스,065690,2013.0,1,0.85,11667.43,9.39,10.39,-6.35,0.82,-5.01,-6.32,-5.18,-81.74,89.61,99.51,-0.8,0.01,-5.0,13.66,0.01,0.05,4.55,4.29,1229.78,56.75,15.09,131.19,78.23,21.77,1252.37,407.24,61.55,144.91,59.86,42.81,10.04,12.84,0.79,1.0,12.87,3.82,14.35,1.79,6.69,5.54,1.8,1.97,1.13,84.04,0.0,0.0,65403.0,0.0,-29.243882416641924,0.0,1.15,7340.0,78.22730476007432,7.837358788732995,-3.507181273053226,-7.544278356990327,40510.0,-6.093543714831383,-15.442671189029527,-745.3441295546559,4.97737556561086,0.07837358788732995,0,1,0,4.97737556561086,-20.89142159356874,0.0,1,0,0,1,0,1,1,0,0.023150827642088204,73264.0,-112443033061.37675,8.405309314463894,-8384318876.049052,401061171766.21045,0.737677781156042,2,0.0,6.17271023688136e-06,-109548.0,-0.0012143470554968
636,(주)씨에스,065770,2012.0,0,-0.25,15117.14,2124.35,29.79,-2.8,-0.13,-2.18,-15.85,-2.49,-87.91,70.21,100.78,0.02,2.59,-0.17,14.89,2.37,3.65,5.3,5.82,542.3,48.64,18.33,94.69,44.55,55.45,534.4,162.32,36.03,94.93,71.01,18.67,41.97,94.21,0.78,1.74,13.69,1.41,16.68,2.06,8.66,8.72,1.47,2.08,0.98,45.36,0.0,0.0,18202.0,1.0,3.861043543800747,32.0,0.19,27695.0,44.55287858764528,23.461590593338077,27.291745295735158,30.136507844107456,60632.0,25.583838769759776,36.68596718911184,-24.325213956550364,-3.225806451612903,0.23461590593338078,0,0,0,-3.225806451612903,112.46391364378059,0.0,0,0,0,1,0,0,1,0,0.16714954687868477,52591.0,-142564485588.33597,5.164150771386816,1328140355.7409904,266555160416.42047,-0.15091966966966966,1,-18576.0,-0.000188146335678,-15491.0,-0.0004825697039097
637,(주)바이오빌,065940,2012.0,0,-0.77,3189.24,1534.47,27.52,-16.94,-1.68,-6.8,-15.02,-12.34,-88.38,72.48,105.61,-6.02,5.91,-4.43,17.46,5.31,4.37,4.62,7.28,304.27,36.23,16.37,56.81,28.92,71.08,403.62,74.42,23.13,72.24,30.94,-12.45,57.8,199.86,0.4,0.88,5.19,0.74,19.23,1.77,6.55,9.51,0.56,2.01,0.68,-2.78,0.0,0.0,19011.0,0.0,0.45327908725069654,0.0,0.66,13304.0,28.923763668776935,18.67516388495066,22.479540609311602,0.02318750966146236,45431.0,-46.681330055634625,20.248240088921822,113.54368932038834,-14.606741573033707,0.1867516388495066,0,1,0,-14.606741573033707,-137.81653364863533,1.0,0,0,0,1,0,1,1,0,0.09515314476791285,20605.0,-144430185811.71832,5.164150771386816,4567849072.179375,698049014093.0814,-0.3796024464831804,3,0.0,0.0,-5703.0,4.373476510067114e-06
638,(주)웰크론,065950,2014.0,1,-1.16,31290.01,1611.22,19.04,-2.93,-0.85,-2.61,-6.37,-2.7,-27.71,80.96,101.62,-0.86,0.73,-1.96,14.02,0.68,1.43,5.32,5.42,329.42,53.31,16.82,114.16,54.86,45.14,412.02,131.91,27.14,250.46,120.37,12.9,23.91,43.59,0.89,1.64,19.01,1.96,8.39,1.89,10.67,4.43,2.0,3.38,0.95,-1.1,0.0,0.0,-6496.0,658.0,-41.08934418952019,513.0,2.26,5077.0,54.855054165821514,2.10164215371751,-4.753775184323621,10.275592451373136,112798.0,-3.7423638199423244,-4.024541796661134,-201.5056461731493,-3.1446540880503147,0.021016421537175096,0,1,0,-3.1446540880503147,-85.52882240880547,0.0,1,0,0,0,0,1,1,0,0.012463700551594492,132515.0,-141561803541.0817,-2.3968510558758984,6564885147.65791,162397270435.147,0.373626540454521,4,-41.0,-3.50195206719006e-07,127060.0,0.000274561617545
639,(주)한프,066110,2012.0,0,-1.28,18706.23,1155.35,12.54,-3.14,-1.9,-2.28,-4.5,-2.4,-23.27,87.46,102.66,2.6,2.04,-0.8,20.61,1.85,2.99,3.63,3.72,457.85,41.53,58.94,71.03,49.42,50.58,506.97,94.61,3.5,57.89,20.55,-2.37,41.14,83.25,0.72,1.43,7.41,1.47,16.99,4.33,3.02,5.18,1.22,1.36,0.85,4.05,0.0,0.0,19606.0,99.0,28.0562688400134,5.0,0.0,3688.0,49.423983688033644,4.699885306486555,0.6968059850886086,-1.3064443335946223,45880.0,-4.045227373942303,-7.581168566443259,-43.22169059011164,0.7067137809187279,0.04699885306486555,1,1,0,0.7067137809187279,-59.37312537492502,1.0,0,0,0,0,0,1,0,0,0.0627082908250017,38783.0,-24881312240.42636,5.164150771386816,-1127118644.302295,173832737967.59592,-0.3710849673202614,1,0.0,0.0,12883.0,0.0001511784725902
640,(주)하츠,066130,2012.0,0,-24.34,7431.95,-582.07,22.74,-4.29,-2.24,-3.81,-4.44,-4.4,-47.88,77.26,103.38,0.03,-0.81,-4.53,9.66,-0.76,-5.08,12.76,4.06,993.43,53.14,11.57,113.4,86.04,13.96,1086.21,569.13,143.64,286.54,73.5,43.8,0.3,0.34,0.89,1.04,11.16,6.24,21.46,1.77,16.97,3.68,1.99,3.07,1.36,2.32,0.54,0.0,52015.0,2297.0,-32.896159367633764,111.0,0.71,159.0,86.03695590291959,0.19678461367096128,0.8323765786452353,-3.5893542536589482,37862.0,1.474301896156597,7.07049514446709,-235.3356890459364,-24.752475247524753,0.001967846136709613,0,0,1,-24.752475247524753,260.33684210526314,0.0,1,0,0,0,1,1,1,1,0.0030176504080470677,69517.0,-358743885652.2863,5.164150771386816,-4229143873.1124983,394834765025.5634,0.7644658037094282,1,-3798.0,-4.177707880762733e-05,576380.0,0.0066334943703313
641,(주)체리부로,066360,2018.0,0,-0.11,45507.35,4319.57,10.5,-3.32,-0.08,-3.73,-8.83,-4.04,-63.17,89.5,100.17,-1.48,1.47,-2.07,12.32,1.43,2.76,3.43,3.75,578.76,27.26,34.62,37.48,37.66,62.34,678.76,61.79,6.98,67.76,45.37,-16.86,50.09,133.01,1.12,2.8,21.08,1.88,28.06,5.84,12.48,15.63,1.56,1.74,1.58,21.54,0.47,0.0,49195.0,36.0,106.80132253825612,108.0,1.22,42300.0,37.658315131907536,15.766286238231194,5.203019311832173,9.828147465781987,195146.0,-7.459309940556334,-18.665035307665264,-146.11345034773146,-2.3622047244094486,0.15766286238231195,0,0,0,-2.3622047244094486,18.455864667682192,0.0,0,1,0,1,0,0,1,1,0.17626436450551172,101035.0,-109542046194.8869,2.3404237334034605,3373667897.1648645,229591594818.68542,-1.4429478910951583,0,-237786.0,-0.0009011400315601,150445.0,0.0007736433372386
642,(주)버킷스튜디오,066410,2016.0,1,-24.34,-6564.17,-19.47,25.29,-53.91,-15.7,-33.98,-37.64,-37.44,-31.4,74.71,125.02,0.11,-0.11,-34.05,8.2,-0.07,-0.7,0.0,0.0,-32.7,26.56,1.27,36.17,87.37,12.63,67.3,210.35,53.09,1127.63,1867.01,13.93,0.0,0.0,0.63,0.7,0.58,6.48,13.03,1.82,147.79,20.73,0.97,4.69,1.41,-42.02,0.0,0.0,-8720.0,0.0,-41.86477944207778,0.0,0.28,0.0,87.3731632352322,0.0,-28.53833192923336,-14.559108527131784,16922.0,-32.38849249014433,-31.128494190728173,-1104.4605809128632,0.0,0.0,0,0,0,0.0,173.6842105263158,1.0,1,0,0,0,0,1,1,0,0.0,20333.0,-79221297618.02196,-11.916158662000132,-4521072801.211124,1908874075352.0896,0.03638795196058443,1,-1.0,-1.830340200606141e-09,404688.0,0.0005722766049235
643,(주)와이오엠,066430,2018.0,0,0.22,-947.77,928.08,8.85,-9.96,2.25,-11.54,-39.13,-14.21,-52.88,91.15,99.1,-11.61,3.02,-8.04,4.09,2.62,4.97,6.68,13.35,24.41,45.62,5.63,83.89,16.15,83.85,108.38,54.59,1.6,497.24,298.51,-37.95,48.18,298.34,1.16,3.93,5.31,1.64,9.94,2.34,28.14,5.53,2.5,3.42,0.94,-49.36,0.0,0.0,-3093.0,0.0,49.645390070921984,8829.0,11.19,5.0,16.149484536082472,0.012886597938144331,94.39844988550291,254.01618717268585,21100.0,-33.05555555555556,1.7161410018552876,10.680666183924693,22.857142857142858,0.0001288659793814433,0,1,0,22.857142857142858,-828.7584291947641,0.0,0,0,0,0,0,1,0,0,0.0,7162.0,-14772862814.326216,6.84355402561683,-4376443298.675876,357200215018.877,-0.1573913303666509,1,-69.0,-2.012906122377329e-06,50325.0,-0.0007657017011144
644,우수AMS(주),066590,2012.0,1,0.39,14134.95,1478.22,8.48,-0.59,0.57,-0.86,-4.37,-0.96,-13.93,91.52,99.67,-1.48,0.78,0.28,4.8,0.77,1.43,4.96,4.8,207.08,47.94,25.79,92.1,19.34,80.66,306.72,63.13,9.92,165.66,383.7,-28.0,25.33,130.95,1.46,7.39,23.59,1.82,3.22,3.66,13.02,7.48,2.99,3.21,1.15,58.07,0.0,0.0,16113.0,85.0,-8.33715134602302,57.0,0.85,3572.0,19.340061499645195,2.8163683671055746,-3.3860217101504477,-1.7587091547394005,66022.0,-7.441228632881779,-6.466549339414521,-204.79774223894637,0.4166666666666667,0.028163683671055744,0,0,0,0.4166666666666667,-0.9950998869204675,0.0,0,1,0,0,0,0,1,0,0.028806441437839503,24529.0,-102219300434.61505,5.164150771386816,1391224473.488347,65012265081.87818,-1.943293173711411,3,-313.0,-1.8662038918466012e-06,-43143.0,-0.0010862593303198
645,(주)테라젠이텍스,066700,2012.0,1,-5.31,8940.81,1058.32,27.47,-11.33,-6.56,-8.4,-15.53,-8.61,-71.17,72.53,109.25,-1.62,1.33,-7.41,15.3,1.18,2.46,6.97,6.88,415.09,65.58,14.62,190.55,63.06,36.94,486.98,218.49,52.03,370.48,136.18,35.57,17.42,27.63,0.74,1.24,6.2,1.84,5.13,1.39,7.06,1.97,2.05,2.72,0.77,-27.06,0.0,0.0,-16813.0,0.0,-45.7440031023212,0.0,0.17,4273.0,63.05524318245712,3.754041326960922,13.63649977537064,8.815850649118415,39175.0,27.801420965473035,-17.58392469375669,77.90973871733968,12.16931216931217,0.03754041326960922,0,0,0,12.16931216931217,3.0477142143392455,0.0,1,0,1,0,0,0,1,0,0.016601756826128234,71772.0,-199490067452.57056,5.164150771386816,5320538725.853917,500059501371.8835,0.1656535582272506,0,963127.0,0.0060702742991708,83154.0,0.0005724930722994
646,(주)씨씨에스충북방송,066790,2012.0,0,0.37,8685.97,1297.18,37.76,-0.89,1.59,-0.25,0.1,-0.28,0.11,62.24,97.42,-3.92,3.92,0.86,11.83,3.71,1.7,5.34,5.34,10.59,20.98,0.52,26.54,34.56,65.44,109.68,39.35,1.76,6374.35,2841.53,-36.15,36.81,106.52,0.28,0.82,1.02,0.43,3.65,1.36,260.34,4.08,0.36,0.62,0.36,-6.37,0.0,0.0,-1333.0,0.0,98.95471135779539,29.0,0.65,8648.0,34.55543641432554,7.418400171563372,80.33382835220593,189.5371026661578,92122.0,40.3491045920145,-9.658814958717825,-90.07736293306424,-25.53191489361702,0.07418400171563372,0,1,1,-25.53191489361702,-61.90522668488605,1.0,0,0,0,1,0,1,1,0,0.07513648859848607,40284.0,-16886053845.796795,8.79447693097584,-2452146686.6367316,91731049788.66145,-1.4738503948865658,1,1.0,2.798098099399034e-09,-212233.0,-0.0011285260005462
647,(주)손오공,066910,2012.0,0,0.93,14791.96,1946.93,27.14,-0.07,2.59,-0.08,-0.18,-0.08,-0.56,72.86,97.63,-2.62,2.42,2.45,9.91,2.4,4.34,7.41,6.23,212.24,61.78,41.42,161.61,45.64,54.36,309.88,113.9,10.77,91.76,28.12,7.54,38.9,85.22,1.04,2.49,7.7,1.79,13.16,2.71,4.01,3.92,2.93,4.5,0.9,-143.93,0.0,0.0,-32094.0,0.0,-58.9804171020946,0.0,1.11,85.0,45.64392068308518,0.11996330534189542,-15.102026144573982,4.830197338228545,27084.0,0.13313517864883276,8.568764946698552,-546.1538461538462,-13.23529411764706,0.0011996330534189542,0,0,0,-13.23529411764706,56.66356011183598,0.0,1,0,1,0,0,0,1,0,0.0007618492634266544,32341.0,-80772266153.55243,8.167756805621416,-13611524111.594944,54147381717.19925,0.07195788001545705,2,-597389.0,-0.0033605971302297,-42701.0,-0.0004970595285776
648,(주)엘앤에프,066970,2012.0,0,0.84,25391.28,2943.0,5.46,0.28,2.06,0.52,0.62,0.58,4.96,94.54,98.92,-0.87,1.23,2.75,5.9,1.21,3.52,4.03,4.59,705.78,43.76,51.07,77.8,34.02,65.98,805.78,108.71,13.77,52.8,32.32,3.51,53.31,156.71,1.82,5.0,46.43,2.86,22.93,9.07,7.69,16.79,3.23,3.99,2.19,35.59,0.42,0.0,16442.0,8040.0,22.001458257382428,2000.0,0.6,27369.0,34.017016210916985,19.165295332796468,18.58516574769149,19.982781359906213,80316.0,2.830168709383798,6.2904770483875545,-52.51046025104602,-1.1560693641618496,0.1916529533279647,0,0,0,-1.1560693641618496,6.1921638117739715,0.0,0,0,0,1,0,0,1,1,0.13811400658001258,48578.0,-126378938246.72372,5.164150771386816,2214852132.5729713,149896880301.34323,-0.3217000129640909,1,-5880.0,-0.0001208145185999,29428.0,0.0005133237643488
649,(주)이엔코퍼레이션,066980,2012.0,0,-4.25,-1345.12,1088.4,-2.21,-17.78,-11.41,-15.58,-32.14,-20.4,-57.44,102.21,113.71,-4.16,2.53,-13.36,7.1,1.91,4.35,10.07,10.78,21.62,49.69,15.97,98.77,42.48,57.52,121.03,114.3,5.21,214.12,161.96,6.22,34.82,81.96,0.88,1.79,3.22,1.72,6.13,2.48,13.83,4.74,1.5,2.45,1.11,-246.26,0.0,0.0,-62229.0,0.0,-37.241183700482175,1801.0,1.48,5029.0,42.47928455941795,12.704628132578819,-21.089249048103184,1.4919704861111112,19914.0,-32.123683042021554,-6.216870623650285,165.7510431154381,51.5625,0.12704628132578819,0,1,0,51.5625,-104.55662502559902,0.0,1,0,0,1,0,1,1,0,0.008582350112536254,16815.0,-23402601322.266098,8.79447693097584,17836348019.61543,661672131678.0353,-0.03030657751238664,3,-6540.0,-9.984663468865724e-05,-274696.0,-0.0016977948189391
650,(주)조이시티,067000,2017.0,0,-24.34,24896.73,-119.82,0.0,-12.46,-4.78,-20.99,-29.01,-25.4,-194.96,0.0,102.98,-1.46,-0.13,-21.21,22.48,-0.12,-0.79,11.02,22.03,895.96,69.08,0.0,223.43,66.95,33.05,575.34,217.2,116.32,0.0,0.0,37.28,0.2,0.3,1.68,2.33,15.65,6.09,0.0,2.42,0.0,7.14,5.52,78.68,1.78,36.38,0.0,0.0,13387.0,0.0,-72.8079622038491,0.0,1.17,0.0,66.94513567958289,0.0,-13.908253137008195,-11.272141706924316,15655.0,-25.16227314876143,27.117031398667933,115.51594746716698,1.9801980198019802,0.0,0,1,0,1.9801980198019802,-96.72781358453149,0.0,1,0,0,0,0,1,1,0,0.0,33898.0,-478681282186.1443,11.06378681088308,-11403306077.318325,603912606440.9093,0.11300697629300031,3,80572.0,0.002056435664204,158860.0,0.0014329312833142
651,제이더블유신약(주),067290,2012.0,0,0.18,22006.56,2858.37,51.95,-3.34,0.47,-2.03,-4.75,-2.1,-13.06,48.05,99.26,-4.61,4.09,0.45,26.15,3.92,4.32,6.75,6.75,183.56,35.5,38.76,55.05,42.61,57.39,275.13,64.95,1.14,124.77,78.89,-19.16,36.93,86.67,0.61,1.42,3.91,1.06,5.59,2.79,4.41,3.53,0.94,6.15,0.67,4.09,1.46,34.43,1580.0,0.0,-17.254814649894247,0.0,1.1,1718.0,42.61158545050673,1.4906983201443842,12.115493122166663,-12.257019438444924,74330.0,-7.001098360034845,-1.1870610347215351,6.3296903460837886,-5.426356589147287,0.014906983201443843,0,1,0,-5.426356589147287,-63.11003334343741,0.0,1,0,0,0,0,1,1,1,0.0006583493857137192,49109.0,-311616340321.74445,5.164150771386816,6284351191.420392,137520149326.50278,-0.11415181651129855,0,9958.0,5.25592863346537e-05,-255217.0,-0.0011809745337641
652,하나마이크론(주),067310,2012.0,0,-1.05,68320.9,6093.31,5.19,-3.86,-2.1,-3.25,-6.93,-3.72,-92.47,94.81,102.84,-2.22,2.35,-1.27,15.21,2.2,3.73,4.81,5.33,1182.17,16.81,32.87,20.21,44.56,55.44,1236.61,69.66,4.76,113.37,79.38,-7.32,46.74,104.89,0.84,1.8,23.98,1.59,15.58,6.3,14.57,11.75,1.04,1.21,1.72,28.23,0.0,0.0,34025.0,815.0,162.33886287217726,0.0,2.8,94214.0,44.5567263367791,30.349612954975214,1.8180565850842612,6.432706047615587,258249.0,-7.592763324915487,-12.137764801738186,-213.97898583828234,-13.203463203463203,0.30349612954975214,0,1,0,-13.203463203463203,-32.9882360662193,0.0,0,1,0,1,0,1,1,0,0.27419930990618363,138317.0,-38208066784.80505,5.164150771386816,4100299907.0928082,341061724587.8185,-0.7196215503954211,1,-183968.0,-0.0040889047909758,119302.0,0.0009660954026718
653,선바이오(주),067370,2017.0,1,-24.34,311.69,1.03,31.71,-84.76,-24.25,-27.96,-31.33,-34.78,-46.96,68.29,173.54,-1.75,0.05,-27.94,46.63,0.03,0.15,0.0,0.0,41.32,26.35,35.19,35.78,88.09,11.91,135.44,257.07,21.48,149.69,0.0,16.1,0.0,0.0,0.33,0.37,0.55,3.07,111.17,1.14,4.66,3.46,0.52,0.62,0.74,-42.47,0.0,0.0,-2145.0,0.0,-36.79097013859123,0.0,0.0,0.0,88.08228493709622,0.0,-7.950208443426693,24.33234421364985,8848.0,-14.765924788948581,-17.749100909667863,11.483550589695842,-15.0,0.0,0,1,0,-15.0,-74.17355371900827,0.0,1,0,0,0,0,1,1,0,0.0,12259.0,-18271065771.696617,7.191380572470883,5653760285.456225,1722410869774.113,0.03524328628569869,3,0.0,0.0,0.0,0.0
654,엔브이에이치코리아(주),067570,2018.0,1,0.39,102917.95,4038.33,8.78,-2.58,1.14,-2.69,-12.11,-2.97,-119.04,91.22,99.51,-2.16,0.65,-2.02,13.42,0.62,0.97,2.26,3.18,872.98,43.25,8.52,76.22,24.66,75.34,925.17,85.95,23.35,312.01,394.6,-7.07,47.77,193.68,1.05,3.48,43.31,1.49,6.41,2.51,25.01,8.1,1.93,2.58,1.1,54.82,1.93,0.0,75199.0,13.0,57.76358146574574,512.0,1.11,147018.0,24.663121939356422,20.314659031869382,55.15745060373216,34.090357763179604,410687.0,-0.5333110423806737,12.745959957582953,-349.7041420118343,-1.9230769230769231,0.20314659031869384,0,0,0,-1.9230769230769231,1843.465045592705,0.0,0,1,0,1,0,0,1,1,0.24172695559246446,178488.0,-306722750947.44824,2.3404237334034605,1251430656.9024718,246644655731.47037,-3.768903466148338,1,-102875.0,-0.0007648801407398,-128463.0,-0.0007046134991413
655,에이치엘비생명과학(주),067630,2012.0,0,-2.06,-1198.65,928.92,6.18,-66.62,-6.98,-18.2,-118.58,-19.88,-257.48,93.82,135.25,-7.27,7.41,-16.18,14.38,3.66,2.39,7.48,7.48,132.51,42.03,4.91,72.5,15.35,84.65,217.13,80.65,3.13,951.08,262.6,-10.08,62.53,407.34,0.27,1.78,3.87,0.32,5.04,0.68,13.24,1.39,0.47,1.24,0.29,-121.52,0.0,0.0,-8223.0,259.0,-56.045754334925704,87.0,0.09,14641.0,15.350571204325455,31.919856980901717,-27.060507275184857,254.01618717268585,26591.0,-53.7810161480898,-59.52950973248673,107.55654983842904,-9.67741935483871,0.3191985698090172,0,1,0,-9.67741935483871,-454.6235138705416,0.0,1,0,0,1,0,1,1,0,0.25359758854638653,7162.0,-13401964973.90516,10.034438416094343,-13611524111.594944,3317411953087.703,-1.6348637272502684,2,-18256.0,-0.0004991807714546,-14667.0,-0.000361824906315
656,(주)세진티에스,067770,2016.0,0,-24.34,9113.91,-344.7,7.68,-1.38,-0.78,-0.93,-1.0,-0.97,-10.7,92.32,102.22,1.35,-1.06,-1.64,22.64,-1.0,-10.03,0.06,0.11,967.3,64.83,6.72,184.34,92.83,7.17,1059.8,966.42,92.06,238.32,80.12,58.12,0.04,0.04,0.68,0.73,7.77,9.49,18.31,1.09,16.23,6.21,2.01,2.34,0.92,61.75,0.0,0.0,26045.0,0.0,-52.06165045782859,0.0,0.55,0.0,92.8254021237978,0.0,-1.4028591998354418,7.54702951892334,16858.0,-1.516191150755882,12.434536934950385,-91.93316564858067,-14.925373134328357,0.0,0,0,0,-14.925373134328357,111.1328125,0.0,1,0,0,0,0,0,1,0,0.0,44494.0,-82303878673.47272,0.06138113708600749,-2800262866.95115,465615686915.8517,0.9444289669390554,1,21760.0,0.0003859114083462,-14250.0,-0.0003307551107817
