,회사명,거래소코드,회계년도,회생여부,이자보상배율(이자비용),이자보상배율(이자비용)_전년도,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),감가상각비(백만원),총자본증가율,유형자산증가율,비유동자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,순이익증가율,매출액총이익률,매출액순이익률,총자본사업이익률,총자본순이익률,자기자본순이익률,경영자본순이익률,자본금순이익률,매출원가대매출액비율,영업비용대영업수익비율,금융손익비율,금융비용부담률,기업순이익률,인건비대총비용비율,금융비용대총비용비율,이자부담률,지급이자율,차입금평균이자율,유보율,유동자산구성비율,재고자산대유동자산비율,유동자산대비유동자산비율,자기자본구성비율,타인자본구성비율,자기자본배율,유동비율,현금비율,매출채권비율,매입채무대재고자산비율,순운전자본비율,차입금의존도,차입금비율,총자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,종업원수,종업원수증가율,사내유보율,사내유보대자기자본비율,평균배당률,자기자본배당률,배당성향,1주당순자산(원),장기차입금(요약)(백만원),자산(*)(요약)(백만원),당기순이익(손실)(요약)(백만원),현금및현금성자산(요약)(백만원),영업활동으로인한현금흐름(간접법)(*)(요약)(백만원),투자활동으로인한현금흐름(*)(요약)(백만원),재무활동으로인한현금흐름(*)(요약)(백만원),유동자산(*)(요약)(백만원),유동부채(*)(요약)(백만원),법인세비용차감전순이익(손실)(요약)(백만원),*이자비용(요약)(백만원),배당금지급(-)(요약)(백만원),재고자산(요약)(백만원),매출채권및기타유동채권(요약)(백만원),단기차입금(요약)(백만원),유형자산(요약)(백만원),매출액(수익)(요약)(백만원),*(정상)영업손익(보고서기재)(요약)(백만원),이익잉여금(결손금)(요약)(백만원),자본(*)(요약)(백만원),통계청한국표준산업분류10차(대분류),보통주배당금_현금(천원),우선주배당금_현금(천원),부채(*)(요약)(백만원),비유동금융부채(요약)(백만원),유동금융부채(요약)(백만원),사채(요약)(백만원),장기매입채무및기타비유동채무(요약)(백만원),기타금융업부채(요약)(백만원),외국인_주식분포비율,배당금(총합)_현금(천원),시가총액,증자,장기금융부채,자본증가율,종업원수_내년,배당성향_내년,투자활동으로인한현금흐름(*)(요약)(백만원)_내년,매출원가대매출액비율_내년,보통주배당금_현금(천원)_내년,증자_내년,장기금융부채_내년,자산(*)(요약)(백만원)_내년
1417,(주)동방선기,099410,2017.0,False,-160.58,2.64,6756.0,1506.86,4634.82,-103.49,797.13,-16.56,-3.33,-34.39,28.62,-22.94,-18.78,-33.93,0.0,6.44,-19.09,-1.46,-9.56,-10.85,-10.91,-54.43,93.56,103.46,0.54,-0.54,-9.83,22.91,-0.51,-2.26,0.0,0.0,364.39,43.61,14.13,77.33,86.83,13.17,449.65,705.88,308.18,292.27,54.65,37.43,0.0,0.0,0.5,0.57,2.85,4.22,10.24,1.42,1.74,7.78,2.71,0.77,0.98,1.16,3.97,0.0,-17.36,0.0,-25.8,0.0,0.0,0.0,2241.2,0.0,35061.0,-3685.0,6675.0,763.0,6111.0,-998.0,15289.0,2166.0,1507.0,0.0,0.0,2160.0,6383.0,0.0,19423.0,19302.0,-667.0,4245.0,30443.0,제조업,0.0,0.0,4618.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,26337248890.0,86.82867003222954,5.0,701220.0,121.0,0.0,28142.0,85.99,0.0,88.44687551798441,5.0,42231.0
1418,(주)동방선기,099410,2018.0,False,-160.58,-160.58,2712.45,-2423.59,4742.12,-233.73,510.05,-4.66,-2.38,-3.41,-6.28,17.47,-5.13,-11.62,0.0,-3.1,-13.86,-7.57,-6.9,-7.97,-6.92,-34.91,103.1,116.57,1.37,-1.37,-7.59,23.69,-1.17,-5.1,0.0,0.0,333.93,42.87,17.71,75.03,86.41,13.59,426.6,673.84,5.6,152.06,48.46,36.51,0.0,0.0,0.5,0.58,2.52,3.72,14.16,1.15,1.37,7.26,3.35,0.88,0.89,1.01,0.0,110.0,10.0,0.0,-35.37,0.0,0.0,0.0,2128.86,0.0,33426.0,-2364.0,119.0,12.0,-7303.0,735.0,14329.0,2126.0,-2424.0,1.0,0.0,2538.0,4015.0,0.0,18960.0,17059.0,-2826.0,2000.0,28883.0,제조업,0.0,0.0,4543.0,0.0,0.0,0.0,5.0,0.0,0.83,0.0,27149709010.0,86.40878358164304,5.0,668520.0,0.0,0.0,6111.0,93.56,0.0,86.82867003222954,5.0,35061.0
1419,(주)스맥,099440,2018.0,False,-0.23,1.52,21668.25,-2112.85,16020.75,2514.42,4476.77,7.91,1.3,1.97,11.55,27.33,0.36,-17.01,-601.07,19.89,-1.25,-0.19,-0.79,-1.74,-0.82,-12.76,80.11,100.48,-1.64,1.88,0.39,11.54,1.81,2.16,3.31,3.6,761.02,64.15,49.02,178.92,43.66,56.34,708.0,180.9,13.7,76.0,45.47,28.69,37.69,86.33,0.63,1.39,10.18,1.15,4.47,1.0,1.85,2.16,2.57,1.71,2.31,0.64,3.91,218.0,3.81,0.0,22.59,9.11,1.25,103.02,3173.62,32430.0,220686.0,-1675.0,10724.0,-10467.0,-5655.0,14926.0,141563.0,78256.0,-2113.0,2751.0,0.0,69387.0,54855.0,27522.0,58387.0,133719.0,-642.0,20222.0,96360.0,제조업,1239667.0,0.0,124326.0,2735.0,1255.0,10233.0,328.0,0.0,2.89,1239667.0,80980939900.0,43.66384818248552,42991.0,513.3306971226535,210.0,312.01,-1115.0,82.54,1192566.0,46.94865525672371,34720.0,204500.0
1420,(주)아이티엑스에이아이,099520,2014.0,False,-4.69,3.64,10001.85,-1822.26,8230.75,188.82,3196.37,-12.24,10.92,11.17,-29.23,-32.79,-5.95,-18.32,0.0,18.63,-3.08,-2.75,-3.92,-5.9,-4.31,-32.2,81.37,102.39,-0.34,0.28,-3.57,11.72,0.27,1.06,3.17,3.19,430.06,46.74,55.77,87.76,68.97,31.03,517.24,442.65,14.24,42.02,15.34,36.18,21.94,31.81,1.27,1.91,10.45,3.8,17.92,2.41,5.68,4.2,9.97,2.69,5.34,1.71,0.0,218.0,3.32,0.0,26.18,0.0,0.0,0.0,1996.34,8700.0,49546.0,-2079.0,745.0,4909.0,-5144.0,500.0,23158.0,5232.0,-1822.0,344.0,0.0,12915.0,5542.0,2169.0,13277.0,67453.0,-1614.0,8945.0,34173.0,제조업,0.0,0.0,15374.0,0.0,50.0,0.0,8.0,0.0,2.17,0.0,32240654520.0,68.97226819521252,8708.0,568.9710610932476,211.0,0.0,-6166.0,78.78,0.0,64.35466444676669,1028.0,56459.0
1421,(주)아이티엑스에이아이,099520,2015.0,False,-22.96,-4.69,-1129.34,-13972.78,9186.81,354.86,3346.13,-16.04,-13.6,-19.26,-12.36,-56.7,-38.14,-47.38,0.0,5.63,-43.19,-26.86,-33.64,-55.43,-36.38,-224.38,94.37,135.01,-0.81,1.0,-32.86,18.29,0.71,1.98,3.41,4.05,211.57,48.79,27.56,95.26,50.82,49.18,299.57,231.86,13.31,94.29,66.8,27.75,38.12,75.03,0.78,1.28,5.2,1.98,12.42,1.63,2.85,3.84,6.63,1.49,2.87,1.24,0.0,155.0,-28.9,0.0,-28.04,0.0,0.0,0.0,1070.14,11700.0,41601.0,-15329.0,1165.0,-2467.0,-3927.0,6815.0,20296.0,8753.0,-13973.0,541.0,0.0,5593.0,5477.0,4160.0,11471.0,35491.0,-12426.0,-5928.0,21140.0,제조업,0.0,0.0,20461.0,0.0,0.0,0.0,8.0,0.0,2.25,0.0,37894433355.0,50.816086151775195,11708.0,355.32114793303725,218.0,0.0,-5144.0,81.37,0.0,68.97226819521252,8708.0,49546.0
1422,(주)아이티엑스에이아이,099520,2018.0,False,-11.62,1.01,2651.05,-1917.86,3156.41,254.64,1066.55,-26.2,-81.78,-47.87,-8.52,-10.33,-13.7,-11.02,0.0,16.92,-6.93,-14.71,-7.91,-11.99,-8.22,-23.29,83.08,113.1,-0.92,0.92,-6.86,9.63,0.78,3.08,9.98,5.89,90.26,68.26,48.9,215.05,71.94,28.06,179.97,254.6,45.54,33.74,25.18,41.45,15.19,21.11,1.14,1.73,3.36,3.35,12.91,1.88,3.72,3.81,6.94,2.9,5.83,1.24,0.0,121.0,14.15,0.0,-98.4,0.0,0.0,0.0,731.09,0.0,20596.0,-1918.0,2514.0,458.0,6121.0,-4340.0,14059.0,5522.0,-1918.0,312.0,0.0,6874.0,2545.0,3128.0,1464.0,27666.0,-3626.0,-14581.0,14817.0,제조업,0.0,0.0,5780.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,24369873880.0,71.94115362206254,0.0,inf,106.0,0.0,2126.0,73.25,0.0,61.51420688666739,1137.0,27909.0
1423,(주)씨그널엔터테인먼트그룹,099830,2013.0,False,-2.3,2.0,4197.87,-2303.02,5638.3,475.87,364.66,6.25,-4.06,105.17,-34.36,-40.88,10.06,-17.12,0.0,8.47,-7.62,-3.09,-4.19,-6.26,-5.22,-25.21,91.53,106.44,-1.82,1.97,-3.11,19.44,1.64,3.29,5.96,6.38,295.55,43.8,15.36,77.92,68.12,31.88,391.3,137.55,51.59,154.69,67.54,11.96,25.01,36.72,0.55,0.82,3.31,1.66,10.41,0.97,1.15,5.89,3.3,1.28,2.99,0.67,0.0,103.0,-36.81,0.0,0.0,0.0,0.0,0.0,1966.05,0.0,45187.0,-1838.0,7423.0,3848.0,-8344.0,5916.0,19790.0,14387.0,-2303.0,673.0,0.0,3040.0,4790.0,11302.0,7894.0,24104.0,-1551.0,16330.0,30781.0,정보통신업,0.0,0.0,14406.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,20924818180.0,68.11914931285547,0.0,inf,163.0,0.0,-5595.0,87.01,0.0,65.76373212942062,6584.0,42528.0
1424,(주)씨그널엔터테인먼트그룹,099830,2014.0,False,-4.23,-2.3,-1804.35,-4595.8,4263.82,-1723.92,251.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.69,-48.26,-2.59,-7.94,-14.55,-18.18,-30.47,106.69,140.31,14.36,-15.02,-10.41,22.54,-9.12,-5.44,4.13,4.13,111.29,24.17,26.55,31.87,54.56,45.44,209.45,98.71,13.61,74.06,61.4,-0.32,37.88,69.43,0.16,0.3,0.63,0.36,4.17,0.68,0.93,2.56,3.46,0.22,0.54,0.34,0.54,79.0,-23.3,0.0,-14.55,0.0,0.0,0.0,1598.1,367.0,69781.0,-5538.0,2325.0,-3300.0,-26320.0,24514.0,16866.0,26854.0,-4596.0,1092.0,0.0,4478.0,3970.0,11760.0,21365.0,11475.0,-4625.0,10792.0,38070.0,정보통신업,0.0,0.0,31711.0,0.0,0.0,4336.0,0.0,0.0,0.19,0.0,27664591906.0,54.55639787334662,4703.0,1483.7550499681054,103.0,0.0,-8344.0,91.53,0.0,68.11914931285547,0.0,45187.0
1425,(주)인지소프트,100030,2015.0,True,-160.58,19.88,9820.73,-120.88,9437.06,-747.56,630.57,-2.0,5.08,-18.72,14.61,0.0,-2.88,4.84,-96.54,26.31,0.49,-0.41,0.2,0.14,0.28,2.63,73.69,106.23,8.64,-5.23,-1.97,59.19,-4.69,-31.04,0.0,0.0,1991.53,58.65,0.0,141.87,92.3,7.7,1798.69,826.79,169.43,0.0,0.0,51.56,0.0,0.0,0.42,0.45,8.71,5.94,30.03,0.76,0.76,144492.53,4.81,0.91,61.75,0.69,0.0,78.0,-21.21,0.0,75.2,0.0,0.0,0.0,8860.32,0.0,34098.0,70.0,4098.0,-308.0,2111.0,-992.0,20000.0,2419.0,-121.0,0.0,0.0,0.0,4899.0,0.0,237.0,14305.0,-890.0,22367.0,31472.0,정보통신업,0.0,0.0,2626.0,0.0,0.0,0.0,207.0,0.0,0.49,0.0,43509210500.0,92.2986685436096,207.0,16472.46376811594,99.0,0.0,-869.0,67.23,0.0,93.70293728803817,305.0,34794.0
1426,삼강엠앤티(주),100090,2012.0,False,0.89,1.93,29319.93,-1051.69,12862.88,8989.07,8519.67,19.42,23.19,21.79,8.12,-40.6,57.28,7.11,0.0,9.25,-0.3,3.41,-0.27,-1.37,-0.27,-13.09,90.75,96.12,-4.3,4.36,3.54,6.17,4.31,4.73,6.45,7.23,776.67,15.72,8.05,18.65,21.84,78.16,876.67,28.11,0.28,1052.01,694.87,-40.2,54.45,249.3,0.87,4.5,43.0,1.09,10.54,5.31,5.98,47.32,6.67,1.05,1.06,1.19,0.02,287.0,7.09,0.0,32.37,0.0,0.0,0.0,4319.4,37375.0,256901.0,-628.0,403.0,-8150.0,-24772.0,30896.0,40378.0,143640.0,-1052.0,9017.0,0.0,3251.0,34681.0,87254.0,214577.0,206396.0,8013.0,18182.0,56107.0,제조업,0.0,0.0,200794.0,0.0,0.0,15170.0,0.0,0.0,0.06,0.0,63360000000.0,21.839930556907134,52545.0,488.91616709487107,268.0,0.0,-35021.0,86.45,0.0,16.58245441149811,52960.0,215131.0
1427,삼강엠앤티(주),100090,2013.0,True,-0.8,0.89,16680.46,-14275.41,13891.68,7762.17,9302.02,-0.72,-1.78,-1.68,4.42,117.17,-25.62,-29.14,0.0,2.9,-9.9,-2.41,-5.66,-29.61,-5.73,-226.29,97.1,104.25,-5.49,5.31,-2.63,8.6,4.81,3.75,5.52,5.55,552.05,16.53,16.74,19.8,16.36,83.64,652.05,28.4,2.58,372.98,306.74,-41.68,55.51,339.28,0.57,2.99,22.85,0.71,6.61,3.54,4.05,28.37,4.83,0.68,0.69,0.78,0.04,332.0,15.68,0.0,9.07,0.0,0.0,0.0,3200.61,58329.0,255049.0,-14483.0,3828.0,6529.0,-3891.0,787.0,42162.0,148460.0,-14275.0,7815.0,0.0,7059.0,28289.0,57613.0,210760.0,146249.0,-6216.0,3806.0,41731.0,제조업,0.0,0.0,213318.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,51072000000.0,16.361953977470996,58329.0,437.2593392652026,287.0,0.0,-24772.0,90.75,0.0,21.839930556907134,52545.0,256901.0
1428,삼강엠앤티(주),100090,2017.0,False,-3.09,1.76,118599.37,81268.17,19064.57,6744.26,11520.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.45,78.21,-3.95,18.15,60.18,18.47,1153.23,105.45,117.04,-5.85,5.48,19.42,12.33,4.36,2.4,3.04,3.04,1816.16,11.27,1.38,12.7,47.02,52.98,1916.16,38.0,14.52,3710.96,2250.74,-18.39,42.12,89.58,0.23,0.49,14.6,0.44,6.62,2.06,2.09,148.95,4.01,0.26,0.26,0.57,0.01,307.0,-1.92,0.0,66.61,0.0,0.0,0.0,9996.13,99756.0,530464.0,96254.0,22850.0,-16428.0,-9288.0,42886.0,59798.0,157354.0,81268.0,6789.0,0.0,826.0,31040.0,98388.0,465039.0,123069.0,-20971.0,115782.0,249406.0,제조업,0.0,0.0,281058.0,0.0,0.0,18711.0,0.0,0.0,1.11,0.0,92358281480.0,47.01657416902938,118467.0,447.77364160483506,313.0,0.0,-2171.0,88.72,0.0,30.638574696241577,7515.0,238265.0
1429,삼강엠앤티(주),100090,2018.0,False,-3.56,-3.09,-6004.65,-60616.9,22864.53,9874.51,21873.22,1.43,2.78,2.6,-7.73,922.15,-7.62,16.98,-146.64,-15.03,-41.8,-6.6,-11.26,-29.18,-11.46,-418.94,115.03,124.54,-7.38,6.86,-9.42,11.12,4.8,3.33,4.19,4.31,1028.99,10.25,15.31,11.43,41.95,58.05,1128.99,34.94,2.19,193.27,301.74,-19.1,44.09,105.11,0.27,0.61,13.31,0.49,6.53,2.5,2.72,31.05,6.13,0.3,0.31,0.67,0.03,240.0,-21.82,0.0,42.02,0.0,0.0,0.0,8490.21,140396.0,538058.0,-60181.0,3460.0,-13432.0,-55588.0,49629.0,55177.0,157933.0,-60617.0,9938.0,0.0,8446.0,17482.0,79247.0,477950.0,143966.0,-35332.0,66455.0,225692.0,제조업,0.0,0.0,312367.0,0.0,0.0,8534.0,0.0,0.0,1.05,0.0,120103483905.0,41.94566385036557,148930.0,361.28248170281336,307.0,0.0,-9288.0,105.45,0.0,47.01657416902938,118467.0,530464.0
1430,(주)동국에스엔씨,100130,2018.0,True,-2.8,6.91,21557.24,-9013.41,23738.55,247.31,6627.53,-8.96,-0.01,0.51,-16.98,2.59,-3.55,-1.31,0.0,4.94,-3.15,-0.89,-2.73,-2.55,-3.05,-23.28,95.06,101.49,0.18,0.07,-2.67,6.24,0.06,0.18,3.05,3.44,843.13,49.37,37.32,97.52,67.91,32.09,897.17,184.71,15.43,82.18,50.93,22.64,15.84,23.32,0.87,1.31,12.71,2.58,8.6,1.67,2.51,5.0,7.77,1.8,2.46,1.08,0.24,99.0,-14.66,100.0,25.2,15.61,1.71,0.0,4477.2,4600.0,399284.0,-11446.0,16473.0,-51119.0,18749.0,2944.0,197137.0,106730.0,-9013.0,1930.0,0.0,73568.0,63415.0,57514.0,147835.0,363113.0,-5408.0,56160.0,271163.0,제조업,4458698.0,0.0,128121.0,0.0,19.0,0.0,5758.0,0.0,2.81,4458698.0,167714705000.0,67.91231304034221,10358.0,3854.8368410890134,116.0,61.96,-26693.0,90.31,5573372.0,65.0527165436918,9548.0,438572.0
1431,(주)SNT에너지,100840,2018.0,True,-160.58,2301.71,16995.59,2388.64,13794.98,-1240.68,2062.17,-6.42,-0.94,-1.48,-10.06,144.89,-1.09,-24.21,-60.16,14.88,1.31,-0.22,0.63,0.78,0.64,50.77,85.12,101.36,4.61,-0.89,0.2,9.48,-0.85,-2.14,0.0,0.0,6366.74,55.35,3.66,123.96,82.31,17.69,6338.82,492.86,188.8,444.94,230.32,44.12,0.0,0.0,0.48,0.6,38.8,2.4,9.3,0.85,0.87,34.81,3.67,1.1,1.2,0.68,0.03,190.0,-2.56,0.0,80.13,2.87,0.05,0.0,31417.76,0.0,280992.0,1825.0,59575.0,14436.0,-6857.0,-4717.0,155524.0,31555.0,2389.0,0.0,0.0,5692.0,28391.0,0.0,115728.0,139516.0,-1892.0,187260.0,231276.0,제조업,0.0,0.0,49715.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,80633507500.0,82.30696959344039,0.0,inf,195.0,0.0,6228.0,79.34,0.0,77.86969597058618,0.0,300267.0
1432,(주)상상인인더스트리,101000,2017.0,False,-1.21,9.6,-2447.1,-21102.05,11153.32,3250.3,4261.64,27.4,45.6,46.14,-11.23,-38.83,6.5,-25.49,0.0,9.16,-22.08,-2.67,-14.07,-43.04,-19.4,-129.33,90.84,104.59,-3.4,3.4,-11.91,9.49,2.76,3.12,4.46,4.87,164.43,22.75,33.18,29.46,28.1,71.9,264.43,32.37,6.04,53.67,92.38,-47.53,48.53,172.7,0.64,2.08,6.21,0.92,8.8,2.35,3.99,5.72,12.37,0.87,0.97,0.67,0.11,125.0,-7.41,0.0,3.98,0.0,0.0,0.0,1498.55,0.0,168270.0,-21136.0,7142.0,13526.0,-39865.0,28438.0,38289.0,118274.0,-21102.0,3639.0,0.0,12705.0,10325.0,40185.0,117488.0,95702.0,-4395.0,-2496.0,47288.0,제조업,0.0,0.0,120982.0,1003.0,7010.0,0.0,285.0,0.0,0.09,0.0,101185274400.0,28.102454388779936,285.0,59042.10526315789,135.0,5.59,-21428.0,80.04,510585.0,33.96704977361862,192.0,132078.0
1433,(주)상상인인더스트리,101000,2018.0,False,-7.37,-1.21,-110823.31,-121878.42,6690.64,1931.88,1869.15,-55.59,-75.61,-77.94,30.51,-26.54,-51.75,-27.53,0.0,-6.22,-187.52,-15.44,-108.87,-318.33,-137.56,-658.43,106.22,127.37,-2.94,2.94,-107.16,3.48,1.0,2.59,15.74,5.67,29.96,60.58,15.39,153.65,36.19,63.81,129.96,116.31,4.69,38.03,59.41,8.49,22.29,61.58,0.58,1.7,3.51,0.88,10.85,1.76,2.22,8.58,15.38,0.87,1.0,0.61,0.08,87.0,-30.4,0.0,-160.84,0.0,0.0,0.0,622.91,0.0,69726.0,-123409.0,1702.0,-5108.0,-31940.0,32247.0,42237.0,36314.0,-121878.0,2446.0,0.0,6498.0,3468.0,7912.0,25936.0,65812.0,-18016.0,-40467.0,25235.0,제조업,0.0,0.0,44492.0,0.0,0.0,7628.0,285.0,0.0,0.74,0.0,63066896550.0,36.19166451538881,7913.0,881.1575887779604,125.0,0.0,-39865.0,90.84,0.0,28.102454388779936,285.0,168270.0
1434,에스비에스미디어홀딩스(주),101060,2017.0,True,-15.76,143.26,70771.9,13889.24,48203.75,-5540.27,14219.18,-4.13,-7.99,-0.12,-9.3,-40.99,0.78,-16.38,-61.88,11.0,0.12,0.17,0.06,0.7,0.1,6.88,89.0,101.02,1.8,-1.31,-0.57,11.19,-1.29,-4.44,0.0,5.67,891.01,41.32,0.02,70.42,87.29,12.71,991.01,365.46,88.81,113468.69,47212.51,30.02,0.0,0.0,0.48,0.55,6.03,3.38,11.88,1.12,1.12,3750.93,4.13,0.83,3.57,0.86,0.0,4.0,33.33,100.0,1.08,0.0,0.0,0.0,3807.93,0.0,868385.0,503.0,87195.0,5267.0,-14470.0,-18691.0,358834.0,98186.0,13889.0,274.0,0.0,83.0,100273.0,0.0,113347.0,421855.0,-4319.0,205127.0,757972.0,정보통신업,0.0,0.0,110413.0,0.0,0.0,0.0,6588.0,0.0,3.68,0.0,427382860450.0,87.28524790271595,6588.0,13181.314511232544,3.0,922.59,-30377.0,86.23,3497405.0,84.66451451926666,6307.0,905762.0
1435,(주)인바이오젠,101140,2012.0,False,-11.39,4.62,18.01,-1368.78,1235.42,93.31,58.06,-19.52,-42.69,-41.92,-18.87,17.6,-22.03,-14.89,0.0,22.82,-13.46,-12.66,-14.43,-26.5,-14.44,-16.26,77.18,111.94,-0.92,0.92,-13.45,10.66,0.81,2.16,7.06,6.13,-17.89,97.98,55.63,4856.86,53.51,46.49,80.63,239.99,5.38,68.67,13.98,57.15,17.85,33.35,1.07,1.97,1.21,2.35,10.77,1.1,2.04,2.38,2.52,43.79,201.09,0.78,0.0,35.0,12.9,0.0,-838.72,0.0,0.0,0.0,351.06,0.0,8458.0,-1369.0,186.0,370.0,-4.0,-555.0,8287.0,3453.0,-1369.0,107.0,0.0,4610.0,3221.0,262.0,37.0,10168.0,-1214.0,-37961.0,4526.0,도매 및 소매업,0.0,0.0,3932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12461222970.0,53.51146843225349,0.0,inf,31.0,0.0,-3.0,68.72,0.0,55.23836711390236,0.0,10509.0
1436,(주)인바이오젠,101140,2013.0,False,-7.15,-11.39,21.03,-1380.32,1253.39,102.45,45.51,18.28,193.8,38.69,17.86,7.25,-18.91,-21.66,0.0,19.69,-17.33,-13.08,-14.95,-33.68,-14.95,-24.59,80.31,116.12,-1.24,1.29,-13.84,13.21,1.08,2.0,4.89,6.93,-33.14,97.63,50.62,4127.35,36.69,63.31,65.38,295.51,30.88,54.66,22.72,64.59,36.77,100.24,0.86,1.94,1.42,1.55,9.01,0.88,1.87,1.67,2.71,39.12,109.82,0.64,0.0,39.0,11.43,0.0,-1070.04,0.0,0.0,0.0,325.64,0.0,10004.0,-1380.0,1021.0,-1132.0,-605.0,2573.0,9767.0,3305.0,-1380.0,180.0,0.0,4945.0,2743.0,742.0,108.0,7966.0,-1284.0,-39272.0,3670.0,도매 및 소매업,0.0,0.0,6334.0,0.0,0.0,2596.0,0.0,0.0,0.0,0.0,11675380080.0,36.68532586965214,2596.0,385.36209553158704,35.0,0.0,-4.0,77.18,0.0,53.51146843225349,0.0,8458.0
1437,(주)월덱스,101160,2012.0,False,-0.2,3.73,26910.2,-1314.14,19551.86,3262.08,6946.32,4.86,14.93,12.33,-4.43,-11.65,-3.63,-18.88,-85.52,17.19,0.81,-0.09,0.42,1.38,0.46,20.18,82.81,101.07,3.61,4.4,2.7,23.41,3.91,3.57,5.79,6.19,1336.53,40.62,51.77,68.4,34.42,65.58,1436.53,98.5,14.95,29.89,19.75,-0.62,46.33,134.6,0.52,1.45,21.2,0.81,11.92,1.22,2.65,2.27,7.03,0.9,1.28,0.68,0.0,216.0,0.93,0.0,24.75,20.0,1.27,57.03,6756.63,6404.0,146131.0,599.0,9009.0,10599.0,-22552.0,13500.0,59354.0,60257.0,-1314.0,3921.0,0.0,30727.0,9679.0,22577.0,62227.0,74208.0,-791.0,25986.0,50297.0,제조업,700000.0,0.0,95834.0,15949.0,0.0,11664.0,0.0,0.0,0.14,700000.0,57050000000.0,34.41911709356673,18068.0,808.7834846136817,214.0,11.2,-22758.0,71.66,700000.0,37.506727229673004,32837.0,139359.0
1438,(주)월덱스,101160,2013.0,False,-1.44,-0.2,17536.06,-9670.85,16798.58,3059.88,8204.54,-10.23,0.66,-1.24,-23.39,-22.54,-18.03,-7.92,0.0,15.29,-12.29,-3.34,-6.06,-18.03,-6.89,-235.65,84.71,107.45,1.96,4.48,-3.85,19.79,3.6,3.29,5.57,5.38,1077.49,34.66,52.34,53.06,31.37,68.63,1177.49,66.83,8.58,40.37,18.31,-17.21,48.28,153.87,0.49,1.49,19.52,0.74,13.11,1.3,2.72,2.51,7.27,0.79,1.09,0.59,0.0,209.0,-3.24,0.0,17.63,10.0,0.72,0.0,6243.02,10353.0,131177.0,-8397.0,5837.0,6345.0,-7126.0,-2047.0,45472.0,68043.0,-9671.0,3526.0,0.0,23800.0,9682.0,28863.0,62611.0,68329.0,-5091.0,17038.0,41157.0,제조업,350000.0,0.0,90020.0,0.0,17067.0,9592.0,0.0,0.0,0.07,350000.0,24955000000.0,31.37516485359476,19945.0,657.6936575582853,216.0,57.03,-22552.0,82.81,700000.0,34.41911709356673,18068.0,146131.0
1439,우림피티에스(주),101170,2017.0,True,-34.85,8.25,10928.89,-2819.77,8685.62,-113.26,5176.3,-1.09,-0.83,-0.85,-1.47,-15.25,-2.76,18.58,0.0,10.29,-3.71,-1.74,-2.1,-2.34,-2.17,-29.78,89.71,103.39,-2.16,-0.21,-2.22,14.91,-0.19,-1.16,2.77,5.54,1179.12,37.97,22.1,61.22,89.03,10.97,1257.31,379.46,97.75,132.02,49.5,27.97,1.99,2.24,0.57,0.63,8.02,5.54,14.41,1.49,1.95,6.21,4.84,0.91,1.04,1.19,0.0,167.0,23.7,100.0,72.69,4.9,0.39,0.0,6193.08,0.0,95330.0,-2010.0,9325.0,6739.0,-11426.0,1239.0,36200.0,9540.0,-2820.0,53.0,0.0,7999.0,10711.0,1900.0,51833.0,54162.0,-1833.0,62175.0,84868.0,제조업,330423.0,0.0,10461.0,0.0,0.0,0.0,200.0,0.0,1.34,330423.0,54675000000.0,89.0254904017623,200.0,47665.0,135.0,56.36,-2881.0,83.42,660845.0,90.55697358318288,200.0,96378.0
1440,(주)아이엠,101390,2012.0,True,-0.04,4.97,70660.39,404.65,57949.76,306.23,11672.04,-11.26,44.07,36.97,-25.26,-13.76,-5.59,4.39,-77.37,9.18,0.17,0.35,0.29,2.12,0.32,17.2,90.82,100.01,0.25,0.09,0.44,16.8,0.09,0.25,2.33,2.11,700.81,65.27,31.99,187.92,37.58,62.42,768.21,113.96,23.88,108.95,121.02,8.0,23.91,63.62,1.7,4.65,37.35,2.68,6.93,2.37,3.36,8.02,7.78,6.02,7.54,1.29,0.11,110.0,8.91,0.0,66.53,9.84,1.61,82.83,2977.66,5353.0,184879.0,561.0,25290.0,8083.0,-14292.0,-7389.0,120668.0,105884.0,405.0,1030.0,0.0,38597.0,53973.0,38847.0,52322.0,334119.0,-38.0,50228.0,69473.0,제조업,901000.0,0.0,115407.0,0.0,0.0,0.0,715.0,0.0,4.07,901000.0,128409243090.0,37.57755072236436,6068.0,3046.7864205669084,101.0,13.62,-16230.0,91.28,858000.0,35.45040315200323,618.0,207614.0
