,회사명,거래소코드,회계년도,회생여부,이자보상배율(이자비용),이자보상배율(이자비용)_전년도,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),감가상각비(백만원),총자본증가율,유형자산증가율,비유동자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,매출액증가율,순이익증가율,매출액총이익률,매출액순이익률,총자본사업이익률,총자본순이익률,자기자본순이익률,경영자본순이익률,자본금순이익률,매출원가대매출액비율,영업비용대영업수익비율,금융손익비율,금융비용부담률,기업순이익률,인건비대총비용비율,금융비용대총비용비율,이자부담률,지급이자율,차입금평균이자율,유보율,유동자산구성비율,재고자산대유동자산비율,유동자산대비유동자산비율,자기자본구성비율,타인자본구성비율,자기자본배율,유동비율,현금비율,매출채권비율,매입채무대재고자산비율,순운전자본비율,차입금의존도,차입금비율,총자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,종업원수,종업원수증가율,사내유보율,사내유보대자기자본비율,평균배당률,자기자본배당률,배당성향,1주당순자산(원),장기차입금(요약)(백만원),자산(*)(요약)(백만원),당기순이익(손실)(요약)(백만원),현금및현금성자산(요약)(백만원),영업활동으로인한현금흐름(간접법)(*)(요약)(백만원),투자활동으로인한현금흐름(*)(요약)(백만원),재무활동으로인한현금흐름(*)(요약)(백만원),유동자산(*)(요약)(백만원),유동부채(*)(요약)(백만원),법인세비용차감전순이익(손실)(요약)(백만원),*이자비용(요약)(백만원),배당금지급(-)(요약)(백만원),재고자산(요약)(백만원),매출채권및기타유동채권(요약)(백만원),단기차입금(요약)(백만원),유형자산(요약)(백만원),매출액(수익)(요약)(백만원),*(정상)영업손익(보고서기재)(요약)(백만원),이익잉여금(결손금)(요약)(백만원),자본(*)(요약)(백만원),통계청한국표준산업분류10차(대분류),보통주배당금_현금(천원),우선주배당금_현금(천원),부채(*)(요약)(백만원),비유동금융부채(요약)(백만원),유동금융부채(요약)(백만원),사채(요약)(백만원),장기매입채무및기타비유동채무(요약)(백만원),기타금융업부채(요약)(백만원),외국인_주식분포비율,배당금(총합)_현금(천원),시가총액,증자,장기금융부채,자본증가율,종업원수_내년,배당성향_내년,투자활동으로인한현금흐름(*)(요약)(백만원)_내년,매출원가대매출액비율_내년,보통주배당금_현금(천원)_내년,증자_내년,장기금융부채_내년,자산(*)(요약)(백만원)_내년
137,롯데정밀화학(주),004000,2014.0,False,-1.34,-3.32,284838.95,70421.8,137754.72,6372.67,70289.75,-2.85,-0.17,-10.36,17.78,-19.75,5.34,-7.88,1731.07,9.65,4.85,-0.67,3.13,5.29,4.33,47.42,90.35,102.01,-1.37,0.53,3.47,10.69,0.49,0.9,4.24,3.95,827.16,32.34,26.67,47.79,64.78,35.22,919.91,323.81,52.69,114.23,50.4,22.35,23.29,35.95,0.65,1.04,9.38,1.7,12.18,2.19,3.24,6.77,6.35,0.92,1.3,1.62,1.05,899.0,-18.05,0.0,3.64,5.92,0.64,18.41,44845.26,88734.0,1845960.0,58683.0,97141.0,23902.0,95602.0,-109332.0,596940.0,184346.0,70422.0,18218.0,0.0,159179.0,196433.0,28071.0,927366.0,1210498.0,-24355.0,622086.0,1195801.0,제조업,7641000.0,0.0,650160.0,0.0,97.0,299285.0,1638.0,0.0,7.48,7641000.0,843660000000.0,64.77935599904656,389657.0,473.7397249375733,1097.0,108.58,-360277.0,91.76,7640595.0,59.2858443528244,482617.0,1900118.0
138,(주)에스지세계물산,004060,2012.0,False,0.29,4.4,29847.56,2403.04,24280.48,-250.79,3414.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.75,0.24,0.43,0.26,0.36,0.41,0.75,70.25,99.93,0.08,-0.08,0.18,7.38,-0.08,-0.31,2.76,2.76,107.47,44.13,50.31,78.99,71.95,28.05,207.47,193.97,17.5,51.44,30.84,21.38,9.73,13.52,1.1,1.53,3.18,3.93,16.11,2.5,5.03,4.97,9.66,1.97,6.06,1.65,0.0,235.0,0.43,0.0,36.88,0.0,0.0,0.0,1066.05,0.0,291833.0,763.0,11621.0,10613.0,-5137.0,-11418.0,128789.0,66395.0,2403.0,784.0,0.0,64791.0,34609.0,28385.0,53087.0,321842.0,229.0,72428.0,209985.0,도매 및 소매업,0.0,0.0,81848.0,0.0,14.0,0.0,638.0,0.0,3.48,0.0,188862487680.0,71.95382290556586,638.0,45741.849529780564,234.0,0.0,4795.0,71.87,0.0,68.61192641316597,4001.0,305272.0
139,(주)에스지세계물산,004060,2013.0,False,-5.63,0.29,26914.26,-4388.06,28127.29,-245.32,3420.34,-2.14,-2.38,-0.81,-3.83,11.14,-1.62,-2.5,0.0,29.24,-1.25,-0.8,-1.36,-1.88,-2.15,-3.87,70.76,100.99,0.08,-0.08,-1.44,8.64,-0.08,-0.31,2.14,2.04,104.11,43.37,58.14,76.58,72.34,27.66,204.11,194.3,13.35,44.53,27.19,21.05,9.04,12.49,1.09,1.51,3.1,3.9,15.86,2.48,5.42,4.59,9.6,1.93,5.98,1.64,0.0,239.0,1.7,0.0,35.46,0.0,0.0,0.0,1044.32,0.0,285580.0,-3918.0,8508.0,-6440.0,4683.0,-1820.0,123854.0,63744.0,-4388.0,552.0,0.0,72007.0,33224.0,25806.0,51824.0,313797.0,-3112.0,68458.0,206588.0,도매 및 소매업,0.0,0.0,78992.0,0.0,253.0,0.0,643.0,0.0,2.83,0.0,126110750080.0,72.33979970586175,643.0,44413.685847589426,235.0,0.0,-5137.0,70.25,0.0,71.95382290556586,638.0,291833.0
140,(주)에스지세계물산,004060,2017.0,True,-4.57,1.83,44414.21,-7491.37,47579.43,1340.28,2985.87,7.37,9.96,9.86,3.43,8.95,-3.5,-7.51,0.0,29.82,-2.29,-2.1,-2.08,-3.32,-3.78,-6.44,70.18,102.35,-0.47,0.47,-1.65,15.85,0.45,1.15,1.85,2.27,90.53,37.31,60.11,59.5,59.47,40.53,190.53,147.72,8.02,47.1,23.43,12.05,24.49,41.17,0.91,1.45,2.82,2.44,15.64,2.4,5.8,4.09,8.01,1.47,5.57,1.42,0.0,248.0,-5.34,0.0,28.4,0.0,0.0,0.0,934.37,36000.0,324261.0,-6522.0,6566.0,8106.0,-17792.0,6751.0,120968.0,81889.0,-7491.0,1469.0,0.0,72715.0,36151.0,43402.0,53673.0,285427.0,-6711.0,52521.0,192844.0,도매 및 소매업,0.0,0.0,131418.0,0.0,39.0,0.0,779.0,0.0,1.66,0.0,187647937920.0,59.47184521111081,36779.0,881.6471355936812,262.0,0.0,-5881.0,71.15,0.0,66.1724143640006,7091.0,302005.0
141,(주)신흥,004080,2012.0,True,0.58,2.87,25775.26,1240.05,18401.07,2163.35,3970.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.44,0.67,1.08,0.73,1.31,0.97,14.86,80.56,99.11,-0.89,1.41,2.26,11.88,1.4,3.39,6.99,6.99,1050.75,44.74,60.65,80.97,54.8,45.2,1136.88,123.27,0.07,55.72,31.69,8.45,23.59,43.05,1.09,1.98,22.73,2.4,12.62,2.42,6.16,4.0,7.18,1.96,3.83,1.34,0.0,350.0,-8.14,100.0,32.32,8.45,0.74,70.54,7767.81,2126.0,141019.0,1029.0,35.0,825.0,1934.0,-3037.0,63097.0,51186.0,1240.0,2326.0,0.0,38266.0,21320.0,31143.0,39940.0,153009.0,1360.0,63132.0,77282.0,도매 및 소매업,1137000.0,0.0,63736.0,8351.0,140.0,0.0,0.0,0.0,0.0,1137000.0,68160000000.0,54.802544337997006,2126.0,6633.066792097836,381.0,17.56,-1779.0,79.73,1163000.0,54.785773622629286,2450.0,142046.0
142,(주)동방,004140,2013.0,False,0.15,1.03,144654.99,-29341.27,126205.25,20150.12,27640.9,-6.93,-4.14,-5.0,-10.36,-5.88,-19.89,2.58,0.0,6.71,-4.12,0.7,-3.85,-22.77,-4.11,-103.18,93.29,99.49,-3.32,3.17,-0.89,18.77,3.0,3.75,5.56,5.37,308.77,34.65,21.18,53.03,20.22,79.78,403.02,60.87,6.05,200.74,158.53,-22.28,59.38,293.61,0.93,4.45,26.28,1.18,7.9,2.64,3.33,12.79,6.46,1.44,1.81,1.02,0.09,892.0,-4.19,0.0,27.5,2.49,0.46,0.0,4970.5,91771.0,656235.0,-26177.0,22617.0,30423.0,4383.0,-31077.0,227412.0,373617.0,-29341.0,21667.0,0.0,48161.0,123818.0,216705.0,343427.0,635369.0,3242.0,33788.0,132713.0,운수 및 창고업,213470.0,389576.0,523523.0,1684.0,0.0,34425.0,2544.0,0.0,3.45,603046.0,45415576700.0,20.22339558237522,128740.0,509.73667857697683,931.0,27.61,-55086.0,89.94,569239.0,21.67533237457416,133288.0,705078.0
143,(주)동방,004140,2014.0,True,-0.03,0.15,141496.18,-17705.58,114460.68,17449.84,27291.25,-0.65,-2.32,-6.14,9.71,5.06,-15.42,-0.26,0.0,6.93,-2.24,0.13,-2.17,-14.06,-2.32,-52.29,93.07,100.09,-3.2,2.75,0.5,17.25,2.63,3.29,4.9,4.87,246.64,38.27,20.28,61.98,17.77,82.23,340.89,58.6,8.75,192.54,149.88,-27.04,59.02,332.04,0.97,5.1,26.21,1.2,8.33,2.66,3.35,12.83,6.53,1.52,1.87,0.99,0.09,864.0,-3.14,0.0,21.96,2.49,0.5,0.0,4595.54,68639.0,651999.0,-14173.0,37258.0,27003.0,-9509.0,-2875.0,249491.0,425776.0,-15874.0,18863.0,0.0,50598.0,133566.0,199600.0,335446.0,616305.0,1262.0,18665.0,115890.0,운수 및 창고업,213470.0,389576.0,536110.0,901.0,41.0,24957.0,1745.0,0.0,2.98,603046.0,40787923150.0,17.774567138906654,95341.0,683.8600392276145,892.0,0.0,4383.0,93.29,213470.0,20.22339558237522,128740.0,656235.0
144,한솔홀딩스(주),004150,2014.0,True,0.71,1.64,130401.24,-53491.38,72550.0,70860.62,97965.0,0.58,-45.17,-42.81,139.05,-78.93,-51.85,-60.51,0.0,15.19,-6.68,1.75,-1.76,-6.76,-2.51,-17.47,84.81,93.48,-9.47,9.08,0.63,8.69,8.48,3.04,20.67,9.72,76.14,56.71,3.61,130.97,14.99,85.01,168.03,91.85,1.89,263.78,137.66,-5.03,11.7,78.1,0.26,1.22,3.58,0.34,5.88,0.65,0.76,4.45,3.14,0.44,0.49,0.3,0.58,863.0,-2.71,0.0,-1.58,0.0,0.0,0.0,10888.3,32652.0,2977937.0,-52170.0,34691.0,58200.0,-144376.0,96597.0,1688646.0,2103727.0,-53491.0,72021.0,0.0,61042.0,166521.0,122943.0,1138700.0,780596.0,50930.0,192081.0,446266.0,"전문, 과학 및 기술 서비스업",0.0,0.0,2531671.0,193900.0,238514.0,59157.0,1169.0,0.0,14.41,0.0,464600605500.0,14.985743486178519,92978.0,3202.840456882273,887.0,34.91,-83916.0,81.82,12137000.0,27.419044344671388,989905.0,2960942.0
145,한솔홀딩스(주),004150,2017.0,True,-0.01,1.09,53176.36,-97759.43,94837.0,28663.78,27435.0,-18.81,-7.14,-3.35,-46.34,12.79,-10.88,11.21,0.0,8.22,-9.81,0.03,-4.77,-11.08,-6.98,-23.69,91.78,100.04,-3.31,3.24,-3.19,9.39,2.84,2.3,14.27,13.89,114.64,23.76,6.22,31.16,32.1,67.9,201.46,54.96,7.57,767.11,729.54,-19.47,12.69,39.54,0.49,1.54,3.81,0.71,5.98,1.59,1.66,38.88,5.22,0.7,1.0,0.62,0.03,29.0,11.54,0.0,-32.99,0.91,0.49,0.0,9214.07,45090.0,1629374.0,-86710.0,53292.0,56685.0,-31006.0,-24792.0,387120.0,704315.0,-63074.0,23017.0,0.0,24093.0,251241.0,59476.0,853322.0,686794.0,25619.0,115378.0,523099.0,"전문, 과학 및 기술 서비스업",2109520.0,0.0,1106274.0,206824.0,264753.0,29811.0,561.0,0.0,11.0,2109520.0,211632811115.0,32.104292814295555,75462.0,2159.1980069438923,26.0,0.0,-70210.0,82.62,0.0,30.814067927777717,61625.0,2006749.0
146,고려개발(주),004200,2015.0,True,-6.03,1.19,-64787.78,-143985.57,56492.0,11390.78,441.0,-16.51,-14.69,-6.92,-21.71,-7.34,0.0,-11.61,0.0,-6.04,-19.73,-11.1,-17.06,0.0,-24.04,-119.8,106.04,113.14,-1.92,1.88,-15.44,7.47,1.51,1.61,3.37,3.34,0.0,60.84,19.52,155.37,0.0,110.11,0.0,140.12,16.02,41.29,202.98,17.42,61.39,0.0,0.86,0.0,6.07,0.86,4.18,1.37,1.67,7.69,18.94,2.34,154.31,0.67,0.04,409.0,-0.97,0.0,0.0,0.0,0.0,0.0,0.0,320384.0,639092.0,-119797.0,44464.0,22017.0,-20897.0,-7939.0,388827.0,277504.0,-143986.0,13219.0,0.0,75892.0,209022.0,11878.0,3622.0,607061.0,-79752.0,-173953.0,-64598.0,건설업,0.0,0.0,703690.0,27812.0,0.0,60000.0,175.0,0.0,0.46,0.0,94600000000.0,-10.107777909909684,380559.0,167.93506394540663,413.0,0.0,-1001.0,91.87,0.0,7.436413277769795,21394.0,765490.0
147,(주)남성,004270,2012.0,False,-0.01,-0.06,12353.26,-3021.74,8514.6,5104.41,1755.99,-0.68,-1.91,0.25,-2.72,-10.94,-7.29,2.82,0.0,24.37,-10.09,0.43,-3.09,-7.94,-8.79,-36.6,75.63,100.05,-4.98,7.5,-0.79,10.94,6.56,3.67,5.94,5.93,389.34,30.69,30.74,44.27,36.1,63.9,443.65,56.62,0.54,99.76,43.07,-23.51,46.36,128.42,0.31,0.82,3.76,0.49,9.07,0.99,1.46,3.07,3.07,0.44,8.18,0.37,0.0,68.0,15.25,0.0,71.58,2.9,0.64,40.76,22053.77,0.0,221415.0,-6862.0,645.0,-5725.0,62.0,3518.0,67941.0,119996.0,-3022.0,6095.0,-839.0,20882.0,24255.0,95638.0,8239.0,68020.0,-36.0,59080.0,79934.0,도매 및 소매업,524000.0,0.0,141480.0,4611.0,2550.0,0.0,0.0,0.0,0.0,524000.0,25674421440.0,36.10143847526139,0.0,inf,59.0,31.29,2345.0,77.89,839000.0,38.766630482564345,4542.0,222934.0
148,(주)남성,004270,2018.0,False,0.23,1.79,10649.03,-2828.55,8385.01,3375.37,1717.19,0.81,-1.74,-7.62,18.37,-6.56,-5.12,-9.5,-358.79,22.9,-4.3,0.86,-1.75,-4.11,-4.09,-19.37,77.1,98.83,-5.12,4.05,-0.1,9.28,3.74,2.83,5.26,5.52,387.89,38.1,34.73,61.54,40.36,59.64,458.98,75.16,5.71,38.5,64.75,-12.59,38.6,95.64,0.41,0.98,4.6,0.7,4.7,1.16,1.89,2.96,8.72,0.63,10.95,0.48,0.14,57.0,-6.56,100.0,57.88,1.74,0.38,0.0,2265.39,1167.0,205084.0,-3576.0,5933.0,980.0,-4323.0,5211.0,78130.0,103954.0,-2829.0,4164.0,-320.0,27136.0,12390.0,70303.0,7534.0,83252.0,977.0,50447.0,82768.0,도매 및 소매업,314768.0,0.0,122316.0,4228.0,1558.0,0.0,0.0,0.0,0.7,314768.0,69165225600.0,40.35809716994012,1167.0,17573.607540702655,61.0,23.62,-1121.0,72.92,320052.0,42.95847342653218,0.0,203436.0
149,서울식품공업(주),004410,2018.0,False,0.72,1.08,18318.86,643.63,12626.79,1436.2,3612.24,0.67,1.1,0.83,0.3,0.62,3.14,25.28,228.72,18.46,0.88,1.46,0.81,2.3,0.83,1.84,81.54,98.48,-0.74,2.03,2.67,17.69,2.01,2.87,4.34,4.31,-18.9,31.1,18.28,45.13,35.59,64.41,81.1,60.58,8.34,265.99,107.05,-20.23,44.49,125.02,0.92,2.61,2.08,1.41,15.34,2.94,3.6,16.13,6.0,1.33,1.42,1.17,0.15,246.0,-4.28,0.0,-26.62,0.0,0.0,0.0,79.59,3230.0,77403.0,623.0,3312.0,5778.0,-6090.0,-849.0,24071.0,39731.0,644.0,1493.0,0.0,4400.0,11818.0,20194.0,49991.0,70764.0,1073.0,-7332.0,27544.0,제조업,0.0,0.0,49859.0,0.0,1542.0,3000.0,0.0,0.0,2.73,0.0,59721570000.0,35.58518403679444,6230.0,1242.4237560192616,257.0,0.0,-10046.0,79.73,0.0,34.73143451684224,10962.0,76890.0
150,송원산업(주),004430,2014.0,True,0.19,2.36,117359.0,-8716.0,76028.0,17348.0,32698.0,-1.17,1.95,3.91,-8.07,-7.48,-6.74,-3.85,0.0,13.31,-2.01,0.46,-1.56,-4.28,-1.65,-105.5,86.69,99.49,-2.29,2.61,0.46,10.53,2.4,3.08,4.26,4.28,2279.31,39.48,50.02,65.24,33.72,66.28,2379.31,80.12,10.76,64.14,24.53,-9.8,49.09,145.58,0.77,2.24,55.46,1.18,16.57,1.89,3.76,3.78,6.19,1.31,1.55,0.9,0.0,548.0,2.43,0.0,78.55,12.0,0.49,0.0,11968.38,66014.0,855857.0,-13391.0,45392.0,48315.0,-55569.0,-10812.0,337913.0,421748.0,-8716.0,17883.0,0.0,169014.0,111423.0,215314.0,434604.0,665498.0,3398.0,251887.0,288627.0,제조업,1440000.0,0.0,567230.0,1679.0,5.0,10000.0,768.0,0.0,14.32,1440000.0,194880000000.0,33.72374123247225,76782.0,1114.6583834752937,535.0,9.35,-19780.0,80.74,1680000.0,35.38281937410366,152713.0,866022.0
151,깨끗한나라(주),004540,2015.0,True,0.99,1.69,74341.33,-2761.27,41949.97,3979.64,25526.46,10.5,10.34,10.77,9.77,8.19,11.35,3.38,0.0,16.92,-0.21,0.81,-0.28,-0.79,-0.3,-0.85,83.08,99.42,-1.2,0.59,0.52,6.1,0.58,1.32,2.2,2.34,6.98,26.85,37.47,36.71,39.32,60.68,106.94,55.5,1.42,143.93,140.84,-21.53,35.11,89.29,1.37,3.53,3.86,2.25,9.16,5.09,8.18,13.5,9.15,1.88,1.97,1.87,0.07,630.0,4.3,0.0,3.33,0.0,0.0,0.0,5287.54,35844.0,519112.0,-1409.0,3562.0,16344.0,-58655.0,43365.0,139404.0,251156.0,-2761.0,4006.0,0.0,52238.0,78764.0,105737.0,361672.0,678615.0,3956.0,7706.0,204100.0,제조업,0.0,0.0,315012.0,6457.0,0.0,0.0,948.0,0.0,0.85,0.0,173391831700.0,39.31714158023702,36792.0,1410.9371602522288,604.0,0.0,-38815.0,82.65,0.0,38.42972391919794,52256.0,469790.0
152,깨끗한나라(주),004540,2017.0,False,-5.38,3.79,64825.34,-23452.98,51358.11,4696.68,27031.36,9.69,6.5,7.31,15.94,24.8,-10.79,-6.53,-401.34,14.1,-3.36,-4.61,-4.05,-11.4,-4.37,-11.96,85.9,103.83,0.42,0.71,-3.19,7.39,0.68,1.35,2.31,2.55,-1.0,29.22,38.48,41.28,32.82,67.18,98.97,54.38,2.11,136.15,158.35,-24.51,35.38,107.79,1.2,3.31,3.51,1.89,7.38,4.23,6.74,11.37,7.71,1.68,1.77,1.5,0.09,607.0,-3.34,0.0,-4.55,0.0,0.0,0.0,4889.4,23306.0,573113.0,-22191.0,6504.0,-2879.0,-23230.0,25777.0,167460.0,307953.0,-23453.0,4692.0,0.0,64437.0,94072.0,109407.0,383935.0,659937.0,-25258.0,-6672.0,188122.0,제조업,0.0,0.0,384991.0,11733.0,0.0,13310.0,740.0,0.0,1.95,0.0,154921282880.0,32.82459131096311,37356.0,1534.1926330442232,628.0,0.0,-25104.0,80.82,0.0,40.31435658724812,27244.0,522464.0
153,깨끗한나라(주),004540,2018.0,False,-3.58,-5.38,50736.95,-31677.52,42443.48,8152.73,27583.02,4.59,5.31,6.76,-0.67,11.14,-7.18,-5.09,0.0,8.25,-5.37,-4.98,-5.74,-18.84,-6.28,-17.97,91.75,104.67,-1.89,1.3,-4.35,6.28,1.21,2.01,3.16,3.54,-8.11,27.75,43.05,38.41,29.14,70.86,91.86,50.69,2.08,115.42,118.74,-26.99,43.08,147.82,1.07,3.45,3.33,1.55,6.7,3.75,6.33,9.21,7.35,1.49,1.59,1.29,0.1,544.0,-10.38,0.0,-29.51,0.0,0.0,0.0,4354.33,27962.0,599410.0,-33649.0,6829.0,-22459.0,-14228.0,37011.0,166342.0,328147.0,-31678.0,8165.0,0.0,71614.0,86094.0,171660.0,354558.0,626328.0,-29220.0,-40693.0,174668.0,제조업,0.0,0.0,424742.0,27537.0,1727.0,0.0,518.0,0.0,1.99,0.0,113397910185.0,29.13998765452695,28480.0,2104.6699438202245,607.0,0.0,-23230.0,85.9,0.0,32.82459131096311,37356.0,573113.0
154,한솔테크닉스(주),004710,2012.0,False,-3.12,-4.39,-12776.62,-100529.56,50708.66,9933.56,25438.97,-13.64,-16.11,-8.23,-28.82,-26.46,-21.98,-42.28,0.0,2.68,-15.83,-7.85,-19.52,-53.27,-23.04,-175.97,97.32,106.76,-1.44,1.78,-17.33,7.52,1.47,3.46,5.72,5.71,199.12,21.63,32.33,27.6,34.75,65.25,252.0,86.12,0.43,126.77,116.19,-3.49,50.42,145.09,1.23,3.36,11.1,1.95,13.25,5.11,7.49,16.12,12.34,1.62,2.09,2.4,0.07,1001.0,-4.03,0.0,-12.85,0.0,0.0,0.0,10015.27,80413.0,420136.0,-88474.0,455.0,-5872.0,-43668.0,49126.0,90885.0,105533.0,-100530.0,12108.0,0.0,29385.0,43724.0,32026.0,243446.0,558799.0,-37781.0,-17633.0,145986.0,제조업,0.0,0.0,274150.0,995.0,115.0,70000.0,903.0,0.0,5.34,0.0,167743148500.0,34.74731991545595,151316.0,277.6547093499696,1043.0,0.0,-158891.0,97.02,0.0,38.403381036758084,141130.0,486478.0
155,팜젠사이언스(주),004720,2012.0,False,-5.58,-2.72,7469.15,-5277.69,10821.45,877.3,1048.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.77,-17.58,-11.75,-12.5,-20.23,-12.74,-13.55,46.23,116.61,-2.9,2.9,-10.44,28.99,2.35,5.25,13.2,13.2,-31.53,76.14,17.6,319.16,60.79,39.21,66.99,236.93,44.0,322.27,33.76,44.01,16.04,26.38,0.71,1.17,0.78,1.81,15.71,0.93,1.13,5.3,1.65,2.98,4.25,0.66,0.0,190.0,11.11,0.0,-69.3,0.0,0.0,0.0,360.3,54.0,42614.0,-5326.0,6026.0,-3976.0,1326.0,6497.0,32447.0,13695.0,-5278.0,902.0,0.0,5712.0,19881.0,4390.0,7125.0,30292.0,-5031.0,-18240.0,25904.0,제조업,0.0,0.0,16710.0,0.0,82.0,0.0,0.0,0.0,1.06,0.0,53809001511.0,60.78753461303796,54.0,78914.81481481482,171.0,0.0,3282.0,45.24,0.0,43.64608630674388,96.0,42824.0
156,(주)덕성,004830,2015.0,True,0.96,2.0,12738.56,702.17,9421.49,62.14,2225.38,-0.69,-1.98,-1.58,-0.2,-2.74,1.31,-6.5,-31.25,12.38,0.68,1.08,0.54,0.83,0.58,6.12,87.62,99.29,-0.08,0.08,0.6,12.09,0.08,0.18,2.88,2.69,697.18,64.82,28.53,184.25,65.28,34.72,743.85,227.06,20.72,91.97,36.7,36.27,20.38,31.22,0.79,1.22,9.01,2.23,12.15,1.22,1.71,4.22,4.49,2.23,3.21,0.84,0.0,171.0,-7.57,0.0,64.98,3.71,0.5,60.6,3654.97,3742.0,97271.0,522.0,5755.0,5691.0,-3008.0,-3436.0,63051.0,27768.0,702.0,570.0,0.0,17987.0,16871.0,15246.0,23719.0,76938.0,545.0,45871.0,63495.0,제조업,281789.0,34800.0,33776.0,0.0,0.0,0.0,83.0,0.0,0.55,316589.0,137200000000.0,65.27639275837608,3825.0,2543.0326797385624,185.0,92.6,-2389.0,86.4,634024.0,63.989055417160124,4617.0,97948.0
157,(주)덕성,004830,2018.0,False,-2.67,2.56,11453.31,-2401.44,9780.22,197.69,3325.87,-4.63,-0.5,0.24,-7.87,-2.93,-3.82,-16.84,-486.52,9.11,-2.41,-1.57,-1.96,-3.15,-2.21,-23.69,90.89,102.71,-0.24,0.24,-1.77,11.13,0.23,0.51,3.15,3.16,689.56,58.04,27.06,138.33,62.5,37.5,736.23,208.37,11.98,100.11,37.81,30.19,26.86,42.98,0.81,1.31,9.81,2.15,13.03,1.38,1.87,5.22,5.18,1.99,2.78,0.93,0.0,174.0,-7.94,100.0,66.34,3.71,0.5,0.0,3626.67,8025.0,100557.0,-2022.0,3355.0,-501.0,-2881.0,-142.0,58365.0,28010.0,-2401.0,851.0,0.0,15792.0,16182.0,16752.0,30042.0,83746.0,-2271.0,46425.0,62845.0,제조업,281789.0,34800.0,37712.0,0.0,0.0,0.0,155.0,0.0,1.5,316589.0,54880000000.0,62.49689230983423,8180.0,1229.3031784841078,189.0,60.52,-5870.0,88.06,281789.0,61.96902591921701,8514.0,105443.0
158,조광페인트(주),004910,2018.0,False,0.08,10.69,33355.24,-4520.76,33334.46,1295.66,3245.89,14.55,30.51,19.52,6.0,15.42,-4.29,4.09,-190.73,14.9,-1.86,0.1,-1.37,-2.19,-1.74,-60.96,85.1,99.94,-0.62,0.62,-0.92,15.99,0.62,1.22,1.75,2.38,2750.95,34.0,43.33,51.52,57.32,42.68,2719.18,110.29,3.61,116.16,61.7,3.17,27.63,48.21,0.74,1.18,32.73,1.97,7.89,2.09,3.58,5.02,4.01,1.14,1.55,1.18,0.88,480.0,4.8,0.0,1.43,16.41,0.61,0.0,13173.87,27850.0,303628.0,-3902.0,3378.0,-4987.0,-37813.0,42003.0,103234.0,93599.0,-4521.0,1466.0,0.0,44732.0,52259.0,46392.0,153487.0,209481.0,121.0,163613.0,174027.0,제조업,1050000.0,0.0,129600.0,0.0,0.0,0.0,200.0,0.0,7.38,1050000.0,83584000000.0,57.31586019734676,28050.0,1082.4527629233512,458.0,16.31,-26844.0,82.9,2625000.0,68.59791294112321,12400.0,265062.0
159,(주)씨아이테크,004920,2016.0,False,-1.99,2.29,2351.43,-1541.64,3329.3,-452.25,449.64,-0.86,-2.01,7.66,-14.48,31.03,16.58,-12.99,-235.68,35.11,-8.27,0.07,-3.82,-4.86,-4.76,-7.34,64.89,104.62,4.33,-2.44,-4.95,15.61,-2.12,-5.53,50.77,12.02,54.24,33.19,12.1,49.67,86.31,13.69,148.38,570.7,110.79,209.87,64.42,27.37,2.13,2.47,0.46,0.58,0.91,2.27,12.92,1.29,1.43,13.13,3.23,0.72,1.54,0.92,0.29,43.0,13.16,0.0,-40.72,0.0,0.0,0.0,735.32,0.0,39844.0,-1530.0,2567.0,-825.0,-1230.0,1753.0,13223.0,2317.0,-1542.0,431.0,0.0,1600.0,3603.0,0.0,11902.0,18516.0,-856.0,-10705.0,34390.0,제조업,0.0,0.0,5454.0,0.0,0.0,848.0,447.0,0.0,1.23,0.0,37800682072.0,86.31161529966872,1295.0,3076.7567567567567,38.0,0.0,-5464.0,66.2,0.0,72.89375466533964,47.0,40190.0
160,(주)씨아이테크,004920,2017.0,False,-5.71,-1.99,-3806.08,-11158.14,5517.36,-53.91,1636.04,-3.99,55.12,-4.23,-3.51,9.49,-32.9,17.33,0.0,37.7,-51.5,-5.99,-28.65,-39.07,-34.0,-48.44,62.3,113.35,1.48,-0.25,-28.79,15.99,-0.16,-0.5,5.4,9.91,5.42,33.35,13.73,50.05,57.64,42.36,99.57,166.12,81.12,172.21,37.05,13.28,24.6,42.68,0.56,0.77,0.97,2.01,25.87,1.67,1.92,12.96,6.82,0.83,1.43,1.21,0.0,53.0,23.26,0.0,-117.78,0.0,0.0,0.0,435.82,1439.0,38255.0,-11188.0,6230.0,917.0,-7599.0,10273.0,12759.0,7681.0,-11158.0,508.0,0.0,1752.0,3117.0,305.0,18461.0,21725.0,-2900.0,-21552.0,22048.0,제조업,0.0,0.0,16207.0,0.0,0.0,4171.0,477.0,0.0,1.18,0.0,32157452284.0,57.63429617043524,6087.0,628.4705109249219,43.0,0.0,-1230.0,64.89,0.0,86.31161529966872,1295.0,39844.0
