,회사명,거래소코드,회계년도,회생여부,이자보상배율(이자비용)
545,(주)한국특강,007280,2018.0,0,0.46
546,진양제약(주),007370,2015.0,0,-24.34
547,진양제약(주),007370,2016.0,0,-24.34
548,진양제약(주),007370,2017.0,1,-12.35
549,(주)네이처셀,007390,2011.0,0,-1.42
550,(주)네이처셀,007390,2012.0,1,-0.67
551,(주)네이처셀,007390,2014.0,0,-2.98
552,(주)네이처셀,007390,2015.0,0,-2.61
553,(주)네이처셀,007390,2016.0,0,-7.91
554,(주)네이처셀,007390,2017.0,1,-0.81
555,(주)에이프로젠,007460,2011.0,1,-1.35
556,(주)에이프로젠,007460,2013.0,1,0.51
557,(주)에이프로젠,007460,2018.0,0,0.08
558,영신금속공업(주),007530,2016.0,0,0.2
559,영신금속공업(주),007530,2017.0,1,-2.79
560,선도전기(주),007610,2018.0,0,0.96
561,(주)폴루스바이오팜,007630,2011.0,0,-1.67
562,(주)폴루스바이오팜,007630,2012.0,0,0.99
563,(주)폴루스바이오팜,007630,2013.0,1,-3.62
564,(주)폴루스바이오팜,007630,2015.0,0,-5.81
565,(주)폴루스바이오팜,007630,2016.0,0,-4.42
566,(주)폴루스바이오팜,007630,2017.0,0,-4.94
567,(주)폴루스바이오팜,007630,2018.0,0,-0.44
568,(주)이수페타시스,007660,2017.0,0,-1.03
569,(주)이수페타시스,007660,2018.0,0,0.82
570,(주)대명소노시즌,007720,2011.0,0,-10.93
571,(주)대명소노시즌,007720,2012.0,1,-12.1
572,(주)대명소노시즌,007720,2015.0,0,-21.65
573,(주)대명소노시즌,007720,2016.0,1,0.23
574,(주)대명소노시즌,007720,2018.0,1,0.9
575,한일화학공업(주),007770,2011.0,1,-0.16
576,(주)코리아써키트,007810,2018.0,1,-9.72
577,(주)에스엠코어,007820,2016.0,1,-24.34
578,(주)서연,007860,2017.0,0,-0.8
579,(주)서연,007860,2018.0,1,0.2
580,태평양물산(주),007980,2012.0,1,0.77
581,태평양물산(주),007980,2016.0,1,-3.66
582,사조동아원(주),008040,2011.0,0,-0.5
583,사조동아원(주),008040,2012.0,0,0.35
584,사조동아원(주),008040,2013.0,0,0.15
585,사조동아원(주),008040,2014.0,0,-0.85
586,사조동아원(주),008040,2015.0,1,0.11
587,이건산업(주),008250,2011.0,1,0.88
588,원풍물산(주),008290,2014.0,1,0.97
589,원풍물산(주),008290,2016.0,1,0.82
590,원풍물산(주),008290,2018.0,0,-0.88
591,(주)남선알미늄,008350,2011.0,0,0.85
592,(주)남선알미늄,008350,2012.0,1,-0.73
593,문배철강(주),008420,2012.0,1,0.89
594,일정실업(주),008500,2017.0,0,-24.34
595,일정실업(주),008500,2018.0,0,-24.34
596,(주)윌비스,008600,2012.0,1,-0.44
597,(주)윌비스,008600,2018.0,0,0.63
598,아남전자(주),008700,2011.0,0,0.44
599,아남전자(주),008700,2012.0,0,-0.49
600,아남전자(주),008700,2013.0,0,0.39
601,아남전자(주),008700,2014.0,0,-1.32
602,아남전자(주),008700,2015.0,1,-6.45
603,아남전자(주),008700,2018.0,1,-4.31
604,(주)행남사,008800,2011.0,0,-0.73
605,(주)행남사,008800,2012.0,1,-1.57
606,(주)행남사,008800,2014.0,0,-1.99
607,(주)행남사,008800,2015.0,0,0.24
608,(주)행남사,008800,2016.0,0,-3.52
609,(주)행남사,008800,2017.0,0,-5.24
610,(주)행남사,008800,2018.0,0,-3.59
611,대동기어(주),008830,2012.0,0,-2.51
612,대동기어(주),008830,2013.0,0,0.28
613,대동기어(주),008830,2014.0,0,0.15
614,대동기어(주),008830,2015.0,0,0.16
615,대동기어(주),008830,2016.0,1,-1.49
616,(주)티이씨앤코,008900,2011.0,0,-1.5
617,(주)티이씨앤코,008900,2012.0,0,-5.88
618,(주)티이씨앤코,008900,2013.0,1,-1.04
619,동양철관(주),008970,2013.0,0,-2.65
620,동양철관(주),008970,2014.0,1,-3.4
621,동양철관(주),008970,2016.0,0,-5.16
622,동양철관(주),008970,2017.0,0,-3.32
623,동양철관(주),008970,2018.0,1,-2.35
624,삼성전기(주),009150,2014.0,1,0.04
625,삼성전기(주),009150,2016.0,1,0.5
626,(주)대양금속,009190,2011.0,0,-1.84
627,(주)대양금속,009190,2012.0,0,-2.2
628,(주)대양금속,009190,2013.0,0,-0.66
629,(주)대양금속,009190,2014.0,0,-1.83
630,(주)대양금속,009190,2015.0,1,-0.99
631,무림페이퍼(주),009200,2012.0,1,0.94
632,무림페이퍼(주),009200,2014.0,1,0.78
633,(주)신원,009270,2011.0,0,0.22
634,(주)신원,009270,2012.0,1,0.08
635,(주)신원,009270,2017.0,0,0.11
636,(주)신원,009270,2018.0,1,0.23
637,참엔지니어링(주),009310,2012.0,1,-3.28
638,참엔지니어링(주),009310,2014.0,1,0.22
639,대우전자부품(주),009320,2011.0,0,-3.3
640,대우전자부품(주),009320,2012.0,0,-2.98
641,대우전자부품(주),009320,2013.0,1,-1.64
642,(주)태영건설,009410,2014.0,1,0.48
643,한올바이오파마(주),009420,2011.0,0,-2.88
644,한올바이오파마(주),009420,2012.0,0,-1.29
645,한올바이오파마(주),009420,2013.0,0,-9.45
646,한올바이오파마(주),009420,2014.0,0,0.82
647,(주)한창제지,009460,2012.0,1,0.82
648,삼화전기(주),009470,2011.0,0,-0.62
649,삼화전기(주),009470,2012.0,1,0.64
650,삼화전기(주),009470,2015.0,1,-2.32
651,(주)포스코엠텍,009520,2013.0,0,-0.86
652,(주)포스코엠텍,009520,2014.0,1,-3.21
653,한국조선해양(주),009540,2014.0,0,-12.73
654,한국조선해양(주),009540,2015.0,1,-7.25
655,한국조선해양(주),009540,2017.0,0,0.16
656,한국조선해양(주),009540,2018.0,1,-3.77
657,무림피앤피(주),009580,2014.0,1,0.87
658,삼보산업(주),009620,2013.0,0,0.15
659,삼보산업(주),009620,2014.0,1,0.32
660,삼보산업(주),009620,2016.0,0,-0.25
661,삼보산업(주),009620,2017.0,0,-0.57
662,삼보산업(주),009620,2018.0,0,0.5
663,(주)코센,009730,2011.0,0,-9.21
664,(주)코센,009730,2012.0,1,-2.47
665,(주)코센,009730,2014.0,1,0.75
666,(주)코센,009730,2016.0,0,-4.3
667,(주)코센,009730,2017.0,0,0.77
668,(주)코센,009730,2018.0,0,-0.25
669,삼정펄프(주),009770,2018.0,1,-24.34
670,(주)플레이그램,009810,2015.0,0,-2.42
671,(주)플레이그램,009810,2016.0,0,-12.83
672,(주)플레이그램,009810,2017.0,0,-4.17
673,(주)플레이그램,009810,2018.0,0,-4.49
674,한화솔루션(주),009830,2012.0,0,0.02
675,한화솔루션(주),009830,2013.0,0,0.44
676,한화솔루션(주),009830,2014.0,1,0.66
677,OCI(주),010060,2013.0,0,-1.21
678,OCI(주),010060,2014.0,0,0.48
679,OCI(주),010060,2015.0,1,-1.95
680,한국프랜지공업(주),010100,2017.0,0,-2.21
681,한국프랜지공업(주),010100,2018.0,1,0.24
682,삼성중공업(주),010140,2015.0,0,-24.34
683,삼성중공업(주),010140,2016.0,0,-2.14
684,삼성중공업(주),010140,2017.0,0,-10.11
685,삼성중공업(주),010140,2018.0,0,-3.34
686,대한광통신(주),010170,2011.0,1,0.68
687,대한광통신(주),010170,2013.0,0,0.18
688,대한광통신(주),010170,2014.0,0,0.21
689,대한광통신(주),010170,2015.0,0,-1.01
690,대한광통신(주),010170,2016.0,1,-0.46
691,쌍용정보통신(주),010280,2014.0,0,-24.34
692,쌍용정보통신(주),010280,2015.0,0,-24.34
693,쌍용정보통신(주),010280,2016.0,0,-6.1
694,쌍용정보통신(주),010280,2017.0,1,-24.34
695,한솔피엔에스(주),010420,2011.0,1,0.17
696,(주)에스엠벡셀,010580,2011.0,0,-0.11
697,(주)에스엠벡셀,010580,2012.0,0,-4.4
698,(주)에스엠벡셀,010580,2013.0,0,-1.72
699,(주)에스엠벡셀,010580,2014.0,0,-0.54
700,(주)에스엠벡셀,010580,2015.0,0,0.06
701,(주)에스엠벡셀,010580,2016.0,0,-3.07
702,(주)에스엠벡셀,010580,2017.0,1,-1.54
703,웰바이오텍(주),010600,2014.0,1,0.48
704,웰바이오텍(주),010600,2016.0,0,-1.12
705,웰바이오텍(주),010600,2017.0,0,-8.77
706,웰바이오텍(주),010600,2018.0,0,-2.72
707,(주)현대미포조선,010620,2013.0,0,-24.34
708,(주)현대미포조선,010620,2014.0,1,-24.34
709,진양폴리우레탄(주),010640,2016.0,0,-1.47
710,진양폴리우레탄(주),010640,2017.0,1,-7.26
711,(주)화신,010690,2017.0,0,-2.0
712,(주)화신,010690,2018.0,0,-1.28
713,평화홀딩스(주),010770,2011.0,0,0.02
714,평화홀딩스(주),010770,2012.0,0,0.53
715,평화홀딩스(주),010770,2013.0,0,0.55
716,평화홀딩스(주),010770,2014.0,0,0.27
717,평화홀딩스(주),010770,2015.0,1,0.45
718,평화홀딩스(주),010770,2017.0,0,-0.51
719,평화홀딩스(주),010770,2018.0,0,-2.01
720,퍼스텍(주),010820,2016.0,0,0.32
721,퍼스텍(주),010820,2017.0,0,0.69
722,퍼스텍(주),010820,2018.0,0,-24.34
723,에쓰-오일(주),010950,2014.0,1,-6.79
724,진원생명과학(주),011000,2011.0,0,-21.59
725,진원생명과학(주),011000,2012.0,0,-7.16
726,진원생명과학(주),011000,2013.0,0,-7.69
727,진원생명과학(주),011000,2014.0,0,-24.34
728,진원생명과학(주),011000,2015.0,0,-24.34
729,진원생명과학(주),011000,2016.0,0,-11.3
730,진원생명과학(주),011000,2017.0,0,-13.49
731,진원생명과학(주),011000,2018.0,0,-8.09
732,LG이노텍(주),011070,2011.0,0,-0.66
733,LG이노텍(주),011070,2012.0,1,0.71
734,(주)형지아이앤씨,011080,2011.0,0,-10.34
735,(주)형지아이앤씨,011080,2012.0,1,-17.89
736,(주)형지아이앤씨,011080,2015.0,0,0.96
737,(주)형지아이앤씨,011080,2016.0,0,-0.51
738,(주)형지아이앤씨,011080,2017.0,0,-5.44
739,(주)형지아이앤씨,011080,2018.0,0,-0.51
740,(주)에넥스,011090,2012.0,1,-5.64
741,두산건설(주),011160,2011.0,0,-1.56
742,두산건설(주),011160,2012.0,0,-2.12
743,두산건설(주),011160,2013.0,0,0.33
744,두산건설(주),011160,2014.0,0,0.97
745,두산건설(주),011160,2015.0,0,-1.05
746,두산건설(주),011160,2016.0,0,0.13
747,두산건설(주),011160,2017.0,0,0.69
748,에이치엠엠(주),011200,2011.0,0,-1.4
749,에이치엠엠(주),011200,2012.0,0,-1.56
750,에이치엠엠(주),011200,2013.0,0,-1.07
751,에이치엠엠(주),011200,2014.0,0,-0.82
752,에이치엠엠(주),011200,2015.0,0,-0.95
753,에이치엠엠(주),011200,2016.0,0,-4.31
754,에이치엠엠(주),011200,2017.0,0,-2.45
755,에이치엠엠(주),011200,2018.0,0,-3.32
756,현대위아(주),011210,2017.0,0,0.31
757,현대위아(주),011210,2018.0,1,0.08
758,삼화전자공업(주),011230,2011.0,0,-2.25
759,삼화전자공업(주),011230,2012.0,0,-1.84
760,삼화전자공업(주),011230,2013.0,0,-0.27
761,삼화전자공업(주),011230,2014.0,0,-1.0
762,삼화전자공업(주),011230,2015.0,0,-3.75
763,삼화전자공업(주),011230,2016.0,0,-0.03
764,삼화전자공업(주),011230,2017.0,0,-0.82
765,삼화전자공업(주),011230,2018.0,0,-3.08
766,태림포장(주),011280,2015.0,1,0.54
767,태림포장(주),011280,2017.0,1,0.52
768,(주)성안,011300,2012.0,0,0.9
769,(주)성안,011300,2013.0,0,0.46
770,(주)성안,011300,2014.0,0,0.0
771,(주)성안,011300,2015.0,0,-0.06
772,(주)성안,011300,2016.0,0,-1.72
773,(주)성안,011300,2017.0,0,-1.19
774,(주)성안,011300,2018.0,0,-2.25
775,(주)유니크,011320,2018.0,1,-0.01
776,(주)유니켐,011330,2011.0,0,-7.33
777,(주)유니켐,011330,2012.0,0,-3.86
778,(주)서한,011370,2011.0,1,-5.42
779,부산산업(주),011390,2011.0,0,0.99
780,부산산업(주),011390,2012.0,1,-0.71
781,(주)갤럭시아에스엠,011420,2014.0,1,-0.88
782,(주)갤럭시아에스엠,011420,2016.0,0,-18.76
783,(주)갤럭시아에스엠,011420,2017.0,0,-24.34
784,(주)갤럭시아에스엠,011420,2018.0,0,-24.34
785,(주)와이투솔루션,011690,2011.0,0,-0.67
786,(주)와이투솔루션,011690,2012.0,0,0.47
787,(주)와이투솔루션,011690,2013.0,1,-0.17
788,(주)와이투솔루션,011690,2016.0,0,-3.23
789,(주)와이투솔루션,011690,2017.0,0,-1.04
790,(주)와이투솔루션,011690,2018.0,0,-2.58
791,현대페인트(주),011720,2011.0,0,-3.22
792,현대페인트(주),011720,2012.0,0,-2.61
793,현대페인트(주),011720,2013.0,0,-3.42
794,(주)STX,011810,2012.0,0,-3.12
795,(주)STX,011810,2013.0,0,-10.71
796,(주)STX,011810,2014.0,0,0.76
797,(주)STX,011810,2015.0,0,-0.84
798,(주)STX,011810,2016.0,1,-0.91
799,(주)STX,011810,2018.0,0,-1.12
800,(주)신성이엔지,011930,2011.0,0,-1.67
801,(주)신성이엔지,011930,2012.0,0,-3.08
802,(주)신성이엔지,011930,2013.0,0,-1.04
803,(주)신성이엔지,011930,2014.0,0,-0.28
804,(주)신성이엔지,011930,2015.0,0,0.78
805,(주)신성이엔지,011930,2016.0,0,-1.15
806,(주)신성이엔지,011930,2017.0,0,-0.52
807,(주)신성이엔지,011930,2018.0,0,-0.36
808,(주)디비아이엔씨,012030,2011.0,1,0.7
809,(주)디비아이엔씨,012030,2014.0,1,-0.87
810,(주)디비아이엔씨,012030,2018.0,1,0.3
811,(주)영흥,012160,2016.0,0,0.28
812,(주)영흥,012160,2017.0,0,0.56
813,(주)영흥,012160,2018.0,1,-0.71
814,(주)아센디오,012170,2012.0,0,-1.32
815,(주)아센디오,012170,2013.0,0,-4.15
816,(주)아센디오,012170,2014.0,0,-3.38
817,(주)아센디오,012170,2015.0,0,-1.05
818,(주)아센디오,012170,2016.0,0,-3.15
819,(주)아센디오,012170,2017.0,0,-1.15
820,(주)아센디오,012170,2018.0,0,-3.29
821,영화금속(주),012280,2018.0,0,0.41
822,(주)뉴인텍,012340,2011.0,0,0.99
823,(주)뉴인텍,012340,2012.0,0,-3.18
824,(주)뉴인텍,012340,2013.0,0,-1.14
825,(주)뉴인텍,012340,2014.0,0,-3.15
826,(주)뉴인텍,012340,2015.0,0,-0.66
827,(주)뉴인텍,012340,2016.0,0,-9.04
828,(주)뉴인텍,012340,2017.0,0,-1.93
829,(주)뉴인텍,012340,2018.0,0,-3.18
830,한화에어로스페이스(주),012450,2014.0,0,0.4
831,한화에어로스페이스(주),012450,2015.0,1,-3.59
832,(주)센트럴인사이트,012600,2011.0,0,-15.07
833,(주)센트럴인사이트,012600,2012.0,0,-5.87
834,(주)센트럴인사이트,012600,2013.0,0,-6.5
835,(주)센트럴인사이트,012600,2014.0,0,-3.23
836,(주)센트럴인사이트,012600,2015.0,0,-1.92
837,(주)센트럴인사이트,012600,2016.0,0,-1.85
838,(주)센트럴인사이트,012600,2017.0,0,-2.46
839,(주)센트럴인사이트,012600,2018.0,0,-2.23
840,쌍용건설(주),012650,2011.0,0,-2.81
841,(주)모나리자,012690,2018.0,1,-24.34
842,(주)대창,012800,2012.0,0,0.57
843,(주)대창,012800,2013.0,0,0.06
844,(주)대창,012800,2014.0,0,0.88
845,(주)대창,012800,2015.0,1,-1.99
846,(주)모베이스전자,012860,2017.0,0,-1.6
847,(주)모베이스전자,012860,2018.0,0,0.15
848,아진산업(주),013310,2018.0,1,0.67
849,일성건설(주),013360,2012.0,1,-1.91
850,일성건설(주),013360,2014.0,1,-5.87
851,계룡건설산업(주),013580,2013.0,0,-1.77
852,계룡건설산업(주),013580,2014.0,1,-4.23
853,(주)까뮤이앤씨,013700,2011.0,0,-14.28
854,(주)까뮤이앤씨,013700,2012.0,0,0.46
855,(주)까뮤이앤씨,013700,2013.0,0,-0.14
856,(주)까뮤이앤씨,013700,2014.0,1,0.4
857,씨비아이(주),013720,2016.0,0,0.54
858,씨비아이(주),013720,2017.0,0,-0.94
859,씨비아이(주),013720,2018.0,1,0.53
860,(주)스페코,013810,2011.0,1,-0.41
861,(주)스페코,013810,2013.0,1,0.4
862,(주)스페코,013810,2018.0,1,-3.62
863,(주)아가방앤컴퍼니,013990,2014.0,0,-24.34
864,(주)아가방앤컴퍼니,013990,2015.0,1,0.58
865,(주)아가방앤컴퍼니,013990,2017.0,0,-16.64
866,(주)아가방앤컴퍼니,013990,2018.0,0,-24.34
867,메디앙스(주),014100,2011.0,0,-3.19
868,메디앙스(주),014100,2012.0,0,-0.36
869,메디앙스(주),014100,2013.0,1,-4.17
870,대영포장(주),014160,2011.0,1,0.36
871,대영포장(주),014160,2017.0,1,-3.58
872,(주)원익큐브,014190,2012.0,0,0.7
873,(주)원익큐브,014190,2013.0,1,0.94
874,(주)원익큐브,014190,2018.0,0,-0.66
875,(주)광림,014200,2014.0,0,0.7
876,(주)광림,014200,2015.0,0,0.43
877,(주)광림,014200,2016.0,0,0.16
878,(주)광림,014200,2017.0,0,-3.19
879,(주)광림,014200,2018.0,0,-0.23
880,금강공업(주),014280,2011.0,1,0.92
881,(주)신일건업,014350,2012.0,0,-3.61
882,(주)부방,014470,2017.0,1,-14.91
883,(주)성광벤드,014620,2017.0,0,-24.34
884,(주)성광벤드,014620,2018.0,1,-24.34
885,에이치엘디앤아이한라(주),014790,2012.0,0,-2.12
886,에이치엘디앤아이한라(주),014790,2013.0,0,-2.32
887,에이치엘디앤아이한라(주),014790,2014.0,0,0.38
888,에이치엘디앤아이한라(주),014790,2015.0,1,0.34
889,성문전자(주),014910,2012.0,0,-5.37
890,성문전자(주),014910,2013.0,0,-12.18
891,성문전자(주),014910,2014.0,0,-4.69
892,성문전자(주),014910,2015.0,0,-3.94
893,성문전자(주),014910,2016.0,0,-2.47
894,성문전자(주),014910,2017.0,1,-2.22
895,(주)오리엔탈정공,014940,2011.0,0,-3.54
896,(주)오리엔탈정공,014940,2012.0,0,-3.42
897,(주)오리엔탈정공,014940,2013.0,0,0.32
898,(주)오리엔탈정공,014940,2014.0,0,-4.71
899,(주)오리엔탈정공,014940,2015.0,0,-0.74
900,(주)오리엔탈정공,014940,2016.0,0,0.28
901,(주)오리엔탈정공,014940,2017.0,0,0.62
902,(주)오리엔탈정공,014940,2018.0,1,-0.42
903,삼륭물산(주),014970,2018.0,1,0.95
904,(주)인디에프,014990,2011.0,0,-3.54
905,(주)인디에프,014990,2012.0,0,-2.03
906,(주)인디에프,014990,2013.0,0,-1.88
907,(주)인디에프,014990,2014.0,0,-2.24
908,(주)인디에프,014990,2015.0,0,-4.31
909,(주)인디에프,014990,2016.0,1,-6.89
910,(주)이스타코,015020,2011.0,0,-0.68
911,(주)이스타코,015020,2012.0,1,-1.07
912,(주)이스타코,015020,2014.0,0,-5.48
913,(주)이스타코,015020,2015.0,0,-2.39
914,(주)이스타코,015020,2016.0,0,-1.75
915,(주)이스타코,015020,2017.0,0,0.01
916,(주)이스타코,015020,2018.0,1,-1.01
917,(주)에이엔피,015260,2011.0,1,0.92
918,(주)에이엔피,015260,2016.0,0,0.78
919,(주)에이엔피,015260,2017.0,0,-3.92
920,(주)에이엔피,015260,2018.0,0,-1.92
921,(주)예스코홀딩스,015360,2014.0,1,0.6
922,(주)쎌마테라퓨틱스,015540,2011.0,0,-6.83
923,(주)쎌마테라퓨틱스,015540,2012.0,0,-13.71
924,(주)쎌마테라퓨틱스,015540,2013.0,0,-24.34
925,(주)쎌마테라퓨틱스,015540,2014.0,0,-24.34
926,(주)쎌마테라퓨틱스,015540,2015.0,0,-9.64
927,(주)쎌마테라퓨틱스,015540,2016.0,0,-2.49
928,(주)쎌마테라퓨틱스,015540,2017.0,0,-11.62
929,(주)쎌마테라퓨틱스,015540,2018.0,0,-15.27
930,(주)큐로,015590,2011.0,1,-2.63
931,(주)큐로,015590,2014.0,0,0.79
932,(주)큐로,015590,2015.0,0,-2.02
933,(주)큐로,015590,2016.0,1,-2.37
934,(주)큐로,015590,2018.0,1,-2.64
935,한국전력공사(주),015760,2011.0,0,-0.32
936,한국전력공사(주),015760,2012.0,0,-0.35
937,한국전력공사(주),015760,2013.0,1,0.64
938,한국전력공사(주),015760,2018.0,0,-0.11
939,일진홀딩스(주),015860,2011.0,0,-0.05
940,일진홀딩스(주),015860,2012.0,1,-0.42
941,일진홀딩스(주),015860,2016.0,0,0.15
942,일진홀딩스(주),015860,2017.0,1,0.63
943,태경산업(주),015890,2015.0,1,-1.22
944,(주)리더스코스메틱,016100,2017.0,0,-0.16
945,(주)리더스코스메틱,016100,2018.0,0,-5.07
946,에스지씨이테크건설(주),016250,2013.0,1,0.12
947,KG스틸(주),016380,2011.0,0,0.12
948,KG스틸(주),016380,2012.0,0,0.08
949,KG스틸(주),016380,2013.0,0,0.13
950,KG스틸(주),016380,2014.0,0,-0.85
951,KG스틸(주),016380,2015.0,0,0.45
952,KG스틸(주),016380,2016.0,0,0.83
953,KG스틸(주),016380,2017.0,0,-0.08
954,KG스틸(주),016380,2018.0,0,-0.12
955,(주)웅진,016880,2011.0,0,-0.73
956,(주)웅진,016880,2012.0,0,-2.49
957,(주)웅진,016880,2013.0,0,-0.23
958,(주)웅진,016880,2014.0,1,0.18
959,(주)웅진,016880,2016.0,1,-3.0
960,(주)웅진,016880,2018.0,0,-13.96
961,(주)카스,016920,2011.0,1,0.25
962,(주)카스,016920,2014.0,0,-0.84
963,(주)카스,016920,2015.0,0,0.26
964,(주)카스,016920,2016.0,1,0.94
965,신원종합개발(주),017000,2011.0,1,0.66
966,신원종합개발(주),017000,2015.0,1,-1.74
967,(주)광명전기,017040,2011.0,1,0.38
968,명문제약(주),017180,2012.0,1,-0.82
969,명문제약(주),017180,2014.0,0,0.95
970,명문제약(주),017180,2015.0,1,-0.74
971,(주)우신시스템,017370,2018.0,0,-0.28
972,서울도시가스(주),017390,2015.0,0,-5.98
973,서울도시가스(주),017390,2016.0,1,-22.46
974,(주)대림제지,017650,2015.0,1,-24.34
975,(주)데코앤이,017680,2011.0,0,0.58
976,(주)데코앤이,017680,2012.0,0,-1.09
977,(주)데코앤이,017680,2013.0,0,-1.81
978,(주)데코앤이,017680,2014.0,0,-7.23
979,(주)데코앤이,017680,2015.0,0,-2.95
980,(주)데코앤이,017680,2016.0,0,-7.42
981,광전자(주),017900,2011.0,0,-9.6
982,광전자(주),017900,2012.0,0,-3.78
983,광전자(주),017900,2013.0,0,-17.15
984,광전자(주),017900,2014.0,0,-24.34
985,광전자(주),017900,2015.0,0,-24.34
986,광전자(주),017900,2016.0,1,-24.34
987,(주)이원,017940,2015.0,0,0.68
988,(주)이원,017940,2016.0,1,0.24
989,(주)이원,017940,2018.0,1,0.31
990,유니슨(주),018000,2011.0,0,-1.48
991,유니슨(주),018000,2012.0,0,-0.13
992,유니슨(주),018000,2013.0,0,-2.65
993,유니슨(주),018000,2014.0,0,0.21
994,유니슨(주),018000,2015.0,0,0.35
995,유니슨(주),018000,2016.0,1,-1.33
996,유니슨(주),018000,2018.0,0,0.14
997,(주)브이티지엠피,018290,2011.0,0,-0.54
998,(주)브이티지엠피,018290,2012.0,0,-1.25
999,(주)브이티지엠피,018290,2013.0,0,0.48
1000,(주)브이티지엠피,018290,2014.0,0,0.12
1001,(주)브이티지엠피,018290,2015.0,0,-3.42
1002,(주)브이티지엠피,018290,2016.0,0,-3.97
1003,(주)브이티지엠피,018290,2017.0,1,-3.18
1004,조일알미늄(주),018470,2014.0,0,-2.41
1005,조일알미늄(주),018470,2015.0,0,-3.11
1006,조일알미늄(주),018470,2016.0,0,-0.87
1007,조일알미늄(주),018470,2017.0,0,-0.15
1008,조일알미늄(주),018470,2018.0,0,-1.83
1009,우진비앤지(주),018620,2015.0,0,0.0
1010,우진비앤지(주),018620,2016.0,0,0.46
1011,우진비앤지(주),018620,2017.0,0,-3.14
1012,우진비앤지(주),018620,2018.0,1,-3.6
1013,(주)서울제약,018680,2015.0,0,0.64
1014,(주)서울제약,018680,2016.0,0,-0.95
1015,(주)서울제약,018680,2017.0,0,-3.14
1016,(주)서울제약,018680,2018.0,1,-3.37
1017,베뉴지(주),019010,2011.0,0,0.56
1018,베뉴지(주),019010,2012.0,0,-0.21
1019,베뉴지(주),019010,2013.0,0,-0.07
1020,베뉴지(주),019010,2014.0,0,0.37
1021,베뉴지(주),019010,2015.0,0,0.11
1022,베뉴지(주),019010,2016.0,0,0.96
1023,베뉴지(주),019010,2017.0,0,0.35
1024,베뉴지(주),019010,2018.0,1,0.54
1025,신풍제약(주),019170,2015.0,1,0.65
1026,(주)티에이치엔,019180,2012.0,0,-4.36
1027,(주)티에이치엔,019180,2013.0,0,-4.34
1028,(주)티에이치엔,019180,2014.0,0,0.09
1029,(주)티에이치엔,019180,2015.0,1,0.9
1030,(주)하이트론씨스템즈,019490,2011.0,0,-6.23
1031,(주)하이트론씨스템즈,019490,2012.0,0,-22.7
1032,(주)하이트론씨스템즈,019490,2013.0,0,-24.34
1033,(주)하이트론씨스템즈,019490,2014.0,0,-24.34
1034,(주)하이트론씨스템즈,019490,2015.0,0,-24.34
1035,(주)하이트론씨스템즈,019490,2016.0,0,-24.34
1036,(주)하이트론씨스템즈,019490,2017.0,0,-24.34
1037,(주)하이트론씨스템즈,019490,2018.0,0,-2.35
1038,(주)일지테크,019540,2017.0,0,0.15
1039,(주)일지테크,019540,2018.0,0,0.27
1040,글로본(주),019660,2017.0,0,-24.34
1041,글로본(주),019660,2018.0,0,0.93
1042,(주)서연탑메탈,019770,2018.0,0,-0.47
1043,(주)키다리스튜디오,020120,2011.0,0,-4.0
1044,(주)키다리스튜디오,020120,2012.0,1,-15.24
1045,(주)키다리스튜디오,020120,2017.0,1,-10.91
1046,일진머티리얼즈(주),020150,2012.0,0,-3.26
1047,일진머티리얼즈(주),020150,2013.0,0,-5.04
1048,일진머티리얼즈(주),020150,2014.0,0,-5.19
1049,일진머티리얼즈(주),020150,2015.0,1,-10.49
1050,대동금속(주),020400,2012.0,1,0.84
1051,아시아나항공(주),020560,2013.0,0,-0.08
1052,아시아나항공(주),020560,2014.0,0,0.64
1053,아시아나항공(주),020560,2015.0,1,0.56
1054,아시아나항공(주),020560,2018.0,0,0.17
1055,(주)시공테크,020710,2016.0,1,-24.34
1056,(주)시공테크,020710,2018.0,1,-24.34
1057,일진디스플레이(주),020760,2015.0,0,-17.71
1058,일진디스플레이(주),020760,2016.0,1,-23.88
1059,일진디스플레이(주),020760,2018.0,0,0.14
1060,(주)대호특수강,021040,2011.0,0,0.54
1061,(주)대호특수강,021040,2012.0,0,-0.45
1062,(주)대호특수강,021040,2013.0,1,0.83
1063,(주)서원,021050,2011.0,0,0.95
1064,(주)서원,021050,2012.0,0,0.58
1065,(주)서원,021050,2013.0,0,-0.32
1066,(주)서원,021050,2014.0,0,0.83
1067,(주)서원,021050,2015.0,1,-1.44
1068,(주)케이씨씨건설,021320,2012.0,0,0.65
1069,(주)케이씨씨건설,021320,2013.0,0,-3.23
1070,(주)케이씨씨건설,021320,2014.0,0,0.05
1071,(주)케이씨씨건설,021320,2015.0,1,-7.69
1072,티케이지애강(주),022220,2011.0,0,0.43
1073,티케이지애강(주),022220,2012.0,0,-0.46
1074,티케이지애강(주),022220,2013.0,0,-0.37
1075,티케이지애강(주),022220,2014.0,1,-2.32
1076,(주)MH에탄올,023150,2011.0,1,0.12
1077,(주)MH에탄올,023150,2013.0,1,0.87
1078,(주)MH에탄올,023150,2018.0,0,0.1
1079,(주)한국종합기술,023350,2017.0,0,-4.35
1080,(주)한국종합기술,023350,2018.0,0,-3.58
1081,유진기업(주),023410,2011.0,0,-0.36
1082,유진기업(주),023410,2012.0,1,0.08
