,회사명,거래소코드,회계년도,회생여부,이자보상배율(이자비용)
1083,아이이(주),023430,2011.0,0,-24.34
1084,아이이(주),023430,2012.0,1,-13.11
1085,아이이(주),023430,2014.0,0,-3.07
1086,제이스코홀딩스(주),023440,2011.0,0,-2.13
1087,제이스코홀딩스(주),023440,2012.0,0,-3.73
1088,제이스코홀딩스(주),023440,2013.0,0,-3.01
1089,제이스코홀딩스(주),023440,2014.0,0,0.11
1090,제이스코홀딩스(주),023440,2015.0,0,-2.8
1091,제이스코홀딩스(주),023440,2016.0,1,0.31
1092,(주)플레이위드,023770,2011.0,0,-7.92
1093,(주)플레이위드,023770,2012.0,0,-1.55
1094,(주)플레이위드,023770,2013.0,1,-3.29
1095,(주)플레이위드,023770,2018.0,1,-3.33
1096,동일철강(주),023790,2011.0,0,0.86
1097,동일철강(주),023790,2012.0,0,-1.77
1098,동일철강(주),023790,2013.0,0,-0.66
1099,동일철강(주),023790,2014.0,0,-3.11
1100,동일철강(주),023790,2015.0,1,-3.37
1101,동일철강(주),023790,2017.0,0,0.12
1102,동일철강(주),023790,2018.0,0,-1.43
1103,(주)인팩,023810,2017.0,1,-2.75
1104,에쓰씨엔지니어링(주),023960,2011.0,0,-4.54
1105,에쓰씨엔지니어링(주),023960,2012.0,0,0.53
1106,에쓰씨엔지니어링(주),023960,2013.0,0,-1.61
1107,에쓰씨엔지니어링(주),023960,2014.0,0,-2.76
1108,에쓰씨엔지니어링(주),023960,2015.0,0,0.34
1109,에쓰씨엔지니어링(주),023960,2016.0,0,-1.36
1110,에쓰씨엔지니어링(주),023960,2017.0,0,0.63
1111,에쓰씨엔지니어링(주),023960,2018.0,0,-0.51
1112,흥구석유(주),024060,2013.0,1,-1.98
1113,(주)위스컴,024070,2018.0,1,-24.34
1114,디씨엠(주),024090,2014.0,1,-1.62
1115,(주)하림홀딩스,024660,2012.0,1,-0.76
1116,한일단조공업(주),024740,2012.0,1,0.64
1117,한일단조공업(주),024740,2017.0,0,0.19
1118,한일단조공업(주),024740,2018.0,1,0.14
1119,(주)유성티엔에스,024800,2011.0,0,0.87
1120,(주)유성티엔에스,024800,2012.0,1,0.41
1121,(주)유성티엔에스,024800,2018.0,1,0.8
1122,이화전기공업(주),024810,2011.0,0,0.66
1123,이화전기공업(주),024810,2012.0,0,-2.9
1124,이화전기공업(주),024810,2013.0,0,-2.01
1125,이화전기공업(주),024810,2014.0,1,-3.6
1126,이화전기공업(주),024810,2018.0,1,-18.23
1127,(주)세원물산,024830,2012.0,0,-0.86
1128,(주)세원물산,024830,2013.0,0,-9.4
1129,(주)세원물산,024830,2014.0,1,-24.34
1130,케이비아이메탈(주),024840,2011.0,0,0.59
1131,케이비아이메탈(주),024840,2012.0,1,0.31
1132,케이비아이메탈(주),024840,2014.0,0,-1.26
1133,케이비아이메탈(주),024840,2015.0,1,-0.98
1134,(주)피에스엠씨,024850,2011.0,1,-5.98
1135,(주)피에스엠씨,024850,2014.0,0,-7.98
1136,(주)피에스엠씨,024850,2015.0,0,-24.34
1137,대원화성(주),024890,2011.0,0,-1.14
1138,대원화성(주),024890,2012.0,1,0.23
1139,경창산업(주),024910,2011.0,0,0.47
1140,경창산업(주),024910,2012.0,1,0.94
1141,경창산업(주),024910,2017.0,1,-0.25
1142,(주)피엔풍년,024940,2011.0,1,-1.39
1143,삼천리자전거(주),024950,2017.0,0,0.14
1144,삼천리자전거(주),024950,2018.0,0,-7.63
1145,부산방직공업(주),025270,2013.0,0,-1.0
1146,(주)시노펙스,025320,2012.0,1,0.47
1147,(주)시노펙스,025320,2015.0,1,-8.05
1148,(주)대성엘텍,025440,2011.0,0,-1.38
1149,(주)대성엘텍,025440,2012.0,0,0.62
1150,(주)대성엘텍,025440,2013.0,1,-0.49
1151,(주)대성엘텍,025440,2018.0,0,-1.03
1152,미래산업(주),025560,2011.0,0,-4.21
1153,미래산업(주),025560,2012.0,0,-3.88
1154,미래산업(주),025560,2013.0,0,-0.54
1155,미래산업(주),025560,2014.0,0,-5.97
1156,미래산업(주),025560,2015.0,0,-2.76
1157,미래산업(주),025560,2016.0,0,-24.34
1158,미래산업(주),025560,2017.0,0,-8.44
1159,미래산업(주),025560,2018.0,0,-8.02
1160,제이준코스메틱(주),025620,2011.0,0,-4.92
1161,제이준코스메틱(주),025620,2012.0,0,-2.63
1162,제이준코스메틱(주),025620,2013.0,0,-5.61
1163,제이준코스메틱(주),025620,2014.0,0,-5.93
1164,제이준코스메틱(주),025620,2015.0,1,-15.35
1165,(주)한솔홈데코,025750,2012.0,1,0.71
1166,이구산업(주),025820,2011.0,0,0.92
1167,이구산업(주),025820,2012.0,0,-0.82
1168,이구산업(주),025820,2013.0,0,-1.33
1169,이구산업(주),025820,2014.0,0,0.77
1170,이구산업(주),025820,2015.0,1,-1.7
1171,이구산업(주),025820,2018.0,0,-0.03
1172,한화화인케미칼(주),025850,2011.0,0,-18.97
1173,한화화인케미칼(주),025850,2012.0,0,-6.25
1174,한화화인케미칼(주),025850,2013.0,0,-24.34
1175,남해화학(주),025860,2011.0,0,-2.99
1176,남해화학(주),025860,2012.0,1,-8.95
1177,신라에스지(주),025870,2012.0,1,0.47
1178,신라에스지(주),025870,2015.0,1,-2.28
1179,(주)케이씨피드,025880,2014.0,0,-0.85
1180,(주)케이씨피드,025880,2015.0,1,-0.31
1181,(주)케이씨피드,025880,2018.0,0,0.37
1182,한국주강(주),025890,2017.0,0,-24.34
1183,한국주강(주),025890,2018.0,0,-20.38
1184,동화기업(주),025900,2012.0,0,0.62
1185,동화기업(주),025900,2013.0,1,-0.17
1186,(주)아난티,025980,2011.0,0,-6.29
1187,(주)아난티,025980,2012.0,0,-0.54
1188,(주)아난티,025980,2013.0,1,-0.66
1189,(주)제이에스티나,026040,2017.0,0,-0.08
1190,(주)제이에스티나,026040,2018.0,0,-1.53
1191,(주)특수건설,026150,2011.0,0,-3.35
1192,(주)특수건설,026150,2012.0,0,0.38
1193,(주)특수건설,026150,2013.0,0,-2.3
1194,(주)특수건설,026150,2014.0,1,-6.59
1195,(주)특수건설,026150,2016.0,1,0.68
1196,현대정보기술(주),026180,2011.0,0,0.93
1197,현대정보기술(주),026180,2012.0,0,-1.73
1198,현대정보기술(주),026180,2013.0,0,-5.05
1199,현대정보기술(주),026180,2014.0,0,-1.99
1200,현대정보기술(주),026180,2015.0,1,0.54
1201,(주)위너지스,026260,2011.0,0,-5.01
1202,(주)위너지스,026260,2012.0,0,-4.41
1203,(주)위너지스,026260,2013.0,0,-0.93
1204,(주)위너지스,026260,2014.0,0,-24.34
1205,(주)위너지스,026260,2015.0,0,-4.64
1206,광진실업(주),026910,2013.0,1,-0.16
1207,광진실업(주),026910,2015.0,0,-0.63
1208,광진실업(주),026910,2016.0,1,0.38
1209,서울전자통신(주),027040,2011.0,0,-1.5
1210,서울전자통신(주),027040,2012.0,0,-0.67
1211,서울전자통신(주),027040,2013.0,0,0.98
1212,서울전자통신(주),027040,2014.0,0,-5.74
1213,서울전자통신(주),027040,2015.0,1,-2.11
1214,서울전자통신(주),027040,2017.0,0,0.63
1215,서울전자통신(주),027040,2018.0,0,-1.19
1216,(주)코리아나화장품,027050,2011.0,0,-0.28
1217,(주)코리아나화장품,027050,2012.0,0,-10.65
1218,(주)코리아나화장품,027050,2013.0,0,-3.12
1219,(주)코리아나화장품,027050,2014.0,1,-5.11
1220,(주)한화갤러리아타임월드,027390,2016.0,0,-4.82
1221,(주)한화갤러리아타임월드,027390,2017.0,0,-1.93
1222,(주)상보,027580,2014.0,0,0.38
1223,(주)상보,027580,2015.0,0,-0.53
1224,(주)상보,027580,2016.0,0,-3.63
1225,(주)상보,027580,2017.0,0,-1.13
1226,(주)상보,027580,2018.0,0,0.62
1227,(주)팜스토리,027710,2011.0,1,0.85
1228,(주)팜스토리,027710,2013.0,1,0.92
1229,(주)마니커,027740,2011.0,0,0.58
1230,(주)마니커,027740,2012.0,0,-1.31
1231,(주)마니커,027740,2013.0,0,-0.02
1232,(주)마니커,027740,2014.0,0,-0.91
1233,(주)마니커,027740,2015.0,0,-1.44
1234,(주)마니커,027740,2016.0,1,-0.62
1235,(주)마니커,027740,2018.0,0,0.09
1236,세하(주),027970,2011.0,0,-0.19
1237,세하(주),027970,2012.0,0,-1.04
1238,세하(주),027970,2013.0,0,-0.69
1239,세하(주),027970,2014.0,0,-0.39
1240,세하(주),027970,2015.0,1,-1.59
1241,세하(주),027970,2017.0,1,0.17
1242,(주)미래SCI,028040,2011.0,0,-2.31
1243,(주)미래SCI,028040,2012.0,0,-3.69
1244,(주)미래SCI,028040,2013.0,0,-3.28
1245,(주)미래SCI,028040,2014.0,0,-3.12
1246,(주)미래SCI,028040,2015.0,1,0.37
1247,(주)미래SCI,028040,2017.0,0,-2.2
1248,삼성엔지니어링(주),028050,2013.0,1,-24.34
1249,삼성엔지니어링(주),028050,2015.0,1,-24.34
1250,삼성엔지니어링(주),028050,2017.0,1,0.87
1251,(주)휴맥스홀딩스,028080,2017.0,0,-12.04
1252,(주)휴맥스홀딩스,028080,2018.0,1,-15.71
1253,삼성물산(주),028260,2015.0,0,0.37
1254,삼성물산(주),028260,2016.0,1,0.67
1255,에이치엘비(주),028300,2011.0,0,0.86
1256,에이치엘비(주),028300,2012.0,0,-1.26
1257,에이치엘비(주),028300,2013.0,0,-6.22
1258,에이치엘비(주),028300,2014.0,0,0.19
1259,에이치엘비(주),028300,2015.0,0,-2.1
1260,에이치엘비(주),028300,2016.0,0,-22.58
1261,에이치엘비(주),028300,2017.0,0,-6.17
1262,에이치엘비(주),028300,2018.0,0,-2.3
1263,팬오션(주),028670,2011.0,0,-0.27
1264,팬오션(주),028670,2012.0,0,-1.57
1265,팬오션(주),028670,2013.0,1,-1.31
1266,(주)광무,029480,2011.0,0,-3.01
1267,(주)광무,029480,2012.0,0,-2.69
1268,(주)광무,029480,2013.0,1,-8.2
1269,(주)광무,029480,2015.0,1,-0.8
1270,(주)광무,029480,2017.0,0,0.32
1271,(주)광무,029480,2018.0,0,-3.19
1272,(주)케이티,030200,2014.0,1,-0.58
1273,(주)에스마크,030270,2011.0,0,-2.02
1274,(주)에스마크,030270,2012.0,1,-1.4
1275,(주)에스마크,030270,2014.0,0,-1.57
1276,(주)에스마크,030270,2015.0,0,-9.67
1277,(주)에스마크,030270,2016.0,0,-6.4
1278,(주)에스마크,030270,2017.0,0,-2.83
1279,(주)드래곤플라이,030350,2013.0,1,0.18
1280,(주)드래곤플라이,030350,2017.0,0,-4.35
1281,(주)드래곤플라이,030350,2018.0,0,-4.25
1282,동원수산(주),030720,2012.0,0,0.78
1283,동원수산(주),030720,2013.0,0,-5.59
1284,동원수산(주),030720,2014.0,1,-5.26
1285,동원수산(주),030720,2016.0,1,0.67
1286,비케이탑스(주),030790,2012.0,0,-3.77
1287,비케이탑스(주),030790,2013.0,0,-11.35
1288,비케이탑스(주),030790,2014.0,0,0.11
1289,비케이탑스(주),030790,2015.0,0,-0.9
1290,비케이탑스(주),030790,2016.0,0,-1.48
1291,비케이탑스(주),030790,2017.0,0,-4.45
1292,비케이탑스(주),030790,2018.0,0,-2.33
1293,(주)아이즈비전,031310,2011.0,0,-7.38
1294,(주)아이즈비전,031310,2012.0,1,-6.02
1295,(주)에스에이엠티,031330,2014.0,1,-0.61
1296,(주)녹십자셀,031390,2011.0,1,-6.12
1297,(주)녹십자셀,031390,2013.0,1,-7.43
1298,(주)오스템,031510,2014.0,1,0.81
1299,(주)오스템,031510,2018.0,0,-0.38
1300,(주)콤텍시스템,031820,2013.0,0,-5.55
1301,(주)콤텍시스템,031820,2014.0,1,-24.34
1302,(주)엔에스엔,031860,2011.0,1,-0.99
1303,(주)엔에스엔,031860,2013.0,0,-3.95
1304,(주)엔에스엔,031860,2014.0,0,0.73
1305,(주)엔에스엔,031860,2015.0,0,-8.97
1306,(주)엔에스엔,031860,2016.0,0,-10.53
1307,(주)엔에스엔,031860,2017.0,0,-7.61
1308,(주)엔에스엔,031860,2018.0,0,-3.84
1309,(주)씨앤에스자산관리,032040,2014.0,0,-0.35
1310,(주)씨앤에스자산관리,032040,2015.0,0,0.03
1311,(주)아즈텍더블유비이,032080,2013.0,1,-1.94
1312,(주)아즈텍더블유비이,032080,2017.0,1,-23.17
1313,(주)삼일,032280,2015.0,1,0.42
1314,롯데관광개발(주),032350,2011.0,0,-0.81
1315,롯데관광개발(주),032350,2012.0,0,0.14
1316,롯데관광개발(주),032350,2013.0,0,0.47
1317,롯데관광개발(주),032350,2014.0,1,-10.72
1318,(주)터보테크,032420,2011.0,0,-1.36
1319,(주)케이엠더블유,032500,2011.0,1,-2.13
1320,(주)케이엠더블유,032500,2014.0,0,-2.45
1321,(주)케이엠더블유,032500,2015.0,0,-6.49
1322,(주)케이엠더블유,032500,2016.0,0,-2.03
1323,(주)케이엠더블유,032500,2017.0,0,-0.54
1324,(주)케이엠더블유,032500,2018.0,1,-4.09
1325,티제이미디어(주),032540,2014.0,1,-15.55
1326,티제이미디어(주),032540,2018.0,1,-8.64
1327,(주)피델릭스,032580,2015.0,0,-4.54
1328,(주)피델릭스,032580,2016.0,1,-8.77
1329,(주)엘지유플러스,032640,2012.0,1,0.6
1330,(주)소프트센,032680,2015.0,1,-24.34
1331,(주)소프트센,032680,2017.0,1,0.34
1332,(주)삼진,032750,2011.0,1,-0.11
1333,(주)비엔지티,032790,2011.0,0,-3.65
1334,(주)비엔지티,032790,2012.0,0,-5.52
1335,(주)비엔지티,032790,2013.0,0,-2.48
1336,(주)비엔지티,032790,2014.0,0,-0.86
1337,(주)비엔지티,032790,2015.0,0,-4.23
1338,(주)비엔지티,032790,2016.0,0,-1.6
1339,(주)비엔지티,032790,2017.0,0,-0.73
1340,(주)비엔지티,032790,2018.0,0,-4.71
1341,(주)판타지오,032800,2012.0,0,-10.91
1342,(주)판타지오,032800,2013.0,0,-10.88
1343,(주)판타지오,032800,2014.0,1,-17.4
1344,(주)판타지오,032800,2016.0,0,-11.06
1345,(주)판타지오,032800,2017.0,1,-24.34
1346,(주)우리기술,032820,2012.0,0,-3.14
1347,(주)우리기술,032820,2013.0,0,-4.33
1348,(주)우리기술,032820,2014.0,1,-2.18
1349,(주)우리기술,032820,2018.0,0,-1.38
1350,(주)비트컴퓨터,032850,2018.0,1,-24.34
1351,(주)휴먼엔,032860,2012.0,0,-0.5
1352,(주)휴먼엔,032860,2013.0,0,-4.26
1353,(주)휴먼엔,032860,2014.0,0,-2.47
1354,(주)휴먼엔,032860,2015.0,0,0.76
1355,(주)휴먼엔,032860,2016.0,1,-1.81
1356,(주)휴먼엔,032860,2018.0,0,-8.86
1357,(주)원익,032940,2011.0,0,0.96
1358,(주)원익,032940,2012.0,0,0.66
1359,(주)원익,032940,2013.0,0,0.05
1360,(주)원익,032940,2014.0,0,0.18
1361,(주)원익,032940,2015.0,1,-1.84
1362,(주)원익,032940,2017.0,1,0.31
1363,(주)동일기연,032960,2018.0,1,-24.34
1364,바이온(주),032980,2015.0,1,0.01
1365,바이온(주),032980,2017.0,0,-1.93
1366,바이온(주),032980,2018.0,0,-0.92
1367,제이엠아이(주),033050,2011.0,0,-10.74
1368,제이엠아이(주),033050,2012.0,0,-17.38
1369,제이엠아이(주),033050,2013.0,1,-6.87
1370,제이엠아이(주),033050,2017.0,0,0.3
1371,제이엠아이(주),033050,2018.0,0,-7.54
1372,제룡전기(주),033100,2011.0,1,-1.95
1373,제룡전기(주),033100,2016.0,0,-24.34
1374,제룡전기(주),033100,2017.0,1,-18.88
1375,(주)코너스톤네트웍스,033110,2011.0,0,-6.23
1376,(주)코너스톤네트웍스,033110,2012.0,1,-3.48
1377,(주)코너스톤네트웍스,033110,2014.0,0,-17.58
1378,(주)코너스톤네트웍스,033110,2015.0,0,-23.0
1379,(주)코너스톤네트웍스,033110,2016.0,0,-1.39
1380,(주)코너스톤네트웍스,033110,2017.0,0,-1.66
1381,(주)코너스톤네트웍스,033110,2018.0,0,-1.83
1382,시그네틱스(주),033170,2014.0,1,-4.46
1383,시그네틱스(주),033170,2016.0,1,-9.29
1384,시그네틱스(주),033170,2018.0,0,-8.8
1385,(주)케이에이치필룩스,033180,2018.0,0,0.27
1386,(주)모아텍,033200,2012.0,0,-3.57
1387,(주)모아텍,033200,2013.0,0,-24.34
1388,(주)모아텍,033200,2014.0,0,-24.34
1389,(주)모아텍,033200,2015.0,0,-15.49
1390,(주)인성정보,033230,2015.0,1,-1.26
1391,자화전자(주),033240,2018.0,0,-5.99
1392,코웰패션(주),033290,2013.0,0,-2.28
1393,코웰패션(주),033290,2014.0,1,-2.29
1394,(주)엠투엔,033310,2011.0,1,0.8
1395,제이씨현시스템(주),033320,2012.0,1,-11.78
1396,(주)좋은사람들,033340,2011.0,1,0.86
1397,(주)좋은사람들,033340,2013.0,1,0.89
1398,(주)좋은사람들,033340,2016.0,0,-14.74
1399,(주)좋은사람들,033340,2017.0,1,-16.81
1400,디에스티(주),033430,2011.0,0,0.53
1401,디에스티(주),033430,2012.0,0,-2.39
1402,디에스티(주),033430,2013.0,0,-0.89
1403,디에스티(주),033430,2014.0,0,-2.04
1404,디에스티(주),033430,2015.0,0,-2.5
1405,디에스티(주),033430,2016.0,0,-0.01
1406,디에스티(주),033430,2017.0,0,0.85
1407,디에스티(주),033430,2018.0,0,0.26
1408,(주)동성화인텍,033500,2011.0,1,0.66
1409,(주)동성화인텍,033500,2017.0,0,-8.98
1410,(주)동성화인텍,033500,2018.0,1,-2.75
1411,세종공업(주),033530,2017.0,0,-1.2
1412,세종공업(주),033530,2018.0,1,0.03
1413,(주)파라텍,033540,2018.0,0,-0.17
1414,럭슬(주),033600,2011.0,0,0.15
1415,럭슬(주),033600,2012.0,0,-1.77
1416,럭슬(주),033600,2013.0,0,-1.86
1417,럭슬(주),033600,2014.0,0,0.47
1418,럭슬(주),033600,2015.0,0,-3.72
1419,럭슬(주),033600,2016.0,0,-5.86
1420,에스케이브로드밴드(주),033630,2011.0,1,0.71
1421,(주)네패스,033640,2013.0,0,-0.1
1422,(주)네패스,033640,2014.0,0,0.66
1423,(주)네패스,033640,2015.0,1,0.42
1424,(주)스카이문스테크놀로지,033790,2015.0,0,-9.89
1425,(주)스카이문스테크놀로지,033790,2016.0,0,-24.34
1426,(주)스카이문스테크놀로지,033790,2017.0,0,-8.45
1427,(주)스카이문스테크놀로지,033790,2018.0,0,-5.76
1428,(주)무학,033920,2018.0,0,-11.59
1429,두산에너빌리티(주),034020,2015.0,1,0.1
1430,(주)에스비에스,034120,2014.0,1,-5.86
1431,(주)에스비에스,034120,2016.0,1,-1.89
1432,엘지디스플레이(주),034220,2011.0,1,-6.38
1433,(주)파라다이스,034230,2017.0,0,-1.2
1434,(주)파라다이스,034230,2018.0,1,0.07
1435,신세계건설(주),034300,2013.0,1,-2.02
1436,조아제약(주),034940,2014.0,0,-7.62
1437,조아제약(주),034940,2015.0,0,0.27
1438,조아제약(주),034940,2016.0,0,-0.01
1439,조아제약(주),034940,2017.0,1,0.58
1440,(주)그래디언트,035080,2011.0,1,-24.34
1441,(주)골드앤에스,035290,2012.0,0,-1.91
1442,(주)골드앤에스,035290,2013.0,0,-3.83
1443,(주)골드앤에스,035290,2014.0,1,-1.41
1444,(주)골드앤에스,035290,2017.0,0,-24.34
1445,(주)골드앤에스,035290,2018.0,0,-4.56
1446,(주)기산텔레콤,035460,2011.0,0,-3.73
1447,(주)기산텔레콤,035460,2012.0,1,0.71
1448,(주)기산텔레콤,035460,2016.0,0,-5.83
1449,(주)기산텔레콤,035460,2017.0,0,-6.37
1450,(주)기산텔레콤,035460,2018.0,1,-5.52
1451,(주)제이테크놀로지,035480,2011.0,0,0.82
1452,(주)제이테크놀로지,035480,2012.0,0,-5.39
1453,(주)제이테크놀로지,035480,2013.0,1,-2.29
1454,(주)제이테크놀로지,035480,2016.0,0,-24.34
1455,(주)솔본,035610,2011.0,0,0.01
1456,(주)솔본,035610,2012.0,0,-5.31
1457,(주)솔본,035610,2013.0,0,0.75
1458,(주)솔본,035610,2014.0,1,-6.08
1459,(주)바른손이앤에이,035620,2012.0,0,-3.84
1460,(주)바른손이앤에이,035620,2013.0,0,-24.34
1461,(주)바른손이앤에이,035620,2014.0,1,-9.87
1462,(주)바른손이앤에이,035620,2017.0,0,-0.32
1463,(주)바른손이앤에이,035620,2018.0,0,-14.64
1464,(주)이지홀딩스,035810,2013.0,1,0.99
1465,(주)서희건설,035890,2011.0,0,0.76
1466,(주)서희건설,035890,2012.0,1,0.47
1467,(주)제이와이피엔터테인먼트,035900,2012.0,0,-24.34
1468,(주)제이와이피엔터테인먼트,035900,2013.0,1,-4.41
1469,아비코전자(주),036010,2012.0,1,-0.34
1470,(주)케이티알파,036030,2011.0,0,-24.34
1471,(주)케이티알파,036030,2012.0,1,-24.34
1472,(주)클라우드에어,036170,2012.0,1,0.92
1473,(주)클라우드에어,036170,2014.0,1,-1.41
1474,(주)클라우드에어,036170,2018.0,0,0.19
1475,태산엘시디(주),036210,2011.0,0,-1.91
1476,(주)인포피아,036220,2012.0,0,-2.82
1477,(주)인포피아,036220,2013.0,0,-4.34
1478,(주)이매진아시아,036260,2012.0,0,-6.53
1479,(주)이매진아시아,036260,2013.0,0,-9.32
1480,(주)이매진아시아,036260,2014.0,0,0.39
1481,(주)이매진아시아,036260,2015.0,0,0.2
1482,(주)이매진아시아,036260,2016.0,0,-9.66
1483,(주)이매진아시아,036260,2017.0,0,-6.21
1484,(주)대성미생물연구소,036480,2011.0,1,-3.52
1485,에스케이 머티리얼즈(주),036490,2013.0,1,0.75
1486,(주)에스에스컴텍,036500,2014.0,0,-0.2
1487,(주)에스에프에이반도체,036540,2013.0,1,-0.44
1488,(주)에스에프에이반도체,036540,2015.0,1,0.29
1489,(주)팜스코,036580,2013.0,1,0.76
1490,감성코퍼레이션(주),036620,2011.0,0,-16.36
1491,감성코퍼레이션(주),036620,2012.0,0,-2.01
1492,감성코퍼레이션(주),036620,2013.0,0,-2.59
1493,감성코퍼레이션(주),036620,2014.0,0,0.29
1494,감성코퍼레이션(주),036620,2015.0,0,0.2
1495,감성코퍼레이션(주),036620,2016.0,0,-0.93
1496,감성코퍼레이션(주),036620,2017.0,0,0.04
1497,감성코퍼레이션(주),036620,2018.0,0,-13.18
1498,세종텔레콤(주),036630,2011.0,0,-1.04
1499,세종텔레콤(주),036630,2012.0,0,-0.69
1500,세종텔레콤(주),036630,2013.0,1,-5.8
1501,세종텔레콤(주),036630,2015.0,0,0.39
1502,세종텔레콤(주),036630,2016.0,1,0.53
1503,세종텔레콤(주),036630,2018.0,0,-0.12
1504,(주)심텍홀딩스,036710,2013.0,1,-3.87
1505,주성엔지니어링(주),036930,2011.0,0,0.23
1506,주성엔지니어링(주),036930,2012.0,0,-6.55
1507,주성엔지니어링(주),036930,2013.0,0,0.08
1508,주성엔지니어링(주),036930,2014.0,1,0.96
1509,(주)한국팩키지,037230,2012.0,0,0.8
1510,(주)한국팩키지,037230,2013.0,0,-24.34
1511,(주)한국팩키지,037230,2014.0,1,-24.34
1512,(주)와이지플러스,037270,2012.0,0,-24.34
1513,(주)와이지플러스,037270,2013.0,0,-24.34
1514,(주)와이지플러스,037270,2014.0,0,-24.34
1515,(주)와이지플러스,037270,2015.0,0,-24.34
1516,(주)와이지플러스,037270,2016.0,0,-24.34
1517,(주)와이지플러스,037270,2017.0,1,-22.03
1518,(주)씨엘인터내셔널,037340,2011.0,1,-1.82
1519,(주)씨엘인터내셔널,037340,2013.0,0,-0.41
1520,(주)이지,037370,2012.0,1,0.93
1521,(주)이지,037370,2015.0,1,-2.44
1522,(주)이지,037370,2018.0,1,-16.3
1523,우리엔터프라이즈(주),037400,2014.0,1,0.08
1524,우리엔터프라이즈(주),037400,2016.0,0,-1.44
1525,우리엔터프라이즈(주),037400,2017.0,0,-0.4
1526,우리엔터프라이즈(주),037400,2018.0,1,-1.25
1527,(주)희림종합건축사사무소,037440,2011.0,1,-1.05
1528,(주)희림종합건축사사무소,037440,2014.0,1,-3.42
1529,삼지전자(주),037460,2014.0,1,-5.21
1530,엘컴텍(주),037950,2011.0,0,-2.26
1531,엘컴텍(주),037950,2012.0,0,-3.19
1532,엘컴텍(주),037950,2013.0,1,-2.3
1533,(주)루멘스,038060,2017.0,0,-4.5
1534,(주)루멘스,038060,2018.0,0,-6.92
1535,에코플라스틱(주),038110,2017.0,0,-0.5
1536,에코플라스틱(주),038110,2018.0,1,-0.41
1537,(주)팍스넷,038160,2018.0,0,-0.16
1538,(주)유씨아이,038340,2011.0,0,-0.38
1539,(주)유씨아이,038340,2012.0,0,-0.64
1540,(주)유씨아이,038340,2013.0,0,-0.74
1541,(주)유씨아이,038340,2014.0,0,-3.13
1542,(주)유씨아이,038340,2015.0,0,-23.81
1543,(주)유씨아이,038340,2016.0,0,0.35
1544,(주)유씨아이,038340,2017.0,0,-0.22
1545,(주)유씨아이,038340,2018.0,0,0.74
1546,(주)삼표시멘트,038500,2011.0,0,-0.51
1547,(주)삼표시멘트,038500,2012.0,0,0.54
1548,(주)삼표시멘트,038500,2013.0,1,-0.07
1549,(주)삼표시멘트,038500,2018.0,1,0.04
1550,(주)골드퍼시픽,038530,2013.0,0,-11.34
1551,(주)골드퍼시픽,038530,2014.0,0,-4.33
1552,(주)골드퍼시픽,038530,2015.0,0,-9.59
1553,(주)골드퍼시픽,038530,2016.0,0,-17.43
1554,(주)골드퍼시픽,038530,2017.0,0,0.62
1555,(주)골드퍼시픽,038530,2018.0,0,-0.68
1556,위즈코프(주),038620,2013.0,0,-3.96
1557,위즈코프(주),038620,2014.0,1,0.37
1558,에스넷시스템(주),038680,2015.0,0,-6.03
1559,에스넷시스템(주),038680,2016.0,1,-11.7
1560,에코바이오홀딩스(주),038870,2011.0,1,0.6
1561,에코바이오홀딩스(주),038870,2016.0,0,0.64
1562,에코바이오홀딩스(주),038870,2017.0,0,-4.12
1563,에코바이오홀딩스(주),038870,2018.0,1,0.88
1564,(주)아이에이,038880,2011.0,0,-9.2
1565,(주)아이에이,038880,2012.0,0,-3.4
1566,(주)아이에이,038880,2013.0,1,-0.29
1567,(주)아이에이,038880,2017.0,0,-2.85
1568,(주)아이에이,038880,2018.0,1,-0.53
1569,(주)파인디지털,038950,2015.0,0,-24.34
1570,현대에이치티(주),039010,2011.0,1,-24.34
1571,현대에이치티(주),039010,2013.0,1,-17.17
1572,(주)이건홀딩스,039020,2011.0,0,0.69
1573,(주)이건홀딩스,039020,2012.0,0,0.45
1574,(주)이건홀딩스,039020,2013.0,0,0.62
1575,(주)이건홀딩스,039020,2014.0,0,-0.7
1576,(주)이건홀딩스,039020,2015.0,1,-1.13
1577,(주)오스코텍,039200,2011.0,0,0.55
1578,(주)오스코텍,039200,2012.0,0,-0.81
1579,(주)오스코텍,039200,2013.0,0,-1.43
1580,(주)오스코텍,039200,2014.0,1,-1.42
1581,(주)오스코텍,039200,2016.0,0,-2.51
1582,(주)오스코텍,039200,2017.0,1,-11.98
1583,에이아이비트(주),039230,2011.0,0,0.12
1584,에이아이비트(주),039230,2012.0,0,-2.31
1585,에이아이비트(주),039230,2013.0,1,0.9
1586,에이아이비트(주),039230,2015.0,0,-0.27
1587,에이아이비트(주),039230,2016.0,1,-8.14
1588,에이아이비트(주),039230,2018.0,1,0.48
1589,인포뱅크(주),039290,2014.0,1,-24.34
1590,(주)씨앤케이인터내셔널,039530,2011.0,1,-6.24
1591,(주)다산네트웍스,039560,2011.0,1,-1.06
1592,(주)다산네트웍스,039560,2014.0,0,0.98
1593,(주)다산네트웍스,039560,2015.0,0,0.09
1594,(주)다산네트웍스,039560,2016.0,0,-2.88
1595,(주)다산네트웍스,039560,2017.0,1,0.01
1596,(주)스포츠서울,039670,2011.0,0,0.09
