,회사명,거래소코드,회계년도,회생여부,이자보상배율(이자비용),부가가치(백만원),금융비용(백만원),매출액총이익률,매출액순이익률,총자본사업이익률,총자본순이익률,자기자본순이익률,경영자본순이익률,자본금순이익률,매출원가대매출액비율,영업비용대영업수익비율,금융손익비율,금융비용부담률,기업순이익률,인건비대총비용비율,금융비용대총비용비율,이자부담률,지급이자율,차입금평균이자율,유보율,유동자산구성비율,재고자산대유동자산비율,유동자산대비유동자산비율,자기자본구성비율,타인자본구성비율,자기자본배율,유동비율,현금비율,매출채권비율,매입채무대재고자산비율,순운전자본비율,차입금의존도,차입금비율,총자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,당좌자산회전률,재고자산회전률,매출채권회전률,비유동자산회전률,유형자산회전율,순운전자본회전률,사내유보대자기자본비율,자기자본배당률,배당성향,이익잉여금(결손금)(요약)(백만원),비유동금융부채(요약)(백만원),유동금융부채(요약)(백만원),외국인_주식분포비율,장기금융부채(백만원),자산대비자본비율,총자본증가율,유형자산증가율,비유동자산(백만원),재고자산증가율,자기자본증가율,매출액증가율,순이익증가율,종업원수증가율,자산대비_장기금융부채비율,투자활동현금흐름증감률_여부,직원증감률_여부,매출원가증감률_여부,자산매각_여부,배당금증감률_여부,자본증가률_여부,차입_여부,사내유보금보유_여부,운용적범주전략(OPS)변수,재무적범주전략(FIN)변수,배당금지급_여부,LEV지수,KZ지수,WW지수,CL지수,NCAV지수,기업생명주기,순매수거래량_기관,순매수거래대금 비중_기관,순매수거래량_외국인,순매수거래대금 비중_외국인
129,(주)국동,005320,2017,1,-2.28,25998.16,2482.7,14.83,-4.68,-5.01,-7.78,-19.01,-8.22,-189.32,85.17,103.06,-2.73,1.3,-5.63,15.25,1.21,3.65,5.86,5.46,556.37,62.41,47.44,166.01,40.1,59.9,654.21,137.54,7.87,69.06,0.0,17.03,41.3,102.99,1.66,4.06,40.45,2.82,33.88,4.45,6.04,7.33,4.74,5.25,1.56,27.38,0.0,0.0,6393.0,0.0,0.0,2.02,9518.0,40.10178069177006,-14.356264148815326,-11.014800248395778,39963.0,-1.5793094821115836,-17.583033677454278,-2.9214314304678037,-244.43549685939763,1.3888888888888888,0.08953314457185321,0,1,1,0,1,1,1,0,1,1,0,0.053594771082018856,-40035162923.092926,6948112541.277275,249885963061.91785,0.06582465202763611,0,-2061125.0,-0.027877398207903,-285922.0,-0.0059701059479954
130,(주)모나미,005360,2013,1,-0.2,27026.27,5166.06,28.03,-2.84,-0.18,-2.57,-9.42,-3.46,-37.01,71.97,100.7,-3.09,3.08,0.22,10.4,2.92,4.04,6.36,5.99,275.17,45.99,36.4,85.14,31.66,68.34,370.83,109.09,5.97,87.23,54.33,3.83,54.57,172.34,0.9,2.9,12.06,1.31,8.94,2.79,4.75,5.11,1.86,3.03,0.92,24.69,1.46,0.0,18644.0,0.0,0.0,1.89,44707.0,31.662466916152994,-12.312538554107213,-48.69093492935421,93672.0,-30.0,-9.553615549332894,-36.16990476190477,93.73474369406021,-18.562874251497004,0.25779164240037367,1,1,1,0,0,1,1,0,1,1,1,0.2274250394776289,-190104898462.22906,-5929809459.128199,257889607063.4452,-1.412239732051976,2,746.0,1.0950668019468625e-05,-6800.0,-0.0002176605803147
131,코스모화학(주),005420,2013,0,-0.8,73053.05,14790.64,5.32,-1.83,-1.48,-0.76,-0.21,-0.77,-0.8,94.68,104.46,-5.13,4.69,1.18,10.46,4.18,3.22,5.09,5.09,272.43,23.44,47.12,30.62,39.84,60.16,372.16,58.28,0.65,44.2,36.24,-16.79,45.13,113.29,0.41,1.04,4.81,0.69,10.31,3.33,3.74,8.45,0.54,0.55,0.65,0.9,0.0,0.0,11336.0,0.0,0.0,2.7,94469.0,39.83754944901076,6.613436983793919,7.744022253002848,585018.0,-11.127371501968794,6.100221661485271,2.0047612270510147,-78.04924386351546,3.7463976945244957,0.12362285404706538,1,1,1,1,1,1,1,0,1,1,0,0.07078915851056418,-24147343435.954136,250670334.5891067,116625939407.28146,-2.9868383282024795,1,-865793.0,-0.0096560666167296,-4438.0,-0.0006270789514143
132,코스모화학(주),005420,2018,0,0.78,57017.69,7953.59,5.33,-1.3,1.34,-1.87,-15.55,-1.92,-20.64,94.67,99.08,-1.46,1.17,-0.19,5.26,1.14,2.54,3.81,3.99,25.0,25.44,49.35,34.12,32.96,67.04,124.71,62.4,4.92,73.07,68.82,-15.33,42.86,130.06,1.43,4.23,8.81,2.16,17.99,12.54,11.21,18.04,1.89,1.95,2.08,-93.61,0.0,0.0,-66244.0,22338.0,678.0,2.13,56316.0,32.95644254038188,8.386539324064058,4.272413297299518,367568.0,4.721131717882767,2.6005519384152924,57.09457033177573,-132.33346746168198,3.278688524590164,0.1142356399131001,0,1,1,1,1,1,1,0,1,1,0,0.022924956066153437,-35208247694.69287,380172868.3630448,84732073869.34535,-1.0700682025994699,1,45843.0,0.0085065832540704,227117.0,0.0007887935520389
133,(주)신한,005450,2015,0,-0.75,-619.08,1936.58,33.75,-17.13,-0.77,-0.76,-1.19,-1.01,-2.72,66.25,124.45,-41.59,25.57,0.38,0.0,9.92,2.04,6.12,5.7,129.52,53.12,12.3,113.29,46.56,53.44,229.52,109.04,0.68,439.54,14.33,4.4,24.93,53.53,0.04,0.1,0.3,0.08,4.54,0.09,0.74,0.56,0.1,0.71,0.04,-7.26,0.0,0.0,8373.0,0.0,0.0,1.69,5985.0,39.81052485996819,-2.8125945092241,0.8707173954192694,79967.0,7.2635306019221035,-8.123204596233641,-77.24732604254297,-155.32994923857868,-3.0303030303030303,0.0344893160915566,1,1,1,0,1,1,1,0,1,1,0,0.016143026070362734,-3940816087.7904696,1495747179.483553,737354345414.1731,-0.24994486996571633,4,141.0,3.744083278178956e-05,-19885.0,-0.0006572098510133
134,(주)신한,005450,2016,1,-3.1,-9793.89,2748.25,-0.1,-284.59,-5.3,-10.19,-23.78,-12.65,-46.88,100.1,256.56,-41.59,47.08,-8.56,0.0,13.06,2.62,4.94,5.89,64.73,66.47,19.94,198.26,29.76,70.24,164.73,162.5,9.99,257.84,52.74,25.57,34.1,114.59,0.03,0.09,0.3,0.06,0.85,0.07,0.35,0.56,0.09,0.72,0.03,2.05,0.0,0.0,-8086.0,0.0,0.0,2.17,42526.0,29.754871150219987,0.8517161099970034,-48.86470257083881,58678.0,118.73997925115533,-24.622199062011465,-20.973538059457695,1025.6225425950197,-18.75,0.24299182903834066,0,1,1,0,1,1,1,0,1,1,0,0.24553280948380513,-37792281785.77533,9114839150.972548,8186304984566.658,-0.17443748634836131,0,21555.0,0.0002328222362847,-12025.0,-0.0005320120179275
135,에스엘(주),005850,2018,1,0.53,417615.36,367.45,8.33,1.57,0.78,1.52,2.5,2.05,148.51,91.67,99.71,-0.02,0.02,1.54,19.28,0.02,0.06,3.69,3.81,5838.61,51.68,19.27,106.97,59.84,40.16,5938.61,165.0,18.28,187.52,130.92,20.36,13.72,22.94,0.97,1.56,94.41,2.53,8.51,2.34,10.21,5.7,1.96,4.21,1.21,73.65,1.79,49.96,867493.0,0.0,58.0,20.84,36024.0,59.10738154581762,8.134808177926198,1.9381936598657539,842721.0,19.127051875900865,-0.03606385941936209,7.3320764749957705,-80.36653674951548,3.024989039894783,0.02081786277108037,0,1,1,0,0,1,1,0,1,1,1,0.02198550493584725,-358874279810.44336,-2950804253.5399704,45431665565.5356,0.26656708414887864,2,-88067.0,0.0014414833968925,-47219.0,0.000204202563507
136,한일사료(주),005860,2015,1,-4.03,9401.0,1457.43,6.06,-1.55,-5.14,-2.54,-7.83,-2.71,-26.75,93.94,103.45,-0.52,0.52,-1.68,3.23,0.5,1.27,2.19,2.59,222.06,60.54,62.31,153.45,28.13,71.87,322.06,92.42,11.38,21.55,12.27,-4.97,59.38,211.1,1.65,5.1,17.4,2.43,33.69,7.23,4.83,19.34,3.81,4.58,1.39,44.02,2.28,64.83,21879.0,0.0,0.0,0.25,3079.0,28.12612829462029,17.994332595322778,-3.6081555976615007,72125.0,49.43654646324549,-10.787596953028752,17.018534662472046,-206.36769078295342,-2.272727272727273,0.016843729143644896,0,1,1,0,1,1,1,0,1,1,1,0.014635272263300048,-267599547688.8724,14114557380.866716,98674992386.50784,-0.28139858126127426,0,2900.0,5.0306581301755225e-06,-436163.0,-0.0008848068749664
137,한일사료(주),005860,2017,0,-0.35,18161.48,1952.56,8.93,0.63,-0.2,1.06,2.92,1.13,9.58,91.07,100.29,-0.54,0.65,2.16,3.63,0.64,1.73,3.18,2.78,227.69,55.83,39.88,126.4,38.67,61.33,327.69,100.08,16.64,42.05,27.73,0.05,46.3,119.72,1.69,4.64,15.18,2.65,29.78,5.22,6.35,19.46,4.09,4.89,1.44,33.19,2.12,40.66,23855.0,3.0,0.0,1.71,1845.0,38.67476161651274,-11.3441337279427,4.691993846565447,73698.0,-34.87385381419079,0.046511627906976744,-3.504646519384421,-13.596692696371154,-8.235294117647058,0.011057637561206571,1,1,1,0,1,0,1,1,1,1,1,0.009959259262530856,-358465511857.19556,-12042544421.891542,26895788127.736275,-0.11691889161837013,2,-662.0,-4.689100281456929e-06,850521.0,0.0028422796502395
138,(주)이수화학,005950,2013,0,0.0,50537.24,30442.59,4.32,-2.92,0.43,-4.69,-13.14,-6.71,-73.59,95.68,100.0,-2.06,1.47,-2.33,3.18,1.41,3.57,5.37,5.81,425.29,51.86,21.19,107.75,31.26,68.74,512.32,124.85,28.69,143.85,64.81,10.32,52.05,166.52,1.61,4.75,27.13,2.43,21.95,3.94,15.84,9.83,3.27,11.15,1.73,60.71,1.21,35.6,202367.0,5777.0,13.0,6.73,317331.0,31.261190654680405,-1.3492834152203692,3.343226866040136,621547.0,16.299920504183774,-14.728063170969746,-7.33185108550883,-503.10728812429153,6.111111111111111,0.24575374673960856,0,1,1,0,0,1,1,0,1,1,1,0.18674380447294398,-308964622330.13434,5594086849.589125,251953762785.10266,-1.1141684530043199,0,-644755.0,-0.005046922082689,-138055.0,-0.0019551782192842
139,(주)이수화학,005950,2014,0,-0.99,19697.32,30750.79,2.1,-4.67,-2.54,-7.25,-16.06,-9.84,-76.27,97.9,101.93,-1.7,1.66,-4.67,3.49,1.57,3.83,6.65,5.95,350.34,52.29,33.56,109.59,34.17,65.83,437.36,118.94,12.8,91.82,39.53,8.33,49.73,145.54,1.55,4.76,24.24,2.3,22.06,4.08,11.09,9.74,3.24,9.54,1.64,60.52,0.27,0.0,141713.0,3090.0,1339.0,3.62,211530.0,34.17210805117675,-15.29348169534159,1.645321118070487,521871.0,35.25453110465936,-7.405948541106174,-10.668489729830917,88.67010129235068,-0.7853403141361256,0.1933939062588569,0,1,1,0,0,0,1,0,1,1,1,0.1867791701590497,-51637098569.67951,3650267431.2853312,301895585017.51996,-1.062931907593306,4,-270877.0,-0.0035526136963504,-48403.0,-7.804756333895198e-05
140,(주)이수화학,005950,2018,0,0.35,118183.05,15901.82,5.64,-0.11,0.93,-0.17,2.31,-0.21,8.92,94.36,99.58,-1.0,1.04,1.48,5.03,1.01,2.68,5.38,4.55,321.11,49.73,25.49,98.95,43.01,56.99,403.98,112.12,11.64,143.46,25.19,5.38,36.68,85.28,1.58,4.1,20.05,2.58,38.44,4.2,13.42,9.53,3.13,7.07,1.56,51.85,0.97,20.5,60478.0,1551.0,950.0,2.98,76654.0,43.00965633700456,-6.391065454370828,3.1324464791639306,470308.0,8.235326320015329,16.931472140217114,1.5482652319479597,73.7864077669903,1.7766497461928936,0.08192549604287905,0,1,1,0,0,0,1,1,1,1,1,0.04055170966147872,-324252404597.42944,4013759332.340858,70903898948.15997,-0.44433171881136274,4,-141715.0,-0.0014415675931656,-180324.0,-0.0014514551453973
141,성지건설(주),005980,2015,0,-28.5,4332.6,153.99,-3.34,-5.91,-10.4,-7.0,-12.99,-8.69,-16.49,103.34,108.98,1.14,0.11,-6.87,8.1,0.1,0.29,11.86,3.99,18.78,67.84,28.43,210.9,57.77,42.23,118.78,175.14,15.75,53.45,88.18,29.1,3.61,6.24,1.19,2.2,2.79,2.57,5.63,1.72,13.66,4.13,5.32,228.07,0.98,8.53,0.0,0.0,604.0,2325.0,1799.0,0.13,16.0,54.69233518868406,-24.28296357014159,-3.89908256880734,29943.0,3175.0847457627115,-18.597899281012968,-18.809960180768563,-1885.5153203342618,2.2058823529411766,0.00016340703671551855,0,1,1,0,1,0,1,0,1,1,0,0.0,-75920797648.86183,-12822621662.167194,516674440517.7952,0.5555678026721811,3,466.0,9.153139651175984e-06,-7868.0,-0.0001122177171163
142,(주)국영지앤엠,006050,2015,1,-15.79,6630.74,-96.7,1.23,-1.33,-1.43,-0.87,-1.11,-0.93,-3.4,98.77,102.59,0.24,-0.24,-1.03,14.81,-0.23,-0.73,2.23,2.21,202.39,43.82,4.77,78.0,76.86,23.14,297.51,222.09,99.18,835.59,25.7,24.09,4.63,6.02,0.65,0.83,2.55,3.03,138.87,1.69,25.65,4.29,1.11,1.25,1.14,-0.96,0.0,0.0,18889.0,0.0,0.0,0.25,2170.0,76.8650040023229,7.995457319140281,-2.5081754797309803,35795.0,-25.890868596881962,3.666306809762706,-22.108288666200576,-234.84848484848487,-12.5,0.03405898325302528,0,1,1,1,0,1,1,0,1,1,0,0.020856873820915854,-258197981986.87906,-264890996.91537285,162190901513.5401,0.1623750145150549,1,457.0,2.8272378497888763e-06,-131409.0,0.0001934518338085
143,(주)국영지앤엠,006050,2018,1,-18.31,6989.65,-46.46,1.7,-0.63,-1.3,-0.56,-0.68,-0.6,-2.03,98.3,101.63,0.08,-0.08,-0.63,10.67,-0.08,-0.42,5.91,2.79,201.19,41.66,10.51,71.42,85.77,14.23,296.59,292.76,111.74,311.53,25.94,27.43,1.41,1.64,0.89,1.08,3.23,5.1,82.47,2.28,19.29,4.7,1.58,1.81,1.5,0.1,0.0,0.0,19865.0,0.0,0.0,3.24,0.0,85.76779646971077,-8.723014780411795,-3.9597104186339314,35196.0,-17.334167709637047,-1.6422109024557134,-10.437148038560656,-124.79050279329608,-3.6036036036036037,0.0,0,1,1,1,1,0,1,1,1,1,0,0.0,-210231737706.40216,-7619656916.165734,149943030614.7835,0.3002113889015935,2,57235.0,-0.0001137434630905,883809.0,0.0023825481885245
144,(주)화승인더스트리,006060,2013,1,0.86,125970.41,6417.37,9.89,-1.03,2.98,-1.33,-4.45,-1.43,-18.81,90.11,98.43,-1.02,1.07,0.05,16.74,1.04,1.88,3.98,4.19,300.58,57.25,29.62,133.91,23.4,76.6,399.89,84.33,11.08,107.51,70.78,-10.64,57.92,247.49,1.29,4.83,21.63,1.75,11.8,3.26,7.76,7.72,2.93,3.52,1.08,68.13,0.0,0.0,82200.0,0.0,0.0,1.13,27418.0,22.82447605819015,3.442235397289513,2.210743678701285,202412.0,8.358003163145302,-21.270637652412343,6.873049864528655,-253.5662996649114,1.6722408026755853,0.0579660508117319,1,1,1,0,0,1,1,0,1,1,0,0.0619492596375662,-112160905995.80191,-938382793.5937577,104798008787.43564,-1.3994879271718645,1,173492.0,-0.0005213181498241,-270190.0,8.613055302589784e-05
145,(주)사조오양,006090,2013,0,0.34,21200.98,2005.98,4.58,3.82,1.22,2.42,5.67,3.57,19.24,95.42,99.05,-1.89,1.83,3.58,9.09,1.7,2.02,4.2,3.97,248.4,31.32,47.52,45.6,44.01,55.99,348.4,76.45,0.21,29.94,34.98,-9.65,42.57,96.72,0.63,1.48,5.04,1.1,13.26,2.6,4.26,11.67,1.04,2.29,0.76,55.75,0.0,0.0,42339.0,0.0,427.0,0.0,18660.0,44.01279495619118,-0.9419719991504457,5.621130652728091,118525.0,-0.7075471698113208,5.487423785780753,-13.67839227587942,628.125,-1.7241379310344827,0.10813128737657039,0,1,1,1,1,0,1,0,1,1,0,0.13316801464977873,-9700743958.963047,538726762.6313887,-36519725893.74933,-1.2360062710486588,3,2032.0,4.815593028066829e-05,1400.0,6.083486801718846e-05
146,(주)사조오양,006090,2014,1,-1.68,10689.52,2670.72,-1.5,-2.67,-2.9,-1.72,-3.98,-2.62,-13.68,101.5,105.19,-2.67,2.39,-0.18,7.49,2.18,2.72,4.31,4.5,239.05,24.51,47.35,32.46,42.64,57.36,339.05,62.11,0.51,41.62,27.74,-14.95,46.27,108.51,0.65,1.49,5.13,1.14,15.36,4.41,4.88,13.93,0.9,2.11,0.95,52.99,0.0,0.0,39167.0,0.0,586.0,0.0,24820.0,42.64432674444098,0.43692921051411615,15.355440624683094,130845.0,-21.685292628791714,-2.6859068885611967,1.8717722176174296,-171.10157367668097,-31.57894736842105,0.1432016708784805,0,0,1,1,1,1,1,0,1,1,0,0.17572692042509688,-2630675049.2262483,1340493416.1675227,196311826172.8344,-1.618066687129816,1,-109282.0,-0.0052270162194264,17253.0,0.0007810321100917
147,삼아알미늄(주),006110,2013,0,0.89,24574.53,478.26,6.63,0.29,1.1,0.21,0.34,0.24,6.82,93.37,99.1,-0.28,0.37,0.47,12.55,0.37,0.66,2.41,2.89,1887.96,42.37,39.22,73.53,57.33,42.67,1987.96,159.26,4.08,91.67,35.82,15.77,28.49,49.7,0.71,1.18,23.44,1.77,11.5,3.01,3.84,4.38,1.22,1.37,1.01,26.7,0.75,112.09,99087.0,0.0,0.0,33.4,19200.0,57.32696471920599,9.958893763728502,28.12970792632551,109910.0,-10.789969887147159,-0.13426496780380875,-14.088786136410578,-86.42779587404995,-1.8518518518518516,0.10066744614029477,1,1,1,1,1,1,1,0,1,1,1,0.1739540109083661,-190908184665.4511,-2357189522.6295457,120245668611.02095,-0.019734345351043642,1,10.0,1.7442539117867765e-07,0.0,0.0
148,삼아알미늄(주),006110,2014,0,0.1,25534.92,1368.66,6.18,0.71,0.39,0.46,0.81,0.53,16.07,93.82,99.85,-1.27,1.1,1.17,13.5,1.05,1.64,3.3,3.42,1877.15,35.87,55.11,55.93,56.01,43.99,1977.15,145.49,9.26,65.91,26.0,11.22,30.17,53.86,0.65,1.15,22.72,1.5,11.72,3.11,3.57,4.6,1.07,1.11,1.0,26.22,0.76,93.32,98493.0,0.0,290.0,33.42,26275.0,56.012609327193495,1.7905173362974303,12.960241226614578,124504.0,21.0606012807975,-0.5432694945947429,-3.075729962387064,135.73333333333332,2.6415094339622645,0.1353390817030833,0,1,1,1,1,1,1,0,1,1,1,0.22358277029901802,-203009759922.69357,-4694163877.328845,121652645230.70746,-0.49066002490660027,1,47741.0,0.0008451218568665,3748.0,7.11435736677116e-05
149,대원전선(주),006340,2017,1,0.62,23200.06,1217.81,2.7,0.31,0.6,0.7,0.85,0.72,1.94,97.3,99.81,-0.19,0.24,1.25,2.76,0.24,0.86,3.96,3.42,127.15,78.76,19.95,370.9,36.19,63.81,227.15,130.99,0.76,328.96,224.16,18.64,18.03,49.81,2.27,6.21,14.28,3.58,6.77,3.79,18.31,4.33,8.2,9.36,1.73,52.2,0.0,0.0,42169.0,0.0,0.0,2.65,150.0,36.194754461771375,-0.5533749148653977,-42.72808078453087,47132.0,71.7677190562971,-2.406696471960346,19.575207578171796,-26.471973622232692,-4.6875,0.0006758552948756652,0,1,1,0,1,1,1,0,1,1,0,0.0,-10479803918.074022,1640485535.3208444,52108106909.4448,0.4534576972846598,3,-13936.0,-3.297965890196512e-05,-1097884.0,-0.0058376731715948
150,지에스건설(주),006360,2013,0,-7.14,526940.85,45660.54,-3.96,-8.65,-7.32,-6.92,-25.23,-7.9,-324.78,103.96,109.78,-0.34,0.73,-6.34,9.65,0.63,0.84,3.09,3.91,1052.83,67.71,5.93,209.69,25.42,74.58,1123.13,137.11,30.4,437.96,276.92,18.33,34.17,134.43,0.8,2.67,37.51,1.14,7.06,1.28,18.49,4.68,2.41,4.25,0.7,-30.86,0.0,0.0,1189819.0,29351.0,36451.0,18.28,908961.0,25.422060263550133,1.361079451135823,0.0,4534285.0,-6.557761148112457,-20.286287038332325,-15.418136129663724,-239.63963963963963,2.1363020911689485,0.1278885371920466,0,1,1,0,0,1,1,0,1,1,0,0.0929723764929304,-46106068444.62426,2256594244.289928,201121662167.76718,-0.9517338476374156,0,5690554.0,0.0214841247796477,-4644828.0,-0.0112772537267486
151,지에스건설(주),006360,2014,1,0.44,574662.07,45660.54,4.52,-0.24,0.87,-0.18,-1.34,-0.2,-13.47,95.48,99.46,-0.76,0.59,0.26,11.05,0.55,0.6,2.96,2.84,842.72,66.08,7.09,194.81,27.35,72.65,921.39,141.22,35.11,248.7,246.8,19.29,29.93,109.45,0.74,2.81,31.11,1.01,6.55,1.19,17.06,5.11,2.24,4.04,0.65,-29.48,0.0,0.0,1189819.0,29351.0,36451.0,17.64,908961.0,27.351596740332297,1.361079451135823,0.0,4534285.0,-6.557761148112457,-20.286287038332325,-15.418136129663724,-50.984544184421935,-3.0343202238915894,0.1278885371920466,1,1,1,0,1,0,1,0,1,1,0,0.09161270986803327,-125483506444.6208,140436360.8833582,122433976714.07285,-0.8968178100863244,1,-6149433.0,-0.0059287276487522,-2423902.0,-0.0055060605956545
152,(주)카프로,006380,2013,0,-18.79,-18498.31,3098.63,-12.36,-11.55,-15.94,-12.94,-21.86,-13.8,-445.82,112.36,114.61,-0.39,0.4,-12.49,4.04,0.35,1.1,3.33,4.28,1693.72,45.64,16.25,83.95,55.75,44.25,1793.72,265.51,75.54,301.34,132.45,28.45,28.01,50.24,1.12,1.89,38.59,2.75,9.13,2.85,13.05,4.76,2.15,2.3,1.68,-25.02,0.0,0.0,252853.0,0.0,0.0,3.94,141281.0,55.75452300394913,-12.414719670694058,-5.500553562216336,349779.0,-32.40685649525428,-21.501468252057958,-19.320730970494836,363.4010706304246,-4.3478260869565215,0.21957375515399427,0,1,1,1,0,1,1,0,1,1,0,0.25873699384575577,-109833072655.12021,10021747407.636673,636092961401.7592,0.0349609984399376,3,-1035209.0,-0.0037717602665764,-206140.0,-0.0019822441136671
153,삼성SDI(주),006400,2013,1,-0.83,574662.07,-1765.62,15.08,2.95,0.09,1.38,1.77,3.57,54.26,84.92,100.55,-0.28,-0.08,1.34,16.37,-0.07,-0.12,2.77,2.83,3034.86,19.55,25.48,24.29,71.45,28.55,3065.5,135.12,47.82,114.96,56.35,5.08,11.22,15.7,0.47,0.66,20.84,1.58,15.25,2.96,9.25,7.87,0.59,2.67,1.25,0.9,0.9,0.0,1189819.0,0.0,0.0,26.98,773358.0,71.45368589074063,1.361079451135823,0.0,5044255.0,-6.557761148112457,-20.286287038332325,-37.37078985835795,-80.36653674951548,13.545284531124766,0.10880953456283247,0,1,1,1,0,1,1,0,1,1,1,0.05485214511006379,-358003920330.3142,-1060287664.164081,73508474550.14186,-0.5046880902108041,2,-1249896.0,-0.0037599236629461,-1331567.0,-0.0047042406250317
154,삼성SDI(주),006400,2015,0,-1.1,574662.07,-1765.62,18.27,0.34,0.0,0.16,0.48,0.31,15.1,81.73,100.79,-0.27,-0.07,0.12,14.84,-0.06,-0.12,3.1,3.08,2990.12,29.42,15.71,41.69,69.36,30.64,3087.08,149.12,40.23,122.9,50.42,9.69,10.78,15.55,0.47,0.66,21.22,1.66,19.83,2.23,9.97,8.59,0.63,2.31,1.1,0.72,0.65,0.0,1189819.0,0.0,0.0,28.3,803067.0,69.35582651368668,1.361079451135823,0.0,4534285.0,-6.557761148112457,-20.286287038332325,-15.418136129663724,-140.2484282221446,-2.515391380826737,0.11298951648883207,0,1,1,0,0,1,1,0,1,1,1,0.03020606414046046,-358003920330.4168,-1551447570.2906315,59285117102.34835,-0.7864237827489774,3,-2192013.0,-0.00480962075915,4278357.0,0.0075832591670232
155,삼성SDI(주),006400,2016,1,-26.36,574662.07,-1765.62,14.43,4.06,-5.67,1.36,2.02,2.74,61.51,85.57,117.81,-0.23,-0.18,1.3,23.77,-0.13,-0.21,3.7,2.6,2976.34,26.56,18.42,36.17,73.58,26.42,3005.82,178.88,45.72,107.04,46.88,11.71,6.38,8.67,0.33,0.47,14.58,1.17,14.45,1.43,7.03,6.11,0.46,1.81,0.74,0.73,0.66,0.0,1189819.0,19211.0,0.0,33.06,701362.0,73.58309501056723,1.361079451135823,0.0,4534285.0,-6.557761148112457,-20.286287038332325,-6.552393699843447,-28.221599314801836,-17.7643450018044,0.09867987759880588,1,1,1,0,0,0,1,0,1,1,1,0.039635395883169805,-358003920330.3877,752622935.3264809,65574706600.25772,-0.7240680606032492,4,68503.0,-0.000637666597268,1158378.0,0.0074296582666549
156,대림통상(주),006570,2017,0,0.65,30054.45,2875.75,14.88,-2.18,0.94,-1.87,-3.82,-2.02,-26.41,85.12,98.99,-3.05,1.46,-0.62,12.68,1.41,2.47,4.76,4.33,573.31,64.86,31.38,184.57,48.3,51.7,673.31,135.38,10.99,116.58,63.19,16.95,27.93,57.82,0.86,1.74,12.01,1.7,8.29,2.44,4.38,3.82,1.9,2.0,0.86,2.18,1.85,0.0,21338.0,0.0,265.0,1.33,508.0,48.30234931823535,-0.6056664715700938,-36.253793972766324,80562.0,7.300528857208553,-5.001415494951401,13.1204514563942,-1370.5014749262536,0.9404388714733543,0.002215844158110077,0,1,1,0,1,1,1,0,1,1,1,0.0025116373353901073,-463312800016.1535,-1703034193.8604531,133839518255.52881,0.36035229138677416,3,1513.0,1.4920628040114809e-05,0.0,0.0
157,대림통상(주),006570,2018,0,-0.43,28544.76,2256.82,11.49,-0.61,-0.39,-0.57,-1.04,-0.62,-6.87,88.51,100.52,-0.57,1.12,0.48,8.59,1.09,2.14,4.85,4.29,547.72,59.11,40.12,144.57,53.56,46.44,647.72,132.19,16.25,109.65,44.45,14.4,25.47,47.55,0.94,1.85,12.25,1.91,7.97,2.33,4.29,3.79,2.48,2.65,0.86,10.6,1.91,0.0,17556.0,0.0,310.0,1.35,0.0,53.55818399883577,-13.0791510001832,-2.4899504351559147,81479.0,1.277188471016822,-3.621192555333809,2.0309561108660716,-71.67401903877408,-4.037267080745342,0.0,1,1,1,0,1,0,1,0,1,1,1,0.0,-550945121559.9319,5147443144.340903,78690081847.6722,0.39672849836189217,4,4717.0,3.684695152066609e-05,0.0,0.0
158,대양제지공업(주),006580,2015,1,-0.86,189.19,1573.33,6.83,-10.3,-0.72,-9.49,-19.5,-12.75,-131.1,93.17,100.79,-0.91,0.9,-8.66,6.35,0.82,1.86,2.77,2.91,536.73,14.91,20.84,17.52,50.68,49.32,603.22,43.47,1.42,348.79,62.85,-19.39,30.72,60.62,0.92,1.67,12.96,2.06,39.81,7.64,24.34,8.46,1.1,1.54,2.07,82.38,0.0,0.0,69635.0,0.0,0.0,0.06,21840.0,50.683751077142105,-1.9485699291524536,0.5428650123055325,158988.0,-31.64959378311551,-16.651116939813758,-1.739660879093569,-393.51138784204494,2.083333333333333,0.11689333483196583,1,1,1,1,0,1,1,0,1,1,0,0.16249744083591777,3078930581.8736925,-984639017.5886825,433081007209.53955,-1.6178972268357743,1,26014.0,0.0010365285205271,-7548.0,-0.0003403892382132
159,삼성공조(주),006660,2018,0,-4.27,16862.2,-1765.62,9.17,7.83,2.75,2.42,2.99,3.55,154.13,90.83,101.4,9.95,-9.98,-0.66,16.07,-9.61,-15.95,2.91,2.86,5143.08,55.91,8.15,126.81,82.21,17.79,5230.99,353.92,34.19,112.84,225.23,40.11,3.49,4.24,0.31,0.38,19.9,1.6,2.6,0.57,8.05,5.45,0.74,2.76,0.41,2.75,0.31,11.82,205481.0,0.0,0.0,14.06,1349.0,82.20957227637527,-1.108767128494593,-3.562698811317596,114709.0,44.10549343704424,2.7241596265327,-11.875803744632622,-42.373498361849286,-1.7316017316017316,0.005185111158943452,0,1,1,0,0,1,1,0,1,1,1,0.0,-177858470123.3125,-555341105.2131314,-106677397438.35884,1.3411051748974698,3,69642.0,0.0015863118568699,-137385.0,-0.0034553946549892
