,회사명,거래소코드,회계년도,회생여부,이자보상배율(이자비용),부가가치(백만원),금융비용(백만원),매출액총이익률,매출액순이익률,총자본사업이익률,총자본순이익률,자기자본순이익률,경영자본순이익률,자본금순이익률,매출원가대매출액비율,영업비용대영업수익비율,금융손익비율,금융비용부담률,기업순이익률,인건비대총비용비율,금융비용대총비용비율,이자부담률,지급이자율,차입금평균이자율,유보율,유동자산구성비율,재고자산대유동자산비율,유동자산대비유동자산비율,자기자본구성비율,타인자본구성비율,자기자본배율,유동비율,현금비율,매출채권비율,매입채무대재고자산비율,순운전자본비율,차입금의존도,차입금비율,총자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,당좌자산회전률,재고자산회전률,매출채권회전률,비유동자산회전률,유형자산회전율,순운전자본회전률,사내유보대자기자본비율,자기자본배당률,배당성향,이익잉여금(결손금)(요약)(백만원),비유동금융부채(요약)(백만원),유동금융부채(요약)(백만원),외국인_주식분포비율,장기금융부채(백만원),자산대비자본비율,총자본증가율,유형자산증가율,비유동자산(백만원),재고자산증가율,자기자본증가율,매출액증가율,순이익증가율,종업원수증가율,자산대비_장기금융부채비율,투자활동현금흐름증감률_여부,직원증감률_여부,매출원가증감률_여부,자산매각_여부,배당금증감률_여부,자본증가률_여부,차입_여부,사내유보금보유_여부,운용적범주전략(OPS)변수,재무적범주전략(FIN)변수,배당금지급_여부,LEV지수,KZ지수,WW지수,CL지수,NCAV지수,기업생명주기,순매수거래량_기관,순매수거래대금 비중_기관,순매수거래량_외국인,순매수거래대금 비중_외국인
945,(주)티비에이치글로벌,084870,2015,1,-4.09,233146.74,-414.97,65.47,-1.55,-0.65,-1.76,-5.34,-1.91,-121.2,34.53,100.84,0.4,-0.07,-1.83,21.32,-0.06,-0.14,1.89,2.51,2047.48,68.35,49.09,215.92,44.95,55.05,2147.48,255.29,20.46,52.41,25.49,41.57,11.68,25.99,1.14,2.36,60.61,2.2,14.33,3.23,3.57,6.2,3.46,5.09,1.23,23.99,0.0,0.0,167131.0,0.0,0.0,18.7,158563.0,44.9508089534856,12.12247329153653,2.7020849319988898,185902.0,25.60363070803906,-2.87157563226172,19.973301518248814,-140.321914981428,-13.424657534246576,0.26998545892913695,0,1,1,0,1,1,1,0,1,1,0,0.03604800716352631,-101648948992.76508,3852322995.682881,185674785308.03278,0.33732783439246344,0,582659.0,0.0070469396588109,-216063.0,-0.004107614899658
946,(주)티비에이치글로벌,084870,2018,1,-0.47,31655.82,2359.88,55.83,-27.61,-0.41,-23.19,-47.17,-36.71,-552.81,44.17,100.56,-1.27,1.13,-22.24,9.62,1.09,1.87,4.24,4.27,1659.1,33.33,70.46,49.99,68.9,31.1,1759.1,145.32,3.39,34.3,9.99,10.39,22.17,32.18,0.84,1.71,20.02,1.65,29.9,7.68,3.28,9.53,1.32,3.48,1.07,51.0,0.0,0.0,96479.0,0.0,0.0,6.4,16911.0,68.9009412347979,-51.92232336492813,-50.10709156118498,177514.0,-68.5258924031835,-19.846024110072662,20.07648293510452,-5905.538771399799,0.0,0.06351644719545083,1,1,1,0,1,0,1,0,1,1,0,0.11086932067317731,19595225108.687088,6351468191.463159,1026128209380.8455,0.09512219904168101,0,-1348316.0,-0.0114787724107111,-250884.0,-0.0018615937058861
947,(주)헬릭스미스,084990,2017,0,-89.69,-5729.2,-1716.51,78.81,-205.7,-2.53,-3.19,-3.38,-3.37,-81.42,18.04,283.84,20.19,-54.36,-4.04,18.49,-14.45,-15.58,0.68,0.96,1961.32,61.75,0.47,161.42,91.68,8.32,2061.32,2516.09,705.39,541.84,0.12,60.93,6.35,6.92,0.02,0.02,0.4,0.29,960.49,0.02,5.93,0.69,0.04,0.26,0.02,-50.92,0.0,0.0,-66244.0,0.0,0.0,5.28,11219.0,91.67814118394719,0.7565885551236828,107.41073722065246,68617.0,-4.227941176470589,-3.7869746325938403,-20.973538059457695,809.8039215686274,33.33333333333333,0.06254215839851045,0,1,1,0,1,1,1,0,1,1,0,0.005912823131884087,-104881764723.85808,2627785242.5413065,5170800660805.703,0.05091067445032328,3,815568.0,0.0076479931489697,659288.0,0.0055349872368398
948,(주)엔케이,085310,2013,1,-2.19,-6476.92,13281.3,7.2,-17.4,-8.41,-11.08,-19.68,-12.51,-164.19,92.8,113.39,-6.18,5.94,-7.3,4.51,4.62,6.23,9.63,7.45,681.74,43.68,52.1,77.57,42.69,57.31,740.8,93.2,12.87,50.32,17.85,-3.19,49.3,115.47,0.64,1.62,13.92,1.05,16.1,2.71,2.74,4.5,1.2,1.52,0.67,41.89,0.0,0.0,39789.0,0.0,0.0,1.58,30048.0,42.692805827838484,-30.547403096942848,-30.0671637050341,162189.0,-32.86975400938083,-18.523868847244678,-9.07468027570502,221.0908490799571,16.93121693121693,0.1043344201502099,0,1,1,0,0,0,1,0,1,1,0,0.09265775288315156,-50672309083.74396,-6071493800.296025,677009097728.0546,-0.36132105704821044,2,-37.0,-1.906506932675557e-07,-14570.0,0.0001220297043331
949,(주)엔케이,085310,2015,0,-1.01,21538.25,4500.3,7.37,-2.22,-1.43,-1.75,-2.68,-1.98,-18.07,92.63,101.91,-1.6,1.8,-0.34,5.67,1.69,2.95,4.4,4.03,588.48,46.48,28.91,86.84,53.63,46.37,661.63,137.8,41.32,100.26,45.53,12.75,34.56,64.43,0.79,1.52,10.54,1.64,14.85,2.29,5.53,4.09,1.53,2.27,0.92,36.66,0.0,0.0,39281.0,0.0,0.0,1.71,39314.0,53.62954577614264,-4.209923170288405,-1.4556512194902522,166427.0,-14.180361544782253,1.9365250134480902,3.435092418080217,-170.63079070948092,-5.803571428571429,0.12643271543795104,0,1,1,0,0,0,1,0,1,1,0,0.02773767773824897,-183795160373.2411,-5986653717.553108,164880697875.92627,0.0008250276820423254,3,17277.0,-0.0003422466254826,512735.0,0.0006138769321801
950,(주)엔케이,085310,2016,0,-7.18,-11148.12,3851.38,-2.88,-20.16,-10.3,-11.78,-22.23,-13.12,-132.28,102.88,117.76,-2.88,2.34,-10.41,5.82,1.89,2.93,4.98,4.31,455.5,28.56,28.79,39.98,52.82,47.18,528.64,67.06,11.02,131.68,71.81,-14.03,32.39,61.33,0.58,1.1,6.72,1.25,9.7,2.14,5.26,4.76,0.95,1.46,0.77,23.22,0.0,0.0,6884.0,0.0,0.0,2.68,11590.0,52.815149354250856,-18.82243976484814,5.564431460263843,180323.0,-50.32194748306485,-20.055169105301033,-34.23068470160436,496.1185983827494,-10.42654028436019,0.04591553759607004,0,1,1,1,1,1,1,0,1,1,0,0.0321757469219748,-35022202203.31171,-3854104272.3991337,724849851655.4569,-0.33148620983475907,2,51489.0,0.0001184173547217,1357451.0,0.0026375264555811
951,(주)루트로닉,085370,2017,0,-2.99,20377.35,-341.25,51.9,-8.17,-0.79,-3.61,-5.37,-3.99,-75.4,48.1,103.29,0.4,-0.4,-3.78,20.02,-0.36,-0.57,2.31,2.65,975.83,57.63,22.76,136.01,67.66,32.34,1043.22,241.55,12.88,43.46,15.9,33.77,20.79,30.73,0.44,0.64,8.88,1.43,23.04,0.95,3.59,8.12,1.07,3.17,0.54,29.44,0.44,18.58,14989.0,0.0,0.0,4.05,7813.0,67.66045485507468,2.6132949424136203,8.034339390206343,83353.0,17.441172454599243,-1.7211335410605906,1.5089293110998023,-232.0822331195775,9.293680297397769,0.03971594432752819,0,1,1,0,0,1,1,1,1,1,1,0.021561333068550362,-187452696183.158,2755596926.364307,399516378407.58057,0.1854427841612704,0,-171067.0,-0.0014831403084919,-472917.0,-0.0044717223200513
952,(주)루트로닉,085370,2018,0,-9.23,22564.66,507.82,49.41,-16.69,-5.6,-7.46,-11.3,-8.57,-115.46,50.59,113.42,-0.55,0.55,-7.22,23.39,0.46,0.68,2.51,2.84,932.67,54.18,26.98,118.23,60.21,39.79,1000.66,188.41,10.88,39.05,18.57,25.42,24.77,41.14,0.45,0.7,7.09,1.23,18.52,1.07,3.22,7.84,1.01,3.25,0.54,27.51,0.09,17.87,-820.0,0.0,0.0,9.45,10698.0,60.210899736723576,9.475808501336912,2.3162170829918396,98686.0,22.012944231290934,-2.5777029819012345,7.426666044863126,119.54876481507925,12.585034013605442,0.049674270882184964,0,1,1,0,0,1,1,1,1,1,1,0.03406580986240853,-63844707008.39934,4145020459.9024186,667414327173.1305,0.15097015312764359,0,-377094.0,-0.001793433985598,49489.0,0.0004714282849129
953,(주)차바이오텍,085660,2017,1,-0.75,139897.49,4975.85,29.61,-10.97,-0.36,-5.91,-18.54,-6.69,-188.53,70.39,101.6,-9.24,1.19,-5.27,35.36,1.05,1.3,7.0,9.18,833.81,60.47,3.09,157.36,52.09,47.91,903.29,213.8,50.04,389.19,119.21,32.19,16.18,31.06,0.54,1.06,16.45,1.09,18.53,0.92,32.08,7.38,1.38,2.55,0.59,-43.5,0.0,0.0,9372.0,14171.0,36451.0,3.26,100745.0,51.46823116702453,3.209529098265249,6.504734199961046,321904.0,27.95914804469274,7.811572054130671,-7.07851338086324,-262.2043795620438,9.929078014184398,0.1269455449037812,0,1,1,0,1,1,1,0,1,1,0,0.03088102390804145,-158426953421.67764,-119949647.79694137,486792141448.60693,0.07505352084460723,1,-1191366.0,-0.0041943167183994,-332487.0,-0.0008452942865224
954,(주)뉴프렉스,085670,2013,1,0.97,17700.62,1391.44,8.91,-2.69,1.46,-3.71,-9.92,-3.74,-59.12,91.09,98.97,-1.17,1.03,-2.29,10.88,0.99,2.25,3.59,4.39,467.85,48.8,53.34,95.32,33.94,66.06,567.85,107.27,2.61,75.14,71.35,3.31,39.18,115.41,1.38,3.74,22.29,2.19,6.49,5.85,5.31,6.9,2.73,2.99,1.48,46.84,0.0,0.0,15574.0,0.0,0.0,0.33,15775.0,33.94438540559688,7.414414509633982,10.30906306557149,52032.0,7.839699947001508,-9.002901609074122,17.438216682146855,-261.8157543391188,13.218390804597702,0.15522297004762467,1,1,1,1,1,1,1,0,1,1,0,0.15043048267531584,-16922228965.265102,6890758453.35541,229029824060.82272,-0.4960644453522617,0,-117926.0,-0.0011590282301803,-130624.0,-0.0018280489692335
955,(주)뉴프렉스,085670,2015,0,-0.8,25072.89,1440.39,7.64,-1.35,-1.03,-1.47,-4.61,-1.48,-29.17,92.36,100.99,-0.43,1.19,-0.17,15.97,1.15,2.0,3.16,3.42,564.86,51.01,50.41,104.14,33.88,66.12,664.86,107.38,4.38,83.67,75.62,3.51,39.32,116.04,1.09,3.11,19.86,1.67,6.14,4.41,4.41,5.22,2.15,2.34,1.15,41.24,0.0,0.0,16200.0,0.0,0.0,2.25,16384.0,33.883954166632044,18.817443157697284,10.943898443898444,58954.0,30.166140904311252,11.190184049079754,-12.465076450824014,-172.30359520639146,2.553191489361702,0.13613740039385455,0,1,1,1,1,1,1,0,1,1,0,0.14248563702465333,-32279829476.353317,3723786652.7675157,173262364003.08032,-0.5490769750950965,0,0.0,0.0,288596.0,0.0018464756999253
956,(주)뉴프렉스,085670,2016,1,0.53,26940.5,1658.01,7.62,-1.72,0.81,-2.19,-6.55,-2.22,-42.83,92.38,99.39,-1.06,1.14,-0.73,13.45,1.09,2.26,4.38,3.94,543.65,45.85,53.4,84.67,37.22,62.78,643.65,109.9,5.25,73.03,77.21,4.13,36.09,96.96,1.28,3.6,23.83,1.98,6.65,5.45,5.08,6.45,2.48,2.71,1.37,36.75,0.0,0.0,13623.0,0.0,0.0,1.63,17138.0,37.21963882196949,-11.013801527224986,-2.436098551259574,57993.0,-15.280964229165994,-2.253610927192918,20.387319273113143,52.97728667894413,-17.842323651452283,0.16002763927017385,1,1,1,1,1,0,1,0,1,1,0,0.11125297943210828,-34205984521.726963,-9911404933.772995,178755242911.85852,-0.3749709728100408,2,-218853.0,-0.0034801664719736,-404967.0,-0.0049046595633133
957,(주)바이오톡스텍,086040,2013,0,-4.06,9736.77,335.86,19.21,-3.22,-3.77,-1.22,-0.34,-1.3,-1.48,80.79,110.6,-1.94,1.94,-0.48,41.23,1.68,1.7,3.17,3.41,345.55,35.5,4.86,55.04,55.3,44.7,427.83,101.89,42.58,661.48,63.11,0.66,30.76,55.63,0.38,0.67,3.08,0.88,32.61,1.17,25.02,3.11,0.58,0.75,0.54,20.29,0.0,0.0,4158.0,0.0,0.0,0.91,2500.0,55.298742817643756,3.610035585595667,-3.1075628809339855,29859.0,37.52151462994836,-1.257424978785775,-2.50620907654098,-148.42931937172773,-5.649717514124294,0.05400267853285523,0,1,1,1,1,1,1,0,1,1,0,0.0379957200180174,-196406138701.51315,1562578304.2092419,184493105844.60217,-0.09442855043510891,0,-230686.0,-0.0021527288038511,26122.0,-5.194244640983812e-06
958,제이앤유글로벌,086200,2013,0,-13.33,7729.4,381.13,15.06,-15.18,-9.82,-10.97,-14.81,-11.15,-190.39,84.94,114.07,-0.73,0.58,-10.55,19.45,0.49,1.55,2.5,4.15,1116.99,72.46,22.41,263.1,63.44,36.56,1197.99,516.6,169.39,52.11,14.38,58.43,28.46,44.87,0.72,0.99,12.73,2.67,23.83,1.47,3.18,7.42,2.57,3.22,0.84,36.4,0.0,0.0,51690.0,0.0,0.0,2.03,19975.0,63.4352348581023,15.538206766027916,-4.178059193169281,26901.0,-37.99507369902647,-12.722381079824771,-32.11813614747419,-598.8017973040439,-10.294117647058822,0.20450264138580612,1,1,1,0,1,1,1,0,1,1,0,0.0,-304489481433.9571,-3954860969.6899734,737895129863.4872,0.7004757305098762,1,0.0,0.0,-7622.0,-8.272220189833693e-05
959,(주)화신테크,086250,2014,0,-4.61,10944.51,111.23,7.2,-2.46,-2.05,-1.29,2.0,-1.34,16.67,92.8,104.72,3.75,0.23,-1.16,18.43,0.21,0.32,2.27,2.27,763.91,29.73,0.23,42.31,62.25,37.75,832.61,117.94,10.89,8913.68,2682.37,4.52,23.54,37.81,0.52,0.84,9.93,1.39,6.3,1.76,771.71,7.99,0.74,0.77,0.95,71.58,1.06,19.53,30118.0,0.0,161.0,0.18,11397.0,62.25275620485527,33.68910186596965,156.7519676927515,64692.0,264.70588235294116,35.36691938874324,37.621782234793294,-113.0353407464494,1.8018018018018018,0.12379297235648726,0,1,1,1,0,1,1,0,1,1,1,0.19639164598842018,-235197388620.78195,10239177433.446669,208799258454.16034,-0.3170103092783505,0,0.0,0.0,-65119.0,-0.0007734826064538
960,(주)화신테크,086250,2015,0,-9.58,8469.59,596.17,-3.05,-15.14,-7.72,-8.4,-9.14,-8.66,-72.3,103.05,114.25,-0.51,1.15,-7.77,19.54,0.98,1.47,2.33,2.82,681.51,34.66,0.18,53.06,51.4,48.6,750.21,108.64,8.27,8913.68,2682.37,2.76,34.88,67.86,0.55,0.98,10.72,1.28,6.67,1.72,850.74,8.55,0.82,0.85,0.91,71.05,0.18,0.0,26148.0,0.0,114.0,0.3,15745.0,51.3979736469106,3.4540813555640035,-4.81815555484223,62229.0,-3.225806451612903,-14.584823687470557,7.89719529157757,564.6114864864865,6.1946902654867255,0.1653105149876634,0,1,1,1,0,1,1,0,1,1,1,0.20058602458755334,-62818119603.16853,12196477106.048374,655018329291.9419,-0.4122158738044963,0,0.0,0.0,39332.0,0.0005272760532932
961,(주)유니테스트,086390,2013,1,-6.96,2073.16,969.71,26.96,-51.22,-12.21,-13.56,-26.43,-14.75,-105.19,73.04,146.93,-5.93,5.93,-11.99,31.59,3.79,3.21,4.54,5.67,276.57,39.84,45.28,66.22,46.0,54.0,340.55,94.45,28.77,38.53,19.32,-2.34,41.43,90.05,0.26,0.52,2.06,0.54,10.88,0.9,1.61,2.24,0.49,0.69,0.32,0.93,0.0,0.0,2337.0,0.0,0.0,0.39,4981.0,46.003758756193406,-9.93721917892534,-2.6601974234565837,35213.0,8.800494641384995,-25.752102578243484,-62.39532529677003,-454.33770630554375,-1.7543859649122806,0.08510165726977618,1,1,1,1,1,1,1,0,1,1,0,0.076006831850622,-153122762143.6565,2465009395.0809884,1806214690848.193,-0.28438045900207504,3,226836.0,0.0020503562954752,-234701.0,-0.0012782047946292
962,(주)에코프로,086520,2013,1,0.27,20937.17,4664.41,17.74,-13.43,0.82,-4.61,-10.74,-4.93,-118.65,82.26,97.81,-9.03,7.83,-1.92,13.63,7.09,4.72,5.38,5.45,964.86,29.68,57.76,42.21,42.57,57.43,1064.86,61.0,2.15,44.57,8.93,-18.98,50.66,119.0,0.34,0.8,8.83,0.6,28.05,2.55,1.88,4.14,0.5,0.6,0.42,5.81,0.0,0.0,4569.0,0.0,7560.0,1.53,14410.0,42.57405981809369,2.2977844667670015,9.380190206180114,123316.0,-9.880095923261392,0.4994009880332216,-25.301522028033403,-1350.3125,3.862660944206009,0.082171470932056,1,1,1,1,1,1,1,0,1,1,0,0.022868493660869568,-18430429654.511055,-8839323696.821663,491237998499.63293,-0.505072678544102,1,-81513.0,-0.0011260996127809,-57460.0,-0.0004088351092805
963,(주)비엠티,086670,2016,1,-1.5,10118.28,619.77,24.31,-2.89,-1.06,-1.26,-1.77,-1.29,-24.9,75.69,102.82,0.13,1.51,-0.6,20.39,1.42,1.63,2.38,2.38,1319.77,57.37,38.37,134.59,58.62,41.38,1384.14,140.86,33.28,88.12,20.0,16.64,34.56,58.95,0.44,0.73,10.1,1.08,12.75,1.25,1.97,2.06,1.02,1.09,0.46,52.97,1.41,0.0,30910.0,0.0,0.0,1.19,547.0,58.616449537297136,-0.09213759213759214,-1.5121285309251287,40214.0,-1.1613517372679676,-3.4518280546146594,-25.39547202670343,-150.29635901778153,-2.0325203252032518,0.0057983611944412055,1,1,1,0,1,1,1,1,1,1,1,0.0046253208604200395,-508332758025.6865,-6515243621.604229,161730590638.10635,0.2150363955358211,2,-4302.0,-5.7157035193664296e-05,19574.0,-0.0006089871086493
964,(주)신양오라컴디스플레이,086830,2013,0,-15.47,8358.31,1344.11,-6.09,-11.09,-23.76,-25.43,-134.29,-25.64,-858.94,106.09,110.56,-0.51,0.49,-24.29,8.52,0.44,1.4,4.62,5.86,106.74,52.29,59.06,109.6,7.29,92.71,206.74,67.28,12.61,6.79,152.71,-25.43,40.31,552.65,2.29,12.1,77.42,2.83,4.81,7.36,7.33,42.19,6.09,6.87,1.71,-89.98,0.0,0.0,-10635.0,784.0,110.0,0.27,13441.0,7.29383386099804,-27.716751667320516,13.756485084306098,47470.0,-29.233462318039432,-78.82265434066518,13.98238255033557,993.1472081218274,224.24242424242422,0.1350922156892306,0,1,1,0,1,1,1,0,1,1,0,0.09781982920510465,-104648517733.54938,26629971356.184864,471262245482.71063,-1.5956796736741026,3,-102010.0,-0.0019740216491259,-32585.0,-0.0007481873668116
965,(주)신양오라컴디스플레이,086830,2014,0,-2.46,21860.53,1854.91,3.33,-3.32,-5.05,-5.56,-44.56,-5.77,-77.77,96.67,103.09,-1.17,1.18,-3.57,9.47,1.12,2.27,6.69,5.67,63.08,57.98,59.94,137.96,18.36,81.64,163.08,77.29,1.18,19.62,126.72,-17.03,33.68,183.41,1.68,13.43,23.45,1.91,3.67,7.53,5.13,38.9,3.72,4.23,1.28,-170.52,0.0,0.0,-15805.0,0.0,40.0,0.3,5535.0,18.362869776848456,-12.036785768129052,-23.938810898121098,36779.0,-1.0089832053118082,68.14187068424357,-42.34140740577182,-82.76228067265913,-87.25573491928633,0.06324341000239948,0,0,1,0,1,0,1,0,1,1,0,0.06306817721324498,-12660918818.407646,15798329503.36594,182493441633.66556,-1.2817219529315205,3,-110499.0,-0.0006538219667883,-48444.0,-0.0007394138376252
966,(주)스틸플라워,087220,2013,0,-0.96,13092.68,7437.4,9.84,-7.26,-2.1,-3.51,-9.6,-3.69,-152.69,90.16,105.23,-4.58,4.58,-1.3,5.23,4.02,3.39,4.66,4.81,1435.6,53.15,16.52,113.43,33.38,66.62,1502.95,110.03,47.7,155.08,52.75,4.85,57.68,172.81,0.48,1.39,22.24,0.74,11.95,1.04,5.94,3.09,1.06,1.18,0.48,37.11,0.0,0.0,43738.0,0.0,0.0,0.0,58843.0,33.38003481383092,-3.6646430887706036,2.944362165388271,154505.0,12.520887576263942,-10.817993259009592,-44.94031769506565,-292.89921465968587,-9.316770186335404,0.17844514395579736,0,1,1,0,0,1,1,0,1,1,0,0.13142511855189354,-300677051356.2069,1402275634.5023353,364988443300.5719,-0.5238134534222998,1,268835.0,0.002502970650772,-44026.0,-0.0002358007782068
967,(주)스틸플라워,087220,2014,0,-2.59,-2463.39,8102.88,1.84,-13.51,-6.85,-8.43,-24.85,-8.84,-350.41,98.16,111.3,-4.04,4.04,-5.91,4.22,3.41,3.71,4.85,4.72,1257.57,41.76,26.25,71.71,30.53,69.47,1317.53,74.73,2.14,176.33,47.5,-14.12,57.54,188.48,0.62,1.95,27.45,0.92,12.7,1.65,6.34,3.81,1.19,1.34,0.63,19.36,0.0,0.0,18158.0,0.0,0.0,0.0,40096.0,30.52732238689498,-5.179618746095574,14.279272508642718,182092.0,18.362977033327578,-13.283123773530054,23.458927317307573,129.66921119592877,-1.36986301369863,0.12823579830750237,1,1,1,1,1,1,1,0,1,1,0,0.07021297560563618,2117517376.017498,12560414361.303493,523026761780.9735,-1.2943039392898223,3,-3069.0,-3.054416680051705e-05,-27597.0,-0.000365357299362
968,(주)이엠네트웍스,087730,2016,0,-18.57,6170.44,37.95,20.77,-3.68,-8.34,-2.93,-4.59,-3.27,-47.13,79.23,110.87,-0.21,0.21,-2.76,31.39,0.18,0.46,2.95,2.88,899.69,48.52,17.21,94.24,63.87,36.13,999.69,343.62,189.3,140.97,30.69,34.4,16.2,25.36,0.8,1.25,12.8,2.19,35.23,1.89,8.48,6.58,1.64,2.17,1.22,56.96,0.0,0.0,8372.0,0.0,0.0,0.24,2330.0,63.87275489232419,-5.381526104417671,-2.9435813573180702,11523.0,-23.651960784313726,-5.0730411686586985,-19.370044052863435,-127.48776508972269,-97.95918367346938,0.10410151014207845,0,0,1,0,0,1,1,1,1,1,0,0.06428828581714698,-351601725068.8311,5087212937.856419,336767260602.1494,0.10300008174609662,0,8914.0,0.0007914158232711,-5610.0,-0.0004907509663169
969,(주)이엠네트웍스,087730,2017,0,-16.21,5667.09,41.1,20.81,-12.92,-6.73,-10.04,-15.77,-11.51,-147.61,79.19,108.96,-0.25,0.25,-9.85,33.11,0.22,0.54,3.03,2.73,771.77,45.86,18.02,84.71,63.44,36.56,871.77,279.36,144.32,134.0,30.18,29.44,15.19,23.94,0.78,1.22,11.42,2.14,30.72,1.99,9.35,6.79,1.47,2.01,1.24,49.81,0.0,0.0,6439.0,0.0,0.0,0.42,1450.0,63.44020356234097,-8.073451880975783,-4.789986761343122,11563.0,-13.108614232209737,-12.800783435926133,-10.74140851226575,213.20474777448072,4450.0,0.07047387606318348,0,1,1,0,1,1,1,0,1,1,0,0.03059526140591345,-296259962556.1177,5667703523.614374,593914516110.9956,0.05582190735029163,4,-46088.0,-0.0027630504630504,-47334.0,-0.0016892100576628
970,이원컴포텍(주),088290,2013,0,-59.37,2856.2,-30.5,-2.23,-11.38,-10.67,-9.71,-21.9,-10.79,-44.6,102.23,112.85,0.12,-0.12,-9.82,18.6,-0.11,-0.19,1.41,1.41,103.69,47.83,27.41,91.67,44.35,55.65,203.69,102.13,15.22,27.71,151.21,1.0,13.11,29.56,0.85,1.92,3.92,1.53,4.3,2.46,6.51,23.48,1.64,2.04,0.9,38.52,0.0,0.0,4745.0,0.0,0.0,0.41,1772.0,44.354838709677416,31.727643207106553,49.763857817549095,15009.0,131.12745098039215,-0.8469966586370347,1.648442677269715,-5001.754385964912,26.595744680851062,0.06159621802002225,0,1,1,1,0,1,1,0,1,1,0,0.05055407367453079,-91974121002.79657,10362520856.97052,464429489576.5723,-0.11815007307597773,0,713.0,5.323747505739281e-06,-13010.0,-0.0003189688037279
971,(주)이녹스,088390,2017,1,-5.81,30541.7,2345.47,22.55,78.21,-5.24,58.38,63.04,33.89,1390.8,77.45,133.29,-1.98,5.08,59.19,23.43,2.67,2.15,4.52,3.37,3514.08,28.43,24.33,39.73,70.57,29.43,3499.46,175.21,57.02,58.21,20.46,12.21,22.32,31.62,0.16,0.26,8.52,0.42,4.15,0.55,1.43,1.41,0.27,0.75,0.25,124.64,0.0,0.0,273067.0,0.0,0.0,3.44,30030.0,70.57286293927515,-16.31426991044337,-85.92794709337281,187316.0,-61.07779282474581,7.4855107883527685,-12.150066653970672,484.55928979074196,-98.24120603015075,0.11473305366435138,0,0,1,1,1,0,1,0,1,1,0,0.14658384831683968,-148859931217.4735,3482001084.8138843,-1190703128910.0613,-0.020362111741242864,0,33638.0,0.0017048286957194,-421844.0,-0.0089467711338524
972,(주)에이스테크놀로지,088800,2016,0,-1.65,-1909.69,8125.46,16.16,-10.0,-2.93,-6.95,-25.47,-7.58,-239.13,83.84,104.28,-2.71,2.52,-5.2,4.27,2.2,2.46,4.27,4.22,734.71,51.89,26.82,107.88,28.29,71.71,822.23,86.86,14.04,183.82,138.46,-7.85,45.15,159.59,0.7,2.42,23.84,0.98,3.1,1.72,4.7,2.29,1.56,2.9,0.62,25.59,0.0,0.0,2737.0,0.0,42.0,2.49,44955.0,28.289328070531383,-11.91084988718132,11.399633250672215,208650.0,-21.171524078136425,-14.469043204282785,-23.655208046946843,-398.96007428040855,13.178294573643413,0.10364599664311931,1,1,1,0,0,1,1,0,1,1,0,0.03472360029426392,-99308426342.01051,-7823258850.093392,393967624913.26416,-1.0063099623631364,1,-84045.0,-0.0006313220410809,437736.0,0.0010135860050159
973,(주)에이스테크놀로지,088800,2017,1,-1.45,38139.19,9753.1,17.65,-15.8,-3.53,-13.77,-61.18,-15.13,-379.49,82.35,104.11,-1.75,2.77,-11.35,14.69,2.34,3.16,4.51,4.78,334.93,54.74,31.83,120.92,17.96,82.04,425.17,74.06,5.84,154.31,93.63,-19.17,59.24,329.9,0.87,3.71,24.4,1.14,4.87,2.31,5.61,3.33,1.86,3.07,0.73,-39.63,0.0,0.0,-51174.0,0.0,0.0,2.67,26937.0,17.95768425449424,-13.892782706531163,-4.89820635069554,169053.0,7.798575451383137,-45.340298775071105,9.157852581515412,72.59146530840425,-18.72146118721461,0.07212473023846117,0,1,1,0,1,1,1,0,1,1,0,0.05664321896601293,-23852619791.711334,9344097912.548574,603952356130.559,-0.7059505172358955,0,-3117929.0,-0.0198345671115636,-110794.0,-0.0004457923881899
974,(주)켐트로닉스,089010,2014,0,-1.19,32412.29,2019.96,9.11,-1.66,-1.11,-2.1,-5.22,-2.2,-107.59,90.89,101.01,-1.39,0.72,-1.18,7.9,0.69,1.54,2.12,2.33,1962.82,44.13,44.03,78.99,38.37,61.63,1918.44,83.2,5.73,90.82,30.24,-8.91,50.16,130.74,1.26,3.11,64.19,2.12,18.2,4.74,6.75,6.29,2.31,2.58,1.35,64.65,0.24,0.0,54950.0,0.0,0.0,5.68,15057.0,38.36514120540764,1.7547064680252473,5.747159307557386,124475.0,10.024654957679893,-8.973184809695214,-11.479320388657897,-122.17703349282296,-0.8571428571428572,0.06758200326756315,0,1,1,1,0,1,1,0,1,1,0,0.06842223258590441,-49635460743.95193,-1202149052.3380022,131662327170.06154,-0.4850523558851386,1,-20287.0,0.0001059518102402,30033.0,-0.0014793178463615
